question_id,mean_prob,std_prob,frac_correct,last_correct,last_prob,pred_correct,pred_prob,region,seed,encoder_run_id
high4837.txt_q0,1.2627006885021495e-05,2.288029712390423e-05,0.0,0,7.802453683147802e-10,0,7.8024537e-10,hard,0,enc_longformer_seed0
high4837.txt_q1,0.8711132258176804,0.11071127903765315,1.0,1,0.9514533281326294,1,0.9514533,middle,0,enc_longformer_seed0
high4837.txt_q2,0.0104543456845931,0.018121610686893448,0.0,0,1.9390547095099464e-05,0,1.9390547e-05,hard,0,enc_longformer_seed0
high4839.txt_q0,0.9766800999641418,0.045485411572321555,1.0,1,1.0,1,1.0,easy,0,enc_longformer_seed0
high4839.txt_q1,0.44327386096119875,0.13713314202756285,0.75,0,0.2482561022043228,0,0.2482561,middle,0,enc_longformer_seed0
high4839.txt_q2,0.17972950125113124,0.14859299882934418,0.0,0,0.0156274680048227,0,0.015627468,ambiguous,0,enc_longformer_seed0
high4839.txt_q3,0.0700818668119609,0.03748050010863561,0.0,0,0.0178002323955297,0,0.017800232,hard,0,enc_longformer_seed0
high4889.txt_q0,0.1979305539280176,0.08464702271121309,0.0,0,0.0975271239876747,0,0.097527124,hard,0,enc_longformer_seed0
high4889.txt_q1,0.004786224029885459,0.005139871642418268,0.0,0,4.991649620933458e-05,0,4.9916496e-05,hard,0,enc_longformer_seed0
high4889.txt_q2,0.35101158544421196,0.12088492131691253,0.25,0,0.4077269732952118,0,0.40772697,hard,0,enc_longformer_seed0
high4889.txt_q3,0.9120615273714066,0.14415909408047334,1.0,1,0.9999759197235109,1,0.9999759,ambiguous,0,enc_longformer_seed0
high4915.txt_q0,0.0797214116901159,0.038774444655829354,0.0,0,0.0475400649011135,0,0.047540065,hard,0,enc_longformer_seed0
high4915.txt_q1,0.24943642970174548,0.21346381345909632,0.25,0,0.0504424162209034,0,0.050442416,ambiguous,0,enc_longformer_seed0
high4915.txt_q2,0.056455862591974416,0.09767714290525178,0.0,0,5.0430186092853546e-05,0,5.0430186e-05,hard,0,enc_longformer_seed0
high4931.txt_q0,0.1287399651482701,0.09655931865214218,0.0,0,0.0195808224380016,0,0.019580822,hard,0,enc_longformer_seed0
high4931.txt_q1,0.03250973019748923,0.02099472555305906,0.0,0,0.0160009581595659,0,0.016000958,hard,0,enc_longformer_seed0
high4931.txt_q2,0.6715183034539223,0.3205471060962491,0.75,1,0.9946309328079224,1,0.99463093,ambiguous,0,enc_longformer_seed0
high4951.txt_q0,0.7767669335007668,0.2761020245191511,0.75,1,0.9970226883888244,1,0.9970227,ambiguous,0,enc_longformer_seed0
high4951.txt_q1,0.7445021718740463,0.23839062556078222,1.0,1,0.9967053532600404,1,0.99670535,ambiguous,0,enc_longformer_seed0
high4955.txt_q0,0.94260373711586,0.04628734778704862,1.0,1,0.9984720349311828,1,0.99847203,easy,0,enc_longformer_seed0
high4955.txt_q1,0.9706867635250092,0.04962900435908962,1.0,1,0.9999983310699464,1,0.99999833,middle,0,enc_longformer_seed0
high4955.txt_q2,0.9300195574760437,0.07105522712842338,1.0,1,0.9974464178085328,1,0.9974464,middle,0,enc_longformer_seed0
high4955.txt_q3,0.8368391692638397,0.2561559202459412,0.75,1,0.9973498582839966,1,0.99734986,ambiguous,0,enc_longformer_seed0
high4957.txt_q0,0.6764213740825653,0.13006314821890474,1.0,1,0.7138379216194153,1,0.7138379,middle,0,enc_longformer_seed0
high4957.txt_q1,0.9383107572793961,0.10753814833347616,1.0,1,0.9999057054519652,1,0.9999057,middle,0,enc_longformer_seed0
high4957.txt_q2,0.47975683212280273,0.1585319501972497,0.75,0,0.2545318007469177,0,0.2545318,ambiguous,0,enc_longformer_seed0
high4964.txt_q0,0.9556255638599396,0.06358431314242344,1.0,1,0.9998195767402648,1,0.9998196,middle,0,enc_longformer_seed0
high4964.txt_q1,0.9996005147695541,0.00066786484379936,1.0,1,1.0,1,1.0,easy,0,enc_longformer_seed0
high4964.txt_q2,0.8037451654672623,0.2141513233264122,1.0,1,0.9941704273223876,1,0.9941704,ambiguous,0,enc_longformer_seed0
high4964.txt_q3,0.8552594780921936,0.17746415794597062,1.0,1,0.9727803468704224,1,0.97278035,ambiguous,0,enc_longformer_seed0
high4968.txt_q0,0.8915577828884125,0.16700895548828093,1.0,1,0.999900221824646,1,0.9999002,ambiguous,0,enc_longformer_seed0
high4968.txt_q1,0.8070977106690407,0.2433575027716166,1.0,1,0.9993196725845336,1,0.9993197,ambiguous,0,enc_longformer_seed0
high4968.txt_q2,0.06892266590148208,0.0680314355591782,0.0,0,0.0249464642256498,0,0.024946464,hard,0,enc_longformer_seed0
high4986.txt_q0,0.8430112674832344,0.26119590987184976,1.0,1,0.9999910593032836,1,0.99999106,ambiguous,0,enc_longformer_seed0
high4986.txt_q1,0.9996228367090225,0.0007349800166157626,1.0,1,1.0,1,1.0,easy,0,enc_longformer_seed0
high4986.txt_q2,0.8407619893550873,0.15889078949495986,1.0,1,0.999584138393402,1,0.99958414,ambiguous,0,enc_longformer_seed0
high4986.txt_q3,0.9383827596902847,0.1108006499075152,1.0,1,0.9999897480010986,1,0.99998975,middle,0,enc_longformer_seed0
high4986.txt_q4,0.7224559113383293,0.20230722748580834,1.0,1,0.9318256974220276,1,0.9318257,ambiguous,0,enc_longformer_seed0
high5004.txt_q0,0.9689556360244751,0.0358145141933743,1.0,1,0.9998446702957152,1,0.9998447,easy,0,enc_longformer_seed0
high5004.txt_q1,0.6458382457494736,0.319690044687632,0.5,1,0.9942792654037476,1,0.99427927,ambiguous,0,enc_longformer_seed0
high5004.txt_q2,0.3807840645313263,0.10091833935239641,1.0,1,0.5097497701644897,1,0.50974977,middle,0,enc_longformer_seed0
high5060.txt_q0,0.9307386428117752,0.10957310539102331,1.0,1,0.9998772144317628,1,0.9998772,middle,0,enc_longformer_seed0
high5060.txt_q1,0.9610867947340012,0.04451346052253398,1.0,1,0.9999955892562866,1,0.9999956,easy,0,enc_longformer_seed0
high5060.txt_q2,0.2935655862092972,0.04106377243114098,0.25,0,0.3064994812011719,0,0.30649948,hard,0,enc_longformer_seed0
high5086.txt_q0,0.9761562049388885,0.03288072563518329,1.0,1,0.9991618394851683,1,0.99916184,easy,0,enc_longformer_seed0
high5086.txt_q1,0.9921161234378815,0.015240019925969909,1.0,1,0.9999997615814208,1,0.99999976,easy,0,enc_longformer_seed0
high5086.txt_q2,0.4395657069981098,0.1843085872965223,0.5,1,0.5169126987457275,1,0.5169127,ambiguous,0,enc_longformer_seed0
high5102.txt_q0,0.121631120564416,0.13503970440172644,0.0,0,0.0092715295031666,0,0.0092715295,hard,0,enc_longformer_seed0
high5102.txt_q1,0.004640786933578025,0.004332972319339854,0.0,0,1.4301955161499793e-05,0,1.4301955e-05,hard,0,enc_longformer_seed0
high5102.txt_q2,0.9651699066162109,0.034987847512664774,1.0,1,0.9990298748016356,1,0.9990299,easy,0,enc_longformer_seed0
high5102.txt_q3,0.8650353401899338,0.041956686098530795,1.0,1,0.868378758430481,1,0.86837876,middle,0,enc_longformer_seed0
high5123.txt_q0,0.9692178070545197,0.031719904229269645,1.0,1,0.9946162104606628,1,0.9946162,easy,0,enc_longformer_seed0
high5123.txt_q1,0.9674508571624756,0.03638289812892093,1.0,1,0.9997798800468444,1,0.9997799,easy,0,enc_longformer_seed0
high5123.txt_q2,0.0891878459078725,0.12673691797012684,0.0,0,0.0010800141608342,0,0.0010800142,hard,0,enc_longformer_seed0
high5198.txt_q0,0.959615170955658,0.046312225783024484,1.0,1,0.999218225479126,1,0.9992182,easy,0,enc_longformer_seed0
high5198.txt_q1,0.6799299567937851,0.09712491001444759,1.0,1,0.7554123401641846,1,0.75541234,middle,0,enc_longformer_seed0
high5198.txt_q2,0.8524331152439117,0.0959559785547711,1.0,1,0.965800404548645,1,0.9658004,middle,0,enc_longformer_seed0
high5202.txt_q0,0.0417945215158397,0.059374218115180684,0.0,0,0.0009167148382402,0,0.00091671484,hard,0,enc_longformer_seed0
high5202.txt_q1,0.07120364857837552,0.09246099057394948,0.0,0,0.0001278137788176,0,0.00012781378,hard,0,enc_longformer_seed0
high5202.txt_q2,0.5641325041651726,0.2372243742443452,0.75,1,0.8933778405189514,1,0.89337784,ambiguous,0,enc_longformer_seed0
high5202.txt_q3,0.8914491236209869,0.10956961018132474,1.0,1,0.9913821816444396,1,0.9913822,middle,0,enc_longformer_seed0
high5222.txt_q0,0.9632717818021774,0.07012299694406789,1.0,1,0.9999994039535522,1,0.9999994,middle,0,enc_longformer_seed0
high5222.txt_q1,0.897410124540329,0.054866248108305926,1.0,1,0.8838266134262085,1,0.8838266,middle,0,enc_longformer_seed0
high5222.txt_q2,0.9780678898096085,0.033343000768017966,1.0,1,0.9999934434890748,1,0.99999344,easy,0,enc_longformer_seed0
high5246.txt_q0,0.05825481790816407,0.08425072320144623,0.0,0,0.0025191267486661,0,0.0025191267,hard,0,enc_longformer_seed0
high5246.txt_q1,0.6460446566343307,0.26216813880793044,0.75,0,0.2580030560493469,0,0.25800306,ambiguous,0,enc_longformer_seed0
high5246.txt_q2,0.23225896124495188,0.2915199513133476,0.25,0,0.0029158543329685,0,0.0029158543,ambiguous,0,enc_longformer_seed0
high5246.txt_q3,0.9885357767343521,0.021816810800113513,1.0,1,1.0,1,1.0,easy,0,enc_longformer_seed0
high5246.txt_q4,0.994129404425621,0.007169171679497083,1.0,1,0.9999992847442628,1,0.9999993,easy,0,enc_longformer_seed0
high5252.txt_q0,0.9974940270185471,0.004985357466597947,1.0,1,1.0,1,1.0,easy,0,enc_longformer_seed0
high5252.txt_q1,0.06924045094638125,0.0716740935132115,0.0,0,0.0009741861140355,0,0.0009741861,hard,0,enc_longformer_seed0
high5252.txt_q2,0.06228548951912665,0.058771933180893625,0.0,0,0.0007199929095804,0,0.0007199929,hard,0,enc_longformer_seed0
high5252.txt_q3,0.9675240516662598,0.047855109918843244,1.0,1,0.9999865293502808,1,0.9999865,easy,0,enc_longformer_seed0
high5262.txt_q0,0.7691865563392639,0.1564156230322593,1.0,1,0.9473299980163574,1,0.94733,ambiguous,0,enc_longformer_seed0
high5262.txt_q1,0.17710726265795526,0.2151089427461286,0.0,0,0.0072764512151479,0,0.007276451,ambiguous,0,enc_longformer_seed0
high5262.txt_q2,0.024782330496236675,0.017721934430399464,0.0,0,0.0085180876776576,0,0.008518088,hard,0,enc_longformer_seed0
high5262.txt_q3,0.8993461281061172,0.09083448780445562,1.0,1,0.9993083477020264,1,0.99930835,middle,0,enc_longformer_seed0
high5262.txt_q4,0.9143073409795761,0.15580373331308506,1.0,1,0.9999977350234984,1,0.99999774,ambiguous,0,enc_longformer_seed0
high5270.txt_q0,0.2181074153631925,0.15689430028091367,0.25,0,0.1985720098018646,0,0.19857201,ambiguous,0,enc_longformer_seed0
high5270.txt_q1,0.2648808881640434,0.14220474378011486,0.25,1,0.4328092336654663,1,0.43280923,ambiguous,0,enc_longformer_seed0
high5270.txt_q2,0.7984905540943146,0.07164952828654216,1.0,1,0.8772671222686768,1,0.8772671,middle,0,enc_longformer_seed0
high5272.txt_q0,0.8885183185338974,0.13222185092372687,1.0,1,0.9998072981834412,1,0.9998073,middle,0,enc_longformer_seed0
high5272.txt_q1,0.1651432190556079,0.1638555803956374,0.0,0,0.0115829715505242,0,0.011582972,ambiguous,0,enc_longformer_seed0
high5272.txt_q2,0.9953653663396835,0.006968437154457004,1.0,1,0.9999992847442628,1,0.9999993,easy,0,enc_longformer_seed0
high5272.txt_q3,0.32627174258232117,0.1956640768884823,0.25,0,0.0618662238121032,0,0.061866224,ambiguous,0,enc_longformer_seed0
high5285.txt_q0,0.7353342175483704,0.287224244546806,0.75,1,0.9968571662902832,1,0.99685717,ambiguous,0,enc_longformer_seed0
high5285.txt_q1,0.8178902417421341,0.15634262557081663,1.0,1,0.9945205450057985,1,0.99452055,ambiguous,0,enc_longformer_seed0
high5285.txt_q2,0.6971946358680725,0.22904840135748106,1.0,1,0.9797390699386596,1,0.97973907,ambiguous,0,enc_longformer_seed0
high5285.txt_q3,0.9134188592433929,0.10355307312813482,1.0,1,0.9996054768562316,1,0.9996055,middle,0,enc_longformer_seed0
high5299.txt_q0,0.9792415946722031,0.01733286913119513,1.0,1,0.9950182437896729,1,0.99501824,easy,0,enc_longformer_seed0
high5299.txt_q1,0.5818445757031441,0.22698563924075893,0.75,1,0.8735224604606628,1,0.87352246,ambiguous,0,enc_longformer_seed0
high5299.txt_q2,0.5622289068996906,0.3826078090861906,0.5,1,0.8910535573959351,1,0.89105356,ambiguous,0,enc_longformer_seed0
high5300.txt_q0,0.5270870849490166,0.24368575899427533,0.75,1,0.8523819446563721,1,0.85238194,ambiguous,0,enc_longformer_seed0
high5300.txt_q1,0.6439031660556793,0.37008841307604023,0.75,1,0.9922482967376708,1,0.9922483,ambiguous,0,enc_longformer_seed0
high5300.txt_q2,0.9964580088853836,0.006724979327484524,1.0,1,1.0,1,1.0,easy,0,enc_longformer_seed0
high5300.txt_q3,0.8326196148991585,0.2807754439040056,1.0,1,0.9998711347579956,1,0.99987113,ambiguous,0,enc_longformer_seed0
high5302.txt_q0,0.920819103717804,0.1286724028049031,1.0,1,0.9991946816444396,1,0.9991947,middle,0,enc_longformer_seed0
high5302.txt_q1,0.20469643175601954,0.1328435955705279,0.0,0,0.025938406586647,0,0.025938407,hard,0,enc_longformer_seed0
high5302.txt_q2,0.8673926740884781,0.1252595478893147,1.0,1,0.98489248752594,1,0.9848925,middle,0,enc_longformer_seed0
high5308.txt_q0,0.6844315826892853,0.340332866220214,0.75,1,0.9917365908622742,1,0.9917366,ambiguous,0,enc_longformer_seed0
high5308.txt_q1,0.9432267844676971,0.09285215861798155,1.0,1,0.9998946189880372,1,0.9998946,middle,0,enc_longformer_seed0
high5308.txt_q2,0.9875059276819229,0.019954969760330933,1.0,1,0.9999958276748656,1,0.9999958,easy,0,enc_longformer_seed0
high5308.txt_q3,0.8840783387422562,0.18309317568375166,1.0,1,0.9995842576026917,1,0.99958426,ambiguous,0,enc_longformer_seed0
high5361.txt_q0,0.06166148907504972,0.10792812488571799,0.0,0,0.0028181159868836,0,0.002818116,hard,0,enc_longformer_seed0
high5361.txt_q1,0.06417464860714968,0.058735953098911824,0.0,0,0.0030802013352513,0,0.0030802013,hard,0,enc_longformer_seed0
high5361.txt_q2,0.995134249329567,0.006518446587313498,1.0,1,0.9999996423721312,1,0.99999964,easy,0,enc_longformer_seed0
high5381.txt_q0,0.4159708097577095,0.22708418926678575,0.5,1,0.708113431930542,1,0.70811343,ambiguous,0,enc_longformer_seed0
high5381.txt_q1,0.8481297940015793,0.18895823009568788,1.0,1,0.9542328119277954,1,0.9542328,ambiguous,0,enc_longformer_seed0
high5389.txt_q0,0.6541466563940048,0.3456401473263877,0.75,1,0.9824029207229614,1,0.9824029,ambiguous,0,enc_longformer_seed0
high5400.txt_q0,0.9598969370126724,0.07512248608804417,1.0,1,0.9999610185623168,1,0.999961,middle,0,enc_longformer_seed0
high5400.txt_q1,0.9905592948198318,0.009383191154794987,1.0,1,0.9980716109275818,1,0.9980716,easy,0,enc_longformer_seed0
high5400.txt_q2,0.9992944747209549,0.0010519353078188671,1.0,1,1.0,1,1.0,easy,0,enc_longformer_seed0
high5402.txt_q0,0.8859235793352127,0.13013628656342144,1.0,1,0.9996015429496764,1,0.99960154,middle,0,enc_longformer_seed0
high5402.txt_q1,0.8125840425491333,0.2827830971164984,1.0,1,0.9994229078292848,1,0.9994229,ambiguous,0,enc_longformer_seed0
high5418.txt_q0,0.8185696750879288,0.1118962861263494,1.0,1,0.9646009802818298,1,0.964601,middle,0,enc_longformer_seed0
high5418.txt_q1,0.4045337624847889,0.18778974795546766,0.5,0,0.1430909782648086,0,0.14309098,ambiguous,0,enc_longformer_seed0
high5436.txt_q0,0.9901615977287292,0.01107827484596814,1.0,1,0.9999204874038696,1,0.9999205,easy,0,enc_longformer_seed0
high5436.txt_q1,0.9741319566965103,0.04827310477335686,1.0,1,0.9999996423721312,1,0.99999964,middle,0,enc_longformer_seed0
high5436.txt_q2,0.9757985770702362,0.04765230492472531,1.0,1,0.9999991655349731,1,0.99999917,easy,0,enc_longformer_seed0
high5436.txt_q3,0.9943660646677017,0.006783066153277555,1.0,1,0.9999998807907104,1,0.9999999,easy,0,enc_longformer_seed0
high5480.txt_q0,0.9239691942930222,0.08098043771329798,1.0,1,0.989363133907318,1,0.98936313,middle,0,enc_longformer_seed0
high5480.txt_q1,0.934863731265068,0.09879480304617065,1.0,1,0.999573051929474,1,0.99957305,middle,0,enc_longformer_seed0
high5480.txt_q2,0.4723220970481634,0.395532484045384,0.5,1,0.807685136795044,1,0.80768514,ambiguous,0,enc_longformer_seed0
high554.txt_q0,0.9839475452899933,0.02474419929096628,1.0,1,0.9997292160987854,1,0.9997292,easy,0,enc_longformer_seed0
high554.txt_q1,0.8736551254987717,0.12784393154928828,1.0,1,0.9999433755874634,1,0.9999434,middle,0,enc_longformer_seed0
high554.txt_q2,0.8109453767538071,0.3347749793971747,0.75,1,0.9923075437545776,1,0.99230754,ambiguous,0,enc_longformer_seed0
high554.txt_q3,0.9166936576366423,0.1168256609797417,1.0,1,0.997495412826538,1,0.9974954,middle,0,enc_longformer_seed0
high5540.txt_q0,0.9985469728708267,0.0026616696808216852,1.0,1,1.0,1,1.0,easy,0,enc_longformer_seed0
high5540.txt_q1,0.8151563555002213,0.20719069017670094,1.0,1,0.999582588672638,1,0.9995826,ambiguous,0,enc_longformer_seed0
high5540.txt_q2,0.9525183290243149,0.05582648637486027,1.0,1,0.9996243715286256,1,0.9996244,middle,0,enc_longformer_seed0
high5562.txt_q0,0.9786380678415298,0.023707421231636522,1.0,1,0.9999910593032836,1,0.99999106,easy,0,enc_longformer_seed0
high5562.txt_q1,0.4952558632940054,0.3033772688156725,0.75,1,0.7441971302032471,1,0.74419713,ambiguous,0,enc_longformer_seed0
high5562.txt_q2,0.9315977990627289,0.08238278141974895,1.0,1,0.998157799243927,1,0.9981578,middle,0,enc_longformer_seed0
high5574.txt_q0,0.9977787584066391,0.0042139140384803405,1.0,1,1.0,1,1.0,easy,0,enc_longformer_seed0
high5574.txt_q1,0.9744695425033569,0.0449863676693969,1.0,1,0.9999998807907104,1,0.9999999,easy,0,enc_longformer_seed0
high5574.txt_q2,0.9984990507364273,0.0026106224379418485,1.0,1,1.0,1,1.0,easy,0,enc_longformer_seed0
high5625.txt_q0,0.5674841478466988,0.30071645022561083,0.75,1,0.8511210083961487,1,0.851121,ambiguous,0,enc_longformer_seed0
high5625.txt_q1,0.9902171492576599,0.014430751152957865,1.0,1,0.9997541308403016,1,0.99975413,easy,0,enc_longformer_seed0
high5625.txt_q2,0.7992592453956604,0.21272739865546136,1.0,1,0.9958273768424988,1,0.9958274,ambiguous,0,enc_longformer_seed0
high5625.txt_q3,0.3316558450460434,0.06410867049060197,0.0,0,0.3370005190372467,0,0.33700052,hard,0,enc_longformer_seed0
high5653.txt_q0,0.563463069498539,0.24241476644611656,0.75,1,0.5801525712013245,1,0.5801526,ambiguous,0,enc_longformer_seed0
high5653.txt_q1,0.9841210246086121,0.019090948820120978,1.0,1,0.999870777130127,1,0.9998708,easy,0,enc_longformer_seed0
high5653.txt_q2,0.9840421974658966,0.01827336741410946,1.0,1,0.9999985694885254,1,0.99999857,easy,0,enc_longformer_seed0
high5687.txt_q0,0.06726435781456527,0.052866123384551295,0.0,0,0.0094198891893029,0,0.009419889,hard,0,enc_longformer_seed0
high5687.txt_q1,0.11711815017042677,0.157852925756657,0.0,0,0.0028638418298214,0,0.0028638418,ambiguous,0,enc_longformer_seed0
high5687.txt_q2,0.0184828487108461,0.017530013669290818,0.0,0,0.0008173582609742,0,0.00081735826,hard,0,enc_longformer_seed0
high5687.txt_q3,0.10666603929712433,0.12081654204575264,0.0,0,0.0013771209632977,0,0.001377121,hard,0,enc_longformer_seed0
high5687.txt_q4,0.3941983096301555,0.33320155837913157,0.5,0,0.1158622279763221,0,0.11586223,ambiguous,0,enc_longformer_seed0
high5733.txt_q0,0.5529843270778656,0.3147433213164802,0.75,1,0.906704604625702,1,0.9067046,ambiguous,0,enc_longformer_seed0
high5733.txt_q1,0.8747801929712296,0.17877965594853754,1.0,1,0.9969841837882996,1,0.9969842,ambiguous,0,enc_longformer_seed0
high5733.txt_q2,0.01277233590371905,0.00868388786916905,0.0,0,0.005405995529145,0,0.0054059955,hard,0,enc_longformer_seed0
high5733.txt_q3,0.6253919452428818,0.29210095774720357,0.75,1,0.8602706789970398,1,0.8602707,ambiguous,0,enc_longformer_seed0
high5733.txt_q4,0.8714733868837357,0.09219346864073157,1.0,1,0.9991101622581482,1,0.99911016,middle,0,enc_longformer_seed0
high5756.txt_q0,0.8857851475477219,0.10647888213125953,1.0,1,0.998327910900116,1,0.9983279,middle,0,enc_longformer_seed0
high5780.txt_q0,0.0015748056541795177,0.002237131685913495,0.0,0,1.210292168707383e-07,0,1.2102922e-07,hard,0,enc_longformer_seed0
high5780.txt_q1,0.824999988079071,0.2503608351701188,1.0,1,0.9999690055847168,1,0.999969,ambiguous,0,enc_longformer_seed0
high5780.txt_q2,0.16642138734459871,0.05840310599806458,0.0,0,0.1400366127490997,0,0.14003661,hard,0,enc_longformer_seed0
high5780.txt_q3,0.03381443937360014,0.05577209488929948,0.0,0,4.812422412214801e-05,0,4.8124224e-05,hard,0,enc_longformer_seed0
high5784.txt_q0,0.7481140494346619,0.14751594802404605,1.0,1,0.9194599986076356,1,0.91946,ambiguous,0,enc_longformer_seed0
high5784.txt_q1,0.8542418777942657,0.0636883357391465,1.0,1,0.90754497051239,1,0.907545,middle,0,enc_longformer_seed0
high5784.txt_q2,0.4874107986688614,0.22766300146189208,0.75,1,0.6904391050338745,1,0.6904391,ambiguous,0,enc_longformer_seed0
high5784.txt_q3,0.5433587431907654,0.11530641523862774,1.0,1,0.5748971104621887,1,0.5748971,middle,0,enc_longformer_seed0
high5791.txt_q0,0.17729064403101796,0.19233110625206817,0.25,0,0.019794201478362,0,0.019794201,ambiguous,0,enc_longformer_seed0
high5791.txt_q1,0.8429207056760788,0.15156279650555457,1.0,1,0.9914094805717468,1,0.9914095,ambiguous,0,enc_longformer_seed0
high5791.txt_q2,0.6165107786655426,0.1724919833261779,1.0,1,0.8546955585479736,1,0.85469556,ambiguous,0,enc_longformer_seed0
high5804.txt_q0,0.5616228803992271,0.24170655439157376,0.75,1,0.8009967803955078,1,0.8009968,ambiguous,0,enc_longformer_seed0
high5804.txt_q1,0.985294908285141,0.017676330854916322,1.0,1,0.999600350856781,1,0.99960035,easy,0,enc_longformer_seed0
high5804.txt_q2,0.08703838550718494,0.09778640091501538,0.0,0,0.000439561670646,0,0.00043956167,hard,0,enc_longformer_seed0
high5808.txt_q0,0.5829790681600571,0.33130349576669826,0.5,1,0.9966328740119934,1,0.9966329,ambiguous,0,enc_longformer_seed0
high5808.txt_q1,0.985809326171875,0.016174555606411012,1.0,1,0.9999727010726928,1,0.9999727,easy,0,enc_longformer_seed0
high5808.txt_q2,0.1550891818478703,0.09935983653531019,0.0,0,0.0522202886641025,0,0.05222029,hard,0,enc_longformer_seed0
high5837.txt_q0,0.963045746088028,0.06851306787495623,1.0,1,0.9999994039535522,1,0.9999994,middle,0,enc_longformer_seed0
high5837.txt_q1,0.8669321686029434,0.24795948478084676,1.0,1,0.999766170978546,1,0.9997662,ambiguous,0,enc_longformer_seed0
high5837.txt_q2,0.9200665056705475,0.0772252970785303,1.0,1,0.9970411658287048,1,0.99704117,middle,0,enc_longformer_seed0
high5837.txt_q3,0.9025997966527939,0.1489363306666882,1.0,1,0.9998972415924072,1,0.99989724,ambiguous,0,enc_longformer_seed0
high5870.txt_q0,0.13915912609081713,0.1197623068800858,0.0,0,0.0053037102334201,0,0.0053037102,hard,0,enc_longformer_seed0
high5870.txt_q1,0.9918941110372543,0.005719253141708813,1.0,1,0.999997854232788,1,0.99999785,easy,0,enc_longformer_seed0
high5870.txt_q2,0.9697796255350113,0.033508177804895935,1.0,1,0.9985352754592896,1,0.9985353,easy,0,enc_longformer_seed0
high5874.txt_q0,0.3699767962098121,0.18551254230491224,0.25,1,0.6479990482330322,1,0.64799905,ambiguous,0,enc_longformer_seed0
high5874.txt_q1,0.5074202120304108,0.28330624272530097,0.5,1,0.920942485332489,1,0.9209425,ambiguous,0,enc_longformer_seed0
high5874.txt_q2,0.9989171922206879,0.002012164538370395,1.0,1,0.9999997615814208,1,0.99999976,easy,0,enc_longformer_seed0
high5874.txt_q3,0.3577661775052547,0.11131005986808798,0.5,1,0.4226104617118835,1,0.42261046,middle,0,enc_longformer_seed0
high5887.txt_q0,0.8853551745414734,0.1917260973437416,1.0,1,0.9999104738235474,1,0.9999105,ambiguous,0,enc_longformer_seed0
high5887.txt_q1,0.915215477347374,0.13361917360912223,1.0,1,0.9999581575393676,1,0.99995816,middle,0,enc_longformer_seed0
high5887.txt_q2,0.5165451839566231,0.18712341245465813,0.5,1,0.584204912185669,1,0.5842049,ambiguous,0,enc_longformer_seed0
high5887.txt_q3,0.9722657948732376,0.03855350382766977,1.0,1,0.9996132254600524,1,0.9996132,easy,0,enc_longformer_seed0
high5941.txt_q0,0.8655288368463516,0.15923837792477571,1.0,1,0.994958996772766,1,0.994959,ambiguous,0,enc_longformer_seed0
high5941.txt_q1,0.36105632036924357,0.1324043469828187,0.25,0,0.4663864970207214,0,0.4663865,hard,0,enc_longformer_seed0
high5941.txt_q2,0.36016807332634926,0.19002366786881308,0.25,0,0.339499831199646,0,0.33949983,ambiguous,0,enc_longformer_seed0
high5941.txt_q3,0.2700091376900673,0.10154913998377647,0.0,0,0.205993190407753,0,0.20599319,hard,0,enc_longformer_seed0
high597.txt_q0,0.6109624356031418,0.16604863464317174,1.0,1,0.7386112809181213,1,0.7386113,ambiguous,0,enc_longformer_seed0
high597.txt_q1,0.1490217084065079,0.1207433738521056,0.0,0,0.0423584766685962,0,0.042358477,hard,0,enc_longformer_seed0
high597.txt_q2,0.9526919424533844,0.09086089513393851,1.0,1,0.9999223947525024,1,0.9999224,middle,0,enc_longformer_seed0
high598.txt_q0,0.7447045147418976,0.21361416544592537,1.0,1,0.8024812936782837,1,0.8024813,ambiguous,0,enc_longformer_seed0
high598.txt_q1,0.32880599237978453,0.29061225130496,0.25,1,0.7533064484596252,1,0.75330645,ambiguous,0,enc_longformer_seed0
high598.txt_q2,0.8989586383104324,0.14521925768094437,1.0,1,0.9970479607582092,1,0.99704796,ambiguous,0,enc_longformer_seed0
high598.txt_q3,0.3142915740609169,0.03624658094864518,1.0,1,0.3447006046772003,1,0.3447006,middle,0,enc_longformer_seed0
high6008.txt_q0,0.7585870772600174,0.2505767168303398,0.75,1,0.942212462425232,1,0.94221246,ambiguous,0,enc_longformer_seed0
high6008.txt_q1,0.9224010705947876,0.09654765180536012,1.0,1,0.999506950378418,1,0.99950695,middle,0,enc_longformer_seed0
high6008.txt_q2,0.9599529951810837,0.06547476170307272,1.0,1,0.9999078512191772,1,0.99990785,middle,0,enc_longformer_seed0
high6008.txt_q3,0.8534683585166931,0.19619430520114073,1.0,1,0.9949331879615784,1,0.9949332,ambiguous,0,enc_longformer_seed0
high6008.txt_q4,0.1826630691066384,0.15211321742094247,0.0,0,0.3076115846633911,0,0.30761158,ambiguous,0,enc_longformer_seed0
high6009.txt_q0,0.9874826073646545,0.014557235909456425,1.0,1,0.9999889135360718,1,0.9999889,easy,0,enc_longformer_seed0
high6009.txt_q1,0.9959156066179276,0.00596453232424782,1.0,1,1.0,1,1.0,easy,0,enc_longformer_seed0
high6009.txt_q2,0.7698151171207428,0.1444120028320509,1.0,1,0.8779438138008118,1,0.8779438,ambiguous,0,enc_longformer_seed0
