question_id,state
high17182.txt_q4,A_three_valid_all_same
high17193.txt_q0,A_three_valid_all_same
high17193.txt_q1,A_three_valid_all_same
high17193.txt_q2,B_three_valid_exactly_two_same
high17211.txt_q0,A_three_valid_all_same
high17211.txt_q1,A_three_valid_all_same
high17211.txt_q2,A_three_valid_all_same
high17211.txt_q3,A_three_valid_all_same
high17238.txt_q0,A_three_valid_all_same
high17238.txt_q1,A_three_valid_all_same
high17238.txt_q2,A_three_valid_all_same
high17238.txt_q3,A_three_valid_all_same
high17238.txt_q4,A_three_valid_all_same
high17265.txt_q0,A_three_valid_all_same
high17265.txt_q1,A_three_valid_all_same
high17265.txt_q2,A_three_valid_all_same
high17265.txt_q3,A_three_valid_all_same
high17269.txt_q0,A_three_valid_all_same
high17269.txt_q1,A_three_valid_all_same
high17269.txt_q2,A_three_valid_all_same
high17269.txt_q3,A_three_valid_all_same
high1727.txt_q0,A_three_valid_all_same
high1727.txt_q1,A_three_valid_all_same
high1727.txt_q2,A_three_valid_all_same
high1729.txt_q0,A_three_valid_all_same
high1729.txt_q1,A_three_valid_all_same
high1729.txt_q2,A_three_valid_all_same
high17296.txt_q0,A_three_valid_all_same
high17296.txt_q1,A_three_valid_all_same
high17296.txt_q2,A_three_valid_all_same
high17296.txt_q3,A_three_valid_all_same
high17311.txt_q0,A_three_valid_all_same
high17311.txt_q1,A_three_valid_all_same
high17311.txt_q2,A_three_valid_all_same
high17317.txt_q0,A_three_valid_all_same
high17317.txt_q1,A_three_valid_all_same
high17317.txt_q2,A_three_valid_all_same
high17317.txt_q3,A_three_valid_all_same
high1735.txt_q0,A_three_valid_all_same
high1735.txt_q1,A_three_valid_all_same
high1735.txt_q2,A_three_valid_all_same
high1735.txt_q3,A_three_valid_all_same
high17377.txt_q0,A_three_valid_all_same
high17377.txt_q1,A_three_valid_all_same
high17377.txt_q2,A_three_valid_all_same
high17377.txt_q3,A_three_valid_all_same
high17417.txt_q0,A_three_valid_all_same
high17417.txt_q1,A_three_valid_all_same
high17417.txt_q2,A_three_valid_all_same
high17431.txt_q0,A_three_valid_all_same
high17431.txt_q1,A_three_valid_all_same
high17431.txt_q2,A_three_valid_all_same
high17442.txt_q0,A_three_valid_all_same
high17442.txt_q1,A_three_valid_all_same
high17442.txt_q2,A_three_valid_all_same
high17442.txt_q3,B_three_valid_exactly_two_same
high17467.txt_q0,A_three_valid_all_same
high17467.txt_q1,A_three_valid_all_same
high17467.txt_q2,B_three_valid_exactly_two_same
high17504.txt_q0,A_three_valid_all_same
high17504.txt_q1,A_three_valid_all_same
high17504.txt_q2,A_three_valid_all_same
high17547.txt_q0,A_three_valid_all_same
high17547.txt_q1,B_three_valid_exactly_two_same
high17547.txt_q2,B_three_valid_exactly_two_same
high17568.txt_q0,A_three_valid_all_same
high17568.txt_q1,A_three_valid_all_same
high17568.txt_q2,A_three_valid_all_same
high17588.txt_q0,A_three_valid_all_same
high17588.txt_q1,A_three_valid_all_same
high17588.txt_q2,A_three_valid_all_same
high17619.txt_q0,A_three_valid_all_same
high17619.txt_q1,A_three_valid_all_same
high17619.txt_q2,A_three_valid_all_same
high17627.txt_q0,A_three_valid_all_same
high17627.txt_q1,A_three_valid_all_same
high17627.txt_q2,A_three_valid_all_same
high17627.txt_q3,A_three_valid_all_same
high17664.txt_q0,A_three_valid_all_same
high17664.txt_q1,A_three_valid_all_same
high17664.txt_q2,C_three_valid_all_different
high17664.txt_q3,B_three_valid_exactly_two_same
high17687.txt_q0,A_three_valid_all_same
high17687.txt_q1,A_three_valid_all_same
high17687.txt_q2,A_three_valid_all_same
high17704.txt_q0,A_three_valid_all_same
high17704.txt_q1,A_three_valid_all_same
high17704.txt_q2,A_three_valid_all_same
high17704.txt_q3,A_three_valid_all_same
high17704.txt_q4,A_three_valid_all_same
high17712.txt_q0,A_three_valid_all_same
high17755.txt_q0,A_three_valid_all_same
high17755.txt_q1,A_three_valid_all_same
high17755.txt_q2,A_three_valid_all_same
high17755.txt_q3,A_three_valid_all_same
high17764.txt_q0,A_three_valid_all_same
high17764.txt_q1,A_three_valid_all_same
high17764.txt_q2,A_three_valid_all_same
high17771.txt_q0,A_three_valid_all_same
high17771.txt_q1,A_three_valid_all_same
high17778.txt_q0,A_three_valid_all_same
high17778.txt_q1,A_three_valid_all_same
high17778.txt_q2,A_three_valid_all_same
high17778.txt_q3,A_three_valid_all_same
high17805.txt_q0,A_three_valid_all_same
high17805.txt_q1,A_three_valid_all_same
high17810.txt_q0,A_three_valid_all_same
high17810.txt_q1,A_three_valid_all_same
high17810.txt_q2,A_three_valid_all_same
high17810.txt_q3,A_three_valid_all_same
high17840.txt_q0,A_three_valid_all_same
high17840.txt_q1,A_three_valid_all_same
high17854.txt_q0,A_three_valid_all_same
high17854.txt_q1,A_three_valid_all_same
high17854.txt_q2,A_three_valid_all_same
high17854.txt_q3,A_three_valid_all_same
high17860.txt_q0,A_three_valid_all_same
high17860.txt_q1,A_three_valid_all_same
high17860.txt_q2,A_three_valid_all_same
high17860.txt_q3,B_three_valid_exactly_two_same
high17862.txt_q0,A_three_valid_all_same
high17862.txt_q1,A_three_valid_all_same
high17862.txt_q2,A_three_valid_all_same
high17862.txt_q3,A_three_valid_all_same
high17929.txt_q0,A_three_valid_all_same
high17929.txt_q1,A_three_valid_all_same
high17933.txt_q0,A_three_valid_all_same
high17933.txt_q1,A_three_valid_all_same
high17933.txt_q2,A_three_valid_all_same
high17933.txt_q3,A_three_valid_all_same
high17948.txt_q0,A_three_valid_all_same
high17948.txt_q1,A_three_valid_all_same
high17995.txt_q0,A_three_valid_all_same
high17995.txt_q1,A_three_valid_all_same
high17995.txt_q2,A_three_valid_all_same
high17995.txt_q3,A_three_valid_all_same
high18012.txt_q0,A_three_valid_all_same
high18012.txt_q1,A_three_valid_all_same
high18012.txt_q2,A_three_valid_all_same
high18013.txt_q0,A_three_valid_all_same
high18013.txt_q1,A_three_valid_all_same
high18013.txt_q2,A_three_valid_all_same
high18013.txt_q3,A_three_valid_all_same
high18046.txt_q0,A_three_valid_all_same
high18046.txt_q1,A_three_valid_all_same
high18046.txt_q2,B_three_valid_exactly_two_same
high18046.txt_q3,A_three_valid_all_same
high18056.txt_q0,A_three_valid_all_same
high18056.txt_q1,B_three_valid_exactly_two_same
high18056.txt_q2,A_three_valid_all_same
high18056.txt_q3,A_three_valid_all_same
high18060.txt_q0,A_three_valid_all_same
high18060.txt_q1,A_three_valid_all_same
high18060.txt_q2,A_three_valid_all_same
high18060.txt_q3,A_three_valid_all_same
high18060.txt_q4,A_three_valid_all_same
high18107.txt_q0,A_three_valid_all_same
high18107.txt_q1,A_three_valid_all_same
high18107.txt_q2,A_three_valid_all_same
high18156.txt_q0,A_three_valid_all_same
high18156.txt_q1,A_three_valid_all_same
high18156.txt_q2,A_three_valid_all_same
high18156.txt_q3,A_three_valid_all_same
high18156.txt_q4,A_three_valid_all_same
high18178.txt_q0,A_three_valid_all_same
high18178.txt_q1,A_three_valid_all_same
high18178.txt_q2,A_three_valid_all_same
high18178.txt_q3,A_three_valid_all_same
high18178.txt_q4,A_three_valid_all_same
high18210.txt_q0,B_three_valid_exactly_two_same
high18210.txt_q1,A_three_valid_all_same
high18210.txt_q2,C_three_valid_all_different
high18262.txt_q0,A_three_valid_all_same
high18262.txt_q1,A_three_valid_all_same
high18262.txt_q2,A_three_valid_all_same
high18262.txt_q3,A_three_valid_all_same
high18288.txt_q0,A_three_valid_all_same
high18288.txt_q1,A_three_valid_all_same
high18288.txt_q2,A_three_valid_all_same
high18298.txt_q0,A_three_valid_all_same
high18298.txt_q1,A_three_valid_all_same
high18298.txt_q2,A_three_valid_all_same
high18298.txt_q3,A_three_valid_all_same
high1833.txt_q0,A_three_valid_all_same
high1833.txt_q1,A_three_valid_all_same
high1833.txt_q2,A_three_valid_all_same
high1833.txt_q3,A_three_valid_all_same
high18335.txt_q0,A_three_valid_all_same
high18335.txt_q1,A_three_valid_all_same
high18335.txt_q2,B_three_valid_exactly_two_same
high18335.txt_q3,A_three_valid_all_same
high1834.txt_q0,A_three_valid_all_same
high1834.txt_q1,A_three_valid_all_same
high1834.txt_q2,A_three_valid_all_same
high18361.txt_q0,B_three_valid_exactly_two_same
high18361.txt_q1,B_three_valid_exactly_two_same
high18361.txt_q2,A_three_valid_all_same
high18361.txt_q3,A_three_valid_all_same
high18392.txt_q0,A_three_valid_all_same
high18392.txt_q1,A_three_valid_all_same
high18392.txt_q2,A_three_valid_all_same
high18414.txt_q0,A_three_valid_all_same
high18414.txt_q1,A_three_valid_all_same
high18414.txt_q2,B_three_valid_exactly_two_same
high18419.txt_q0,A_three_valid_all_same
high18419.txt_q1,A_three_valid_all_same
high18419.txt_q2,A_three_valid_all_same
high18433.txt_q0,A_three_valid_all_same
high18465.txt_q0,A_three_valid_all_same
high18465.txt_q1,A_three_valid_all_same
high18465.txt_q2,A_three_valid_all_same
high18465.txt_q3,A_three_valid_all_same
high18503.txt_q0,A_three_valid_all_same
high18503.txt_q1,A_three_valid_all_same
high18503.txt_q2,A_three_valid_all_same
high18542.txt_q0,A_three_valid_all_same
high18542.txt_q1,A_three_valid_all_same
high18542.txt_q2,A_three_valid_all_same
high18542.txt_q3,A_three_valid_all_same
high18555.txt_q0,A_three_valid_all_same
high18555.txt_q1,A_three_valid_all_same
high18555.txt_q2,A_three_valid_all_same
high18555.txt_q3,B_three_valid_exactly_two_same
high18555.txt_q4,A_three_valid_all_same
high18574.txt_q0,A_three_valid_all_same
high18574.txt_q1,A_three_valid_all_same
high18574.txt_q2,A_three_valid_all_same
high18574.txt_q3,A_three_valid_all_same
high18615.txt_q0,A_three_valid_all_same
high18615.txt_q1,A_three_valid_all_same
high18615.txt_q2,B_three_valid_exactly_two_same
high18617.txt_q0,A_three_valid_all_same
high18617.txt_q1,A_three_valid_all_same
high18617.txt_q2,A_three_valid_all_same
high18639.txt_q0,A_three_valid_all_same
high18639.txt_q1,A_three_valid_all_same
high18639.txt_q2,A_three_valid_all_same
high18639.txt_q3,A_three_valid_all_same
high18644.txt_q0,A_three_valid_all_same
high18644.txt_q1,A_three_valid_all_same
high18644.txt_q2,A_three_valid_all_same
high18654.txt_q0,A_three_valid_all_same
high18654.txt_q1,A_three_valid_all_same
high18654.txt_q2,A_three_valid_all_same
high18660.txt_q0,A_three_valid_all_same
high18660.txt_q1,A_three_valid_all_same
high18660.txt_q2,A_three_valid_all_same
high18665.txt_q0,A_three_valid_all_same
high18665.txt_q1,A_three_valid_all_same
high18665.txt_q2,A_three_valid_all_same
high18674.txt_q0,A_three_valid_all_same
high18674.txt_q1,A_three_valid_all_same
high18674.txt_q2,A_three_valid_all_same
high18699.txt_q0,A_three_valid_all_same
high18699.txt_q1,A_three_valid_all_same
high18699.txt_q2,A_three_valid_all_same
high18699.txt_q3,A_three_valid_all_same
high18711.txt_q0,A_three_valid_all_same
high18711.txt_q1,B_three_valid_exactly_two_same
high18718.txt_q0,A_three_valid_all_same
high18718.txt_q1,A_three_valid_all_same
high18718.txt_q2,A_three_valid_all_same
high18736.txt_q0,A_three_valid_all_same
high18736.txt_q1,B_three_valid_exactly_two_same
high18736.txt_q2,A_three_valid_all_same
high18745.txt_q0,A_three_valid_all_same
high18745.txt_q1,A_three_valid_all_same
high18745.txt_q2,A_three_valid_all_same
high18756.txt_q0,A_three_valid_all_same
high18756.txt_q1,B_three_valid_exactly_two_same
high18756.txt_q2,A_three_valid_all_same
high18758.txt_q0,A_three_valid_all_same
high18758.txt_q1,A_three_valid_all_same
high18758.txt_q2,A_three_valid_all_same
high18758.txt_q3,B_three_valid_exactly_two_same
high18763.txt_q0,A_three_valid_all_same
high18763.txt_q1,A_three_valid_all_same
high18763.txt_q2,A_three_valid_all_same
high18782.txt_q0,A_three_valid_all_same
high18782.txt_q1,A_three_valid_all_same
high18782.txt_q2,A_three_valid_all_same
high18782.txt_q3,A_three_valid_all_same
high18798.txt_q0,A_three_valid_all_same
high18798.txt_q1,A_three_valid_all_same
high18798.txt_q2,A_three_valid_all_same
high18810.txt_q0,A_three_valid_all_same
high18813.txt_q0,A_three_valid_all_same
high18813.txt_q1,B_three_valid_exactly_two_same
high18813.txt_q2,A_three_valid_all_same
high18823.txt_q0,A_three_valid_all_same
high18823.txt_q1,A_three_valid_all_same
high18823.txt_q2,A_three_valid_all_same
high18823.txt_q3,A_three_valid_all_same
high18845.txt_q0,A_three_valid_all_same
high18845.txt_q1,A_three_valid_all_same
high18845.txt_q2,A_three_valid_all_same
high18845.txt_q3,A_three_valid_all_same
high18847.txt_q0,A_three_valid_all_same
high18847.txt_q1,A_three_valid_all_same
high18847.txt_q2,A_three_valid_all_same
high1885.txt_q0,A_three_valid_all_same
high1885.txt_q1,A_three_valid_all_same
high1885.txt_q2,A_three_valid_all_same
high18865.txt_q0,A_three_valid_all_same
high18865.txt_q1,A_three_valid_all_same
high18867.txt_q0,A_three_valid_all_same
high18867.txt_q1,A_three_valid_all_same
high18867.txt_q2,A_three_valid_all_same
high18890.txt_q0,A_three_valid_all_same
high18890.txt_q1,A_three_valid_all_same
high18890.txt_q2,A_three_valid_all_same
high18892.txt_q0,A_three_valid_all_same
high18892.txt_q1,A_three_valid_all_same
high18892.txt_q2,A_three_valid_all_same
high18894.txt_q0,A_three_valid_all_same
high18894.txt_q1,A_three_valid_all_same
high18894.txt_q2,A_three_valid_all_same
high18939.txt_q0,A_three_valid_all_same
high18939.txt_q1,A_three_valid_all_same
high18953.txt_q0,A_three_valid_all_same
high18953.txt_q1,A_three_valid_all_same
high18971.txt_q0,A_three_valid_all_same
high18971.txt_q1,A_three_valid_all_same
high18971.txt_q2,A_three_valid_all_same
high18971.txt_q3,A_three_valid_all_same
high18972.txt_q0,A_three_valid_all_same
high18972.txt_q1,A_three_valid_all_same
high18973.txt_q0,A_three_valid_all_same
high18973.txt_q1,A_three_valid_all_same
high18973.txt_q2,A_three_valid_all_same
high1898.txt_q0,A_three_valid_all_same
high1898.txt_q1,A_three_valid_all_same
high1898.txt_q2,A_three_valid_all_same
high1898.txt_q3,A_three_valid_all_same
high18999.txt_q0,A_three_valid_all_same
high18999.txt_q1,A_three_valid_all_same
high18999.txt_q2,A_three_valid_all_same
high18999.txt_q3,A_three_valid_all_same
high19003.txt_q0,A_three_valid_all_same
high19003.txt_q1,A_three_valid_all_same
high19003.txt_q2,A_three_valid_all_same
high19003.txt_q3,A_three_valid_all_same
high19010.txt_q0,A_three_valid_all_same
high19010.txt_q1,A_three_valid_all_same
high19010.txt_q2,A_three_valid_all_same
high19018.txt_q0,A_three_valid_all_same
high19018.txt_q1,A_three_valid_all_same
high19018.txt_q2,A_three_valid_all_same
high19018.txt_q3,A_three_valid_all_same
high19032.txt_q0,B_three_valid_exactly_two_same
high19032.txt_q1,A_three_valid_all_same
high19032.txt_q2,A_three_valid_all_same
high19091.txt_q0,A_three_valid_all_same
high19091.txt_q1,A_three_valid_all_same
high19091.txt_q2,A_three_valid_all_same
high19096.txt_q0,A_three_valid_all_same
high19103.txt_q0,A_three_valid_all_same
high19103.txt_q1,A_three_valid_all_same
high19103.txt_q2,A_three_valid_all_same
high19103.txt_q3,A_three_valid_all_same
high19160.txt_q0,A_three_valid_all_same
high19160.txt_q1,A_three_valid_all_same
high19160.txt_q2,A_three_valid_all_same
high19183.txt_q0,A_three_valid_all_same
high19183.txt_q1,A_three_valid_all_same
high19183.txt_q2,A_three_valid_all_same
high19183.txt_q3,A_three_valid_all_same
high19195.txt_q0,A_three_valid_all_same
high19195.txt_q1,A_three_valid_all_same
high19195.txt_q2,A_three_valid_all_same
high19201.txt_q0,A_three_valid_all_same
high19201.txt_q1,A_three_valid_all_same
high19201.txt_q2,A_three_valid_all_same
high19201.txt_q3,A_three_valid_all_same
high19201.txt_q4,A_three_valid_all_same
high19218.txt_q0,A_three_valid_all_same
high19218.txt_q1,A_three_valid_all_same
high19218.txt_q2,A_three_valid_all_same
high19218.txt_q3,A_three_valid_all_same
high19235.txt_q0,A_three_valid_all_same
high19235.txt_q1,B_three_valid_exactly_two_same
high19235.txt_q2,A_three_valid_all_same
high19235.txt_q3,B_three_valid_exactly_two_same
high19243.txt_q0,A_three_valid_all_same
high19243.txt_q1,A_three_valid_all_same
high19243.txt_q2,A_three_valid_all_same
high19244.txt_q0,A_three_valid_all_same
high19244.txt_q1,A_three_valid_all_same
high19244.txt_q2,A_three_valid_all_same
high19279.txt_q0,A_three_valid_all_same
high19279.txt_q1,A_three_valid_all_same
high19279.txt_q2,A_three_valid_all_same
high19286.txt_q0,A_three_valid_all_same
high19286.txt_q1,B_three_valid_exactly_two_same
high19286.txt_q2,A_three_valid_all_same
high19295.txt_q0,A_three_valid_all_same
high19295.txt_q1,A_three_valid_all_same
high19295.txt_q2,A_three_valid_all_same
high19295.txt_q3,A_three_valid_all_same
high19295.txt_q4,A_three_valid_all_same
high19331.txt_q0,A_three_valid_all_same
high19331.txt_q1,A_three_valid_all_same
high19331.txt_q2,A_three_valid_all_same
high19332.txt_q0,A_three_valid_all_same
high19332.txt_q1,A_three_valid_all_same
high19332.txt_q2,A_three_valid_all_same
high19332.txt_q3,A_three_valid_all_same
high19344.txt_q0,A_three_valid_all_same
high19344.txt_q1,B_three_valid_exactly_two_same
high19344.txt_q2,A_three_valid_all_same
high19349.txt_q0,A_three_valid_all_same
high19349.txt_q1,A_three_valid_all_same
high19349.txt_q2,A_three_valid_all_same
high19349.txt_q3,A_three_valid_all_same
high19376.txt_q0,A_three_valid_all_same
high19403.txt_q0,A_three_valid_all_same
high19403.txt_q1,A_three_valid_all_same
high19424.txt_q0,A_three_valid_all_same
high19440.txt_q0,A_three_valid_all_same
high19440.txt_q1,A_three_valid_all_same
high19457.txt_q0,A_three_valid_all_same
high19457.txt_q1,A_three_valid_all_same
high19457.txt_q2,A_three_valid_all_same
high19457.txt_q3,A_three_valid_all_same
high1951.txt_q0,A_three_valid_all_same
high1951.txt_q1,A_three_valid_all_same
high1951.txt_q2,A_three_valid_all_same
high19511.txt_q0,A_three_valid_all_same
high19511.txt_q1,A_three_valid_all_same
high19511.txt_q2,A_three_valid_all_same
high19544.txt_q0,A_three_valid_all_same
high19544.txt_q1,A_three_valid_all_same
high19544.txt_q2,A_three_valid_all_same
high19572.txt_q0,A_three_valid_all_same
high19572.txt_q1,A_three_valid_all_same
high19572.txt_q2,A_three_valid_all_same
high19572.txt_q3,A_three_valid_all_same
high19613.txt_q0,A_three_valid_all_same
high19613.txt_q1,A_three_valid_all_same
high19613.txt_q2,A_three_valid_all_same
high19613.txt_q3,A_three_valid_all_same
high19651.txt_q0,A_three_valid_all_same
high19651.txt_q1,C_three_valid_all_different
high19651.txt_q2,A_three_valid_all_same
high19692.txt_q0,A_three_valid_all_same
high19692.txt_q1,A_three_valid_all_same
high19692.txt_q2,A_three_valid_all_same
high19751.txt_q0,A_three_valid_all_same
high19751.txt_q1,A_three_valid_all_same
high19751.txt_q2,A_three_valid_all_same
high19763.txt_q0,A_three_valid_all_same
high19763.txt_q1,A_three_valid_all_same
high19763.txt_q2,A_three_valid_all_same
high19778.txt_q0,A_three_valid_all_same
high19778.txt_q1,A_three_valid_all_same
high19789.txt_q0,A_three_valid_all_same
high19789.txt_q1,A_three_valid_all_same
high19789.txt_q2,A_three_valid_all_same
high19789.txt_q3,A_three_valid_all_same
high19814.txt_q0,A_three_valid_all_same
high19814.txt_q1,A_three_valid_all_same
high19814.txt_q2,B_three_valid_exactly_two_same
high19814.txt_q3,A_three_valid_all_same
high19814.txt_q4,A_three_valid_all_same
high19831.txt_q0,A_three_valid_all_same
high19831.txt_q1,A_three_valid_all_same
high19831.txt_q2,A_three_valid_all_same
high19831.txt_q3,A_three_valid_all_same
high19840.txt_q0,B_three_valid_exactly_two_same
high19840.txt_q1,A_three_valid_all_same
high19840.txt_q2,A_three_valid_all_same
high19855.txt_q0,A_three_valid_all_same
high19855.txt_q1,A_three_valid_all_same
high19855.txt_q2,A_three_valid_all_same
high19855.txt_q3,A_three_valid_all_same
high19902.txt_q0,A_three_valid_all_same
high19902.txt_q1,A_three_valid_all_same
high19902.txt_q2,A_three_valid_all_same
high19902.txt_q3,A_three_valid_all_same
high19906.txt_q0,A_three_valid_all_same
high19906.txt_q1,A_three_valid_all_same
high19906.txt_q2,A_three_valid_all_same
high19911.txt_q0,A_three_valid_all_same
high19911.txt_q1,A_three_valid_all_same
high19911.txt_q2,A_three_valid_all_same
high19926.txt_q0,B_three_valid_exactly_two_same
high19980.txt_q0,A_three_valid_all_same
high19980.txt_q1,A_three_valid_all_same
high19980.txt_q2,A_three_valid_all_same
high19980.txt_q3,A_three_valid_all_same
high19991.txt_q0,B_three_valid_exactly_two_same
high19991.txt_q1,A_three_valid_all_same
high19991.txt_q2,A_three_valid_all_same
high19991.txt_q3,A_three_valid_all_same
high19991.txt_q4,A_three_valid_all_same
high19992.txt_q0,A_three_valid_all_same
high19992.txt_q1,A_three_valid_all_same
high19992.txt_q2,A_three_valid_all_same
high19992.txt_q3,A_three_valid_all_same
high2000.txt_q0,A_three_valid_all_same
high2000.txt_q1,B_three_valid_exactly_two_same
high2000.txt_q2,A_three_valid_all_same
high20006.txt_q0,A_three_valid_all_same
high20006.txt_q1,A_three_valid_all_same
high20006.txt_q2,A_three_valid_all_same
high20006.txt_q3,A_three_valid_all_same
high20008.txt_q0,A_three_valid_all_same
high20008.txt_q1,A_three_valid_all_same
high20008.txt_q2,A_three_valid_all_same
high20008.txt_q3,A_three_valid_all_same
high20008.txt_q4,A_three_valid_all_same
high20135.txt_q0,B_three_valid_exactly_two_same
high20135.txt_q1,A_three_valid_all_same
high20182.txt_q0,A_three_valid_all_same
high20182.txt_q1,A_three_valid_all_same
high20182.txt_q2,A_three_valid_all_same
high202.txt_q0,A_three_valid_all_same
high202.txt_q1,A_three_valid_all_same
high202.txt_q2,A_three_valid_all_same
high202.txt_q3,B_three_valid_exactly_two_same
high20202.txt_q0,B_three_valid_exactly_two_same
high20202.txt_q1,A_three_valid_all_same
high20202.txt_q2,B_three_valid_exactly_two_same
high20209.txt_q0,B_three_valid_exactly_two_same
high20209.txt_q1,B_three_valid_exactly_two_same
high20209.txt_q2,A_three_valid_all_same
high20209.txt_q3,A_three_valid_all_same
high20219.txt_q0,A_three_valid_all_same
high20219.txt_q1,B_three_valid_exactly_two_same
high20219.txt_q2,B_three_valid_exactly_two_same
high20219.txt_q3,A_three_valid_all_same
high20234.txt_q0,A_three_valid_all_same
high20234.txt_q1,A_three_valid_all_same
high20288.txt_q0,A_three_valid_all_same
high20288.txt_q1,A_three_valid_all_same
high20301.txt_q0,A_three_valid_all_same
high20301.txt_q1,A_three_valid_all_same
high20301.txt_q2,A_three_valid_all_same
high20301.txt_q3,A_three_valid_all_same
high20302.txt_q0,A_three_valid_all_same
high20302.txt_q1,A_three_valid_all_same
high20302.txt_q2,A_three_valid_all_same
high20302.txt_q3,A_three_valid_all_same
high20319.txt_q0,A_three_valid_all_same
high20319.txt_q1,A_three_valid_all_same
high20319.txt_q2,A_three_valid_all_same
high20319.txt_q3,A_three_valid_all_same
high20319.txt_q4,A_three_valid_all_same
high2034.txt_q0,A_three_valid_all_same
high2034.txt_q1,A_three_valid_all_same
high2034.txt_q2,B_three_valid_exactly_two_same
high2034.txt_q3,A_three_valid_all_same
high20369.txt_q0,A_three_valid_all_same
high20369.txt_q1,A_three_valid_all_same
high20369.txt_q2,A_three_valid_all_same
high20369.txt_q3,A_three_valid_all_same
high20369.txt_q4,A_three_valid_all_same
high20373.txt_q0,A_three_valid_all_same
high20373.txt_q1,A_three_valid_all_same
high20373.txt_q2,A_three_valid_all_same
high20375.txt_q0,A_three_valid_all_same
high20375.txt_q1,A_three_valid_all_same
high20375.txt_q2,A_three_valid_all_same
high20375.txt_q3,A_three_valid_all_same
high20449.txt_q0,A_three_valid_all_same
high20449.txt_q1,A_three_valid_all_same
high20449.txt_q2,A_three_valid_all_same
high20449.txt_q3,A_three_valid_all_same
high20469.txt_q0,A_three_valid_all_same
high20469.txt_q1,A_three_valid_all_same
high20469.txt_q2,A_three_valid_all_same
high20469.txt_q3,A_three_valid_all_same
high20488.txt_q0,A_three_valid_all_same
high20488.txt_q1,A_three_valid_all_same
high20488.txt_q2,A_three_valid_all_same
high20504.txt_q0,A_three_valid_all_same
high20504.txt_q1,A_three_valid_all_same
high20504.txt_q2,A_three_valid_all_same
high20504.txt_q3,A_three_valid_all_same
high20516.txt_q0,A_three_valid_all_same
high20516.txt_q1,A_three_valid_all_same
high20516.txt_q2,A_three_valid_all_same
high20537.txt_q0,A_three_valid_all_same
high20537.txt_q1,A_three_valid_all_same
high20537.txt_q2,A_three_valid_all_same
high2054.txt_q0,A_three_valid_all_same
high2054.txt_q1,A_three_valid_all_same
high2054.txt_q2,A_three_valid_all_same
high2054.txt_q3,A_three_valid_all_same
high2054.txt_q4,A_three_valid_all_same
high20555.txt_q0,A_three_valid_all_same
high20555.txt_q1,A_three_valid_all_same
high20555.txt_q2,A_three_valid_all_same
high20555.txt_q3,A_three_valid_all_same
high20564.txt_q0,B_three_valid_exactly_two_same
high20564.txt_q1,A_three_valid_all_same
high20564.txt_q2,A_three_valid_all_same
high2057.txt_q0,A_three_valid_all_same
high2057.txt_q1,A_three_valid_all_same
high2057.txt_q2,A_three_valid_all_same
high2057.txt_q3,A_three_valid_all_same
high2057.txt_q4,A_three_valid_all_same
high20574.txt_q0,A_three_valid_all_same
high20574.txt_q1,A_three_valid_all_same
high20574.txt_q2,A_three_valid_all_same
high20574.txt_q3,A_three_valid_all_same
high20574.txt_q4,A_three_valid_all_same
high20583.txt_q0,A_three_valid_all_same
high20583.txt_q1,A_three_valid_all_same
high20583.txt_q2,B_three_valid_exactly_two_same
high20583.txt_q3,A_three_valid_all_same
high20604.txt_q0,A_three_valid_all_same
high20604.txt_q1,A_three_valid_all_same
high20604.txt_q2,A_three_valid_all_same
high20604.txt_q3,A_three_valid_all_same
high20607.txt_q0,A_three_valid_all_same
high20607.txt_q1,A_three_valid_all_same
high20607.txt_q2,A_three_valid_all_same
high20607.txt_q3,A_three_valid_all_same
high2064.txt_q0,A_three_valid_all_same
high2064.txt_q1,A_three_valid_all_same
high2064.txt_q2,A_three_valid_all_same
high2064.txt_q3,A_three_valid_all_same
high20651.txt_q0,A_three_valid_all_same
high20651.txt_q1,B_three_valid_exactly_two_same
high20651.txt_q2,A_three_valid_all_same
high20651.txt_q3,A_three_valid_all_same
high2067.txt_q0,A_three_valid_all_same
high2067.txt_q1,A_three_valid_all_same
high2067.txt_q2,A_three_valid_all_same
high20675.txt_q0,A_three_valid_all_same
high20675.txt_q1,A_three_valid_all_same
high20675.txt_q2,A_three_valid_all_same
high20675.txt_q3,A_three_valid_all_same
high20675.txt_q4,A_three_valid_all_same
high20686.txt_q0,B_three_valid_exactly_two_same
high20686.txt_q1,A_three_valid_all_same
high20686.txt_q2,A_three_valid_all_same
high20686.txt_q3,A_three_valid_all_same
high20686.txt_q4,A_three_valid_all_same
high20709.txt_q0,A_three_valid_all_same
high20709.txt_q1,A_three_valid_all_same
high20820.txt_q0,A_three_valid_all_same
high20820.txt_q1,A_three_valid_all_same
high20888.txt_q0,A_three_valid_all_same
high20888.txt_q1,A_three_valid_all_same
high20888.txt_q2,A_three_valid_all_same
high2094.txt_q0,A_three_valid_all_same
high2094.txt_q1,A_three_valid_all_same
high2094.txt_q2,A_three_valid_all_same
high20943.txt_q0,A_three_valid_all_same
high20943.txt_q1,A_three_valid_all_same
high20963.txt_q0,A_three_valid_all_same
high20963.txt_q1,A_three_valid_all_same
high20963.txt_q2,A_three_valid_all_same
high20980.txt_q0,A_three_valid_all_same
high20980.txt_q1,A_three_valid_all_same
high20980.txt_q2,A_three_valid_all_same
