question_id,consensus_status,consensus_option,llm_correct,n_votes,designer_difficulty_str,datamap_region
high16321.txt_q3,consensus,D,1,3,HIGH,middle
high16321.txt_q4,consensus,D,0,3,HIGH,hard
high16341.txt_q0,consensus,C,1,3,HIGH,ambiguous
high16341.txt_q1,consensus,A,1,3,HIGH,middle
high1640.txt_q0,consensus,C,1,3,HIGH,hard
high1640.txt_q1,consensus,D,1,3,HIGH,ambiguous
high1640.txt_q2,consensus,C,1,3,HIGH,hard
high1640.txt_q3,consensus,D,1,3,HIGH,ambiguous
high16400.txt_q0,consensus,D,1,3,HIGH,easy
high16400.txt_q1,consensus,D,1,3,HIGH,middle
high1643.txt_q0,consensus,A,1,3,HIGH,easy
high1643.txt_q1,consensus,B,1,3,HIGH,hard
high1643.txt_q2,consensus,B,1,3,HIGH,middle
high1643.txt_q3,consensus,C,1,3,HIGH,hard
high16467.txt_q0,consensus,C,1,3,HIGH,middle
high16467.txt_q1,consensus,A,1,3,HIGH,middle
high16467.txt_q2,consensus,D,1,3,HIGH,middle
high16485.txt_q0,consensus,D,1,3,HIGH,ambiguous
high16485.txt_q1,consensus,C,1,3,HIGH,middle
high16485.txt_q2,consensus,B,1,3,HIGH,ambiguous
high1651.txt_q0,consensus,B,1,3,HIGH,hard
high1651.txt_q1,consensus,C,1,3,HIGH,ambiguous
high16543.txt_q0,consensus,C,1,3,HIGH,middle
high16543.txt_q1,consensus,C,1,3,HIGH,ambiguous
high16543.txt_q2,consensus,D,1,3,HIGH,hard
high16543.txt_q3,consensus,A,1,3,HIGH,hard
high16577.txt_q0,consensus,D,1,3,HIGH,middle
high16577.txt_q1,consensus,A,1,3,HIGH,middle
high16577.txt_q2,consensus,C,1,3,HIGH,middle
high16577.txt_q3,consensus,B,1,3,HIGH,hard
high16577.txt_q4,consensus,B,0,3,HIGH,hard
high16596.txt_q0,consensus,C,1,3,HIGH,middle
high16596.txt_q1,consensus,D,1,3,HIGH,hard
high16596.txt_q2,consensus,A,1,3,HIGH,ambiguous
high16599.txt_q0,consensus,D,1,3,HIGH,hard
high16599.txt_q1,consensus,C,1,3,HIGH,middle
high16599.txt_q2,consensus,A,1,3,HIGH,easy
high16599.txt_q3,consensus,D,1,3,HIGH,easy
high16610.txt_q0,consensus,C,1,3,HIGH,hard
high16610.txt_q1,consensus,A,1,3,HIGH,ambiguous
high16610.txt_q2,consensus,D,1,3,HIGH,ambiguous
high16636.txt_q0,consensus,D,1,3,HIGH,hard
high16636.txt_q1,consensus,A,1,3,HIGH,hard
high16636.txt_q2,consensus,D,1,3,HIGH,hard
high16636.txt_q3,consensus,C,1,3,HIGH,middle
high16645.txt_q0,consensus,B,1,3,HIGH,middle
high16645.txt_q1,consensus,D,1,3,HIGH,easy
high16715.txt_q0,consensus,B,0,3,HIGH,hard
high16715.txt_q1,consensus,C,1,3,HIGH,hard
high16715.txt_q2,consensus,D,1,3,HIGH,hard
high16715.txt_q3,consensus,A,1,3,HIGH,ambiguous
high16728.txt_q0,consensus,B,1,3,HIGH,easy
high16728.txt_q1,consensus,D,1,3,HIGH,ambiguous
high16728.txt_q2,consensus,D,1,3,HIGH,middle
high16728.txt_q3,consensus,D,1,3,HIGH,hard
high16728.txt_q4,consensus,B,1,3,HIGH,hard
high16769.txt_q0,consensus,C,1,3,HIGH,hard
high16769.txt_q1,consensus,A,1,3,HIGH,hard
high16769.txt_q2,consensus,D,1,3,HIGH,ambiguous
high16769.txt_q3,consensus,D,1,3,HIGH,middle
high16853.txt_q0,consensus,B,1,3,HIGH,ambiguous
high16853.txt_q1,consensus,D,1,3,HIGH,middle
high16853.txt_q2,consensus,A,1,3,HIGH,middle
high16853.txt_q3,consensus,D,0,3,HIGH,ambiguous
high16853.txt_q4,consensus,D,1,3,HIGH,ambiguous
high16854.txt_q0,consensus,C,1,3,HIGH,ambiguous
high16854.txt_q1,consensus,A,1,3,HIGH,ambiguous
high16854.txt_q2,consensus,B,1,3,HIGH,ambiguous
high16854.txt_q3,consensus,A,1,3,HIGH,middle
high16880.txt_q0,consensus,B,1,3,HIGH,ambiguous
high16880.txt_q1,consensus,A,1,3,HIGH,hard
high16880.txt_q2,consensus,D,1,3,HIGH,easy
high16899.txt_q0,consensus,B,1,3,HIGH,middle
high16899.txt_q1,consensus,D,1,3,HIGH,hard
high16899.txt_q2,consensus,C,1,3,HIGH,ambiguous
high169.txt_q0,consensus,A,1,3,HIGH,middle
high169.txt_q1,consensus,B,1,3,HIGH,middle
high169.txt_q2,consensus,C,1,3,HIGH,ambiguous
high169.txt_q3,consensus,B,0,3,HIGH,hard
high16943.txt_q0,consensus,D,1,3,HIGH,easy
high16943.txt_q1,consensus,C,1,3,HIGH,ambiguous
high16943.txt_q2,consensus,B,1,3,HIGH,hard
high16943.txt_q3,consensus,A,1,3,HIGH,hard
high16945.txt_q0,consensus,A,1,3,HIGH,hard
high16945.txt_q1,consensus,B,1,3,HIGH,middle
high16945.txt_q2,consensus,C,1,3,HIGH,easy
high16976.txt_q0,consensus,D,1,3,HIGH,middle
high16976.txt_q1,consensus,B,1,3,HIGH,middle
high16976.txt_q2,consensus,C,1,3,HIGH,ambiguous
high16986.txt_q0,consensus,D,1,3,HIGH,hard
high16986.txt_q1,consensus,C,1,3,HIGH,hard
high16986.txt_q2,consensus,B,1,3,HIGH,hard
high17056.txt_q0,consensus,D,1,3,HIGH,easy
high17056.txt_q1,consensus,C,1,3,HIGH,hard
high17056.txt_q2,consensus,B,1,3,HIGH,easy
high17056.txt_q3,consensus,A,1,3,HIGH,middle
high17064.txt_q0,consensus,A,1,3,HIGH,ambiguous
high17064.txt_q1,consensus,A,1,3,HIGH,middle
high17064.txt_q2,consensus,C,1,3,HIGH,hard
high17064.txt_q3,consensus,C,1,3,HIGH,ambiguous
high17078.txt_q0,consensus,C,1,3,HIGH,easy
high17078.txt_q1,consensus,A,1,3,HIGH,ambiguous
high17078.txt_q2,consensus,A,0,3,HIGH,hard
high17102.txt_q0,consensus,D,1,3,HIGH,hard
high17102.txt_q1,consensus,A,1,3,HIGH,middle
high17102.txt_q2,consensus,A,1,3,HIGH,ambiguous
high17102.txt_q3,consensus,D,1,3,HIGH,ambiguous
high17137.txt_q0,consensus,C,1,3,HIGH,middle
high17137.txt_q1,consensus,D,1,3,HIGH,hard
high17137.txt_q2,consensus,A,1,3,HIGH,middle
high17137.txt_q3,consensus,B,1,3,HIGH,hard
high1717.txt_q0,consensus,B,1,3,HIGH,hard
high1717.txt_q1,consensus,C,1,3,HIGH,hard
high1717.txt_q2,consensus,B,1,3,HIGH,hard
high1717.txt_q3,no_consensus,,0,3,HIGH,ambiguous
high17182.txt_q0,consensus,D,1,3,HIGH,middle
high17182.txt_q1,consensus,A,1,3,HIGH,middle
high17182.txt_q2,consensus,C,1,3,HIGH,easy
high17182.txt_q3,consensus,B,1,3,HIGH,ambiguous
high17182.txt_q4,consensus,A,1,3,HIGH,easy
high17193.txt_q0,consensus,C,1,3,HIGH,middle
high17193.txt_q1,consensus,B,1,3,HIGH,hard
high17193.txt_q2,consensus,B,0,3,HIGH,ambiguous
high17211.txt_q0,consensus,B,1,3,HIGH,ambiguous
high17211.txt_q1,consensus,D,1,3,HIGH,hard
high17211.txt_q2,consensus,D,1,3,HIGH,hard
high17211.txt_q3,consensus,C,1,3,HIGH,middle
high17238.txt_q0,consensus,B,1,3,HIGH,hard
high17238.txt_q1,consensus,C,1,3,HIGH,easy
high17238.txt_q2,consensus,B,1,3,HIGH,ambiguous
high17238.txt_q3,consensus,D,1,3,HIGH,middle
high17238.txt_q4,consensus,D,1,3,HIGH,ambiguous
high17265.txt_q0,consensus,C,1,3,HIGH,hard
high17265.txt_q1,consensus,A,1,3,HIGH,middle
high17265.txt_q2,consensus,D,1,3,HIGH,hard
high17265.txt_q3,consensus,A,1,3,HIGH,hard
high17269.txt_q0,consensus,B,1,3,HIGH,middle
high17269.txt_q1,consensus,C,1,3,HIGH,hard
high17269.txt_q2,consensus,A,1,3,HIGH,middle
high17269.txt_q3,consensus,B,1,3,HIGH,middle
high1727.txt_q0,consensus,B,1,3,HIGH,middle
high1727.txt_q1,consensus,B,1,3,HIGH,middle
high1727.txt_q2,consensus,A,1,3,HIGH,ambiguous
high1729.txt_q0,consensus,A,1,3,HIGH,easy
high1729.txt_q1,consensus,B,1,3,HIGH,middle
high1729.txt_q2,consensus,D,1,3,HIGH,ambiguous
high17296.txt_q0,consensus,A,1,3,HIGH,ambiguous
high17296.txt_q1,consensus,D,1,3,HIGH,easy
high17296.txt_q2,consensus,B,1,3,HIGH,easy
high17296.txt_q3,consensus,D,1,3,HIGH,hard
high17311.txt_q0,consensus,C,1,3,HIGH,middle
high17311.txt_q1,consensus,B,1,3,HIGH,easy
high17311.txt_q2,consensus,D,1,3,HIGH,hard
high17317.txt_q0,consensus,D,1,3,HIGH,ambiguous
high17317.txt_q1,consensus,D,1,3,HIGH,middle
high17317.txt_q2,consensus,B,1,3,HIGH,middle
high17317.txt_q3,consensus,B,1,3,HIGH,middle
high1735.txt_q0,consensus,D,1,3,HIGH,easy
high1735.txt_q1,consensus,B,1,3,HIGH,easy
high1735.txt_q2,consensus,C,1,3,HIGH,hard
high1735.txt_q3,consensus,D,1,3,HIGH,easy
high17377.txt_q0,consensus,C,1,3,HIGH,ambiguous
high17377.txt_q1,consensus,A,1,3,HIGH,easy
high17377.txt_q2,consensus,D,1,3,HIGH,ambiguous
high17377.txt_q3,consensus,C,1,3,HIGH,hard
high17417.txt_q0,consensus,B,1,3,HIGH,ambiguous
high17417.txt_q1,consensus,A,1,3,HIGH,hard
high17417.txt_q2,consensus,A,1,3,HIGH,middle
high17431.txt_q0,consensus,D,1,3,HIGH,hard
high17431.txt_q1,consensus,D,1,3,HIGH,hard
high17431.txt_q2,consensus,B,1,3,HIGH,middle
high17442.txt_q0,consensus,C,1,3,HIGH,ambiguous
high17442.txt_q1,consensus,B,1,3,HIGH,middle
high17442.txt_q2,consensus,A,1,3,HIGH,ambiguous
high17442.txt_q3,consensus,B,1,3,HIGH,hard
high17467.txt_q0,consensus,D,1,3,HIGH,ambiguous
high17467.txt_q1,consensus,D,1,3,HIGH,ambiguous
high17467.txt_q2,consensus,D,1,3,HIGH,hard
high17504.txt_q0,consensus,D,1,3,HIGH,hard
high17504.txt_q1,consensus,D,1,3,HIGH,middle
high17504.txt_q2,consensus,D,1,3,HIGH,hard
high17547.txt_q0,consensus,A,1,3,HIGH,easy
high17547.txt_q1,consensus,A,1,3,HIGH,ambiguous
high17547.txt_q2,consensus,A,0,3,HIGH,hard
high17568.txt_q0,consensus,D,1,3,HIGH,hard
high17568.txt_q1,consensus,C,1,3,HIGH,ambiguous
high17568.txt_q2,consensus,C,1,3,HIGH,hard
high17588.txt_q0,consensus,C,1,3,HIGH,ambiguous
high17588.txt_q1,consensus,D,1,3,HIGH,easy
high17588.txt_q2,consensus,B,1,3,HIGH,easy
high17619.txt_q0,consensus,A,1,3,HIGH,easy
high17619.txt_q1,consensus,B,1,3,HIGH,middle
high17619.txt_q2,consensus,C,1,3,HIGH,ambiguous
high17627.txt_q0,consensus,D,1,3,HIGH,hard
high17627.txt_q1,consensus,B,1,3,HIGH,ambiguous
high17627.txt_q2,consensus,C,1,3,HIGH,hard
high17627.txt_q3,consensus,A,1,3,HIGH,middle
high17664.txt_q0,consensus,B,1,3,HIGH,ambiguous
high17664.txt_q1,consensus,A,1,3,HIGH,ambiguous
high17664.txt_q2,no_consensus,,0,3,HIGH,hard
high17664.txt_q3,consensus,C,1,3,HIGH,hard
high17687.txt_q0,consensus,B,1,3,HIGH,hard
high17687.txt_q1,consensus,D,1,3,HIGH,ambiguous
high17687.txt_q2,consensus,D,1,3,HIGH,easy
high17704.txt_q0,consensus,C,1,3,HIGH,easy
high17704.txt_q1,consensus,C,1,3,HIGH,middle
high17704.txt_q2,consensus,D,1,3,HIGH,easy
high17704.txt_q3,consensus,B,1,3,HIGH,ambiguous
high17704.txt_q4,consensus,A,1,3,HIGH,easy
high17712.txt_q0,consensus,C,1,3,HIGH,hard
high17755.txt_q0,consensus,A,1,3,HIGH,easy
high17755.txt_q1,consensus,A,1,3,HIGH,ambiguous
high17755.txt_q2,consensus,C,1,3,HIGH,hard
high17755.txt_q3,consensus,D,1,3,HIGH,middle
high17764.txt_q0,consensus,D,1,3,HIGH,middle
high17764.txt_q1,consensus,A,1,3,HIGH,easy
high17764.txt_q2,consensus,B,1,3,HIGH,ambiguous
high17771.txt_q0,consensus,C,1,3,HIGH,easy
high17771.txt_q1,consensus,A,1,3,HIGH,ambiguous
high17778.txt_q0,consensus,B,1,3,HIGH,easy
high17778.txt_q1,consensus,D,1,3,HIGH,ambiguous
high17778.txt_q2,consensus,B,1,3,HIGH,easy
high17778.txt_q3,consensus,A,1,3,HIGH,ambiguous
high17805.txt_q0,consensus,D,1,3,HIGH,ambiguous
high17805.txt_q1,consensus,B,1,3,HIGH,middle
high17810.txt_q0,consensus,B,1,3,HIGH,ambiguous
high17810.txt_q1,consensus,A,1,3,HIGH,easy
high17810.txt_q2,consensus,B,1,3,HIGH,hard
high17810.txt_q3,consensus,A,1,3,HIGH,middle
high17840.txt_q0,consensus,B,1,3,HIGH,hard
high17840.txt_q1,consensus,C,1,3,HIGH,ambiguous
high17854.txt_q0,consensus,D,1,3,HIGH,hard
high17854.txt_q1,consensus,C,1,3,HIGH,ambiguous
high17854.txt_q2,consensus,B,1,3,HIGH,easy
high17854.txt_q3,consensus,A,1,3,HIGH,middle
high17860.txt_q0,consensus,A,1,3,HIGH,easy
high17860.txt_q1,consensus,A,1,3,HIGH,ambiguous
high17860.txt_q2,consensus,D,1,3,HIGH,easy
high17860.txt_q3,consensus,A,0,3,HIGH,hard
high17862.txt_q0,consensus,B,1,3,HIGH,hard
high17862.txt_q1,consensus,A,1,3,HIGH,middle
high17862.txt_q2,consensus,D,1,3,HIGH,easy
high17862.txt_q3,consensus,C,1,3,HIGH,middle
high17929.txt_q0,consensus,D,1,3,HIGH,middle
high17929.txt_q1,consensus,C,1,3,HIGH,easy
high17933.txt_q0,consensus,D,1,3,HIGH,ambiguous
high17933.txt_q1,consensus,A,1,3,HIGH,easy
high17933.txt_q2,consensus,A,1,3,HIGH,middle
high17933.txt_q3,consensus,B,1,3,HIGH,easy
high17948.txt_q0,consensus,B,1,3,HIGH,ambiguous
high17948.txt_q1,consensus,A,1,3,HIGH,ambiguous
high17995.txt_q0,consensus,A,1,3,HIGH,middle
high17995.txt_q1,consensus,B,1,3,HIGH,easy
high17995.txt_q2,consensus,C,1,3,HIGH,ambiguous
high17995.txt_q3,consensus,A,0,3,HIGH,middle
high18012.txt_q0,consensus,A,1,3,HIGH,easy
high18012.txt_q1,consensus,D,1,3,HIGH,ambiguous
high18012.txt_q2,consensus,C,1,3,HIGH,middle
high18013.txt_q0,consensus,B,1,3,HIGH,ambiguous
high18013.txt_q1,consensus,C,1,3,HIGH,ambiguous
high18013.txt_q2,consensus,D,1,3,HIGH,easy
high18013.txt_q3,consensus,A,1,3,HIGH,middle
high18046.txt_q0,consensus,D,1,3,HIGH,easy
high18046.txt_q1,consensus,C,1,3,HIGH,ambiguous
high18046.txt_q2,consensus,D,0,3,HIGH,ambiguous
high18046.txt_q3,consensus,A,0,3,HIGH,hard
high18056.txt_q0,consensus,B,1,3,HIGH,ambiguous
high18056.txt_q1,consensus,B,1,3,HIGH,hard
high18056.txt_q2,consensus,C,1,3,HIGH,easy
high18056.txt_q3,consensus,A,1,3,HIGH,middle
high18060.txt_q0,consensus,C,1,3,HIGH,hard
high18060.txt_q1,consensus,A,1,3,HIGH,hard
high18060.txt_q2,consensus,D,1,3,HIGH,easy
high18060.txt_q3,consensus,B,1,3,HIGH,middle
high18060.txt_q4,consensus,A,1,3,HIGH,easy
high18107.txt_q0,consensus,B,1,3,HIGH,ambiguous
high18107.txt_q1,consensus,A,1,3,HIGH,hard
high18107.txt_q2,consensus,C,1,3,HIGH,middle
high18156.txt_q0,consensus,B,1,3,HIGH,middle
high18156.txt_q1,consensus,D,1,3,HIGH,hard
high18156.txt_q2,consensus,A,1,3,HIGH,ambiguous
high18156.txt_q3,consensus,C,1,3,HIGH,hard
high18156.txt_q4,consensus,D,1,3,HIGH,easy
high18178.txt_q0,consensus,A,1,3,HIGH,ambiguous
high18178.txt_q1,consensus,D,1,3,HIGH,hard
high18178.txt_q2,consensus,A,1,3,HIGH,ambiguous
high18178.txt_q3,consensus,B,1,3,HIGH,hard
high18178.txt_q4,consensus,C,1,3,HIGH,easy
high18210.txt_q0,consensus,C,1,3,HIGH,middle
high18210.txt_q1,consensus,C,1,3,HIGH,ambiguous
high18210.txt_q2,no_consensus,,0,3,HIGH,easy
high18262.txt_q0,consensus,D,1,3,HIGH,hard
high18262.txt_q1,consensus,D,1,3,HIGH,hard
high18262.txt_q2,consensus,A,1,3,HIGH,middle
high18262.txt_q3,consensus,B,1,3,HIGH,ambiguous
high18288.txt_q0,consensus,C,1,3,HIGH,ambiguous
high18288.txt_q1,consensus,A,1,3,HIGH,hard
high18288.txt_q2,consensus,C,1,3,HIGH,hard
high18298.txt_q0,consensus,C,1,3,HIGH,ambiguous
high18298.txt_q1,consensus,D,1,3,HIGH,middle
high18298.txt_q2,consensus,B,1,3,HIGH,hard
high18298.txt_q3,consensus,A,1,3,HIGH,middle
high1833.txt_q0,consensus,A,1,3,HIGH,middle
high1833.txt_q1,consensus,B,1,3,HIGH,hard
high1833.txt_q2,consensus,A,1,3,HIGH,ambiguous
high1833.txt_q3,consensus,D,1,3,HIGH,ambiguous
high18335.txt_q0,consensus,B,1,3,HIGH,ambiguous
high18335.txt_q1,consensus,A,1,3,HIGH,middle
high18335.txt_q2,consensus,C,0,3,HIGH,ambiguous
high18335.txt_q3,consensus,C,1,3,HIGH,ambiguous
high1834.txt_q0,consensus,B,1,3,HIGH,hard
high1834.txt_q1,consensus,C,1,3,HIGH,middle
high1834.txt_q2,consensus,D,1,3,HIGH,ambiguous
high18361.txt_q0,consensus,C,1,3,HIGH,middle
high18361.txt_q1,consensus,B,0,3,HIGH,middle
high18361.txt_q2,consensus,B,1,3,HIGH,ambiguous
high18361.txt_q3,consensus,D,1,3,HIGH,easy
high18392.txt_q0,consensus,A,0,3,HIGH,ambiguous
high18392.txt_q1,consensus,B,1,3,HIGH,ambiguous
high18392.txt_q2,consensus,C,1,3,HIGH,middle
high18414.txt_q0,consensus,B,1,3,HIGH,hard
high18414.txt_q1,consensus,A,1,3,HIGH,ambiguous
high18414.txt_q2,consensus,D,1,3,HIGH,hard
high18419.txt_q0,consensus,A,1,3,HIGH,middle
high18419.txt_q1,consensus,B,1,3,HIGH,ambiguous
high18419.txt_q2,consensus,C,1,3,HIGH,ambiguous
high18433.txt_q0,consensus,C,1,3,HIGH,middle
high18465.txt_q0,consensus,D,1,3,HIGH,hard
high18465.txt_q1,consensus,C,1,3,HIGH,ambiguous
high18465.txt_q2,consensus,D,1,3,HIGH,easy
high18465.txt_q3,consensus,A,1,3,HIGH,hard
high18503.txt_q0,consensus,C,1,3,HIGH,easy
high18503.txt_q1,consensus,A,1,3,HIGH,middle
high18503.txt_q2,consensus,B,1,3,HIGH,easy
high18542.txt_q0,consensus,B,1,3,HIGH,easy
high18542.txt_q1,consensus,C,1,3,HIGH,hard
high18542.txt_q2,consensus,C,1,3,HIGH,hard
high18542.txt_q3,consensus,C,0,3,HIGH,hard
high18555.txt_q0,consensus,B,1,3,HIGH,middle
high18555.txt_q1,consensus,C,1,3,HIGH,ambiguous
high18555.txt_q2,consensus,C,0,3,HIGH,hard
high18555.txt_q3,consensus,A,1,3,HIGH,middle
high18555.txt_q4,consensus,C,1,3,HIGH,ambiguous
high18574.txt_q0,consensus,B,1,3,HIGH,middle
high18574.txt_q1,consensus,A,1,3,HIGH,hard
high18574.txt_q2,consensus,D,1,3,HIGH,middle
high18574.txt_q3,consensus,C,1,3,HIGH,middle
high18615.txt_q0,consensus,C,1,3,HIGH,ambiguous
high18615.txt_q1,consensus,D,1,3,HIGH,hard
high18615.txt_q2,consensus,C,1,3,HIGH,middle
high18617.txt_q0,consensus,D,1,3,HIGH,middle
high18617.txt_q1,consensus,B,1,3,HIGH,ambiguous
high18617.txt_q2,consensus,C,1,3,HIGH,middle
high18639.txt_q0,consensus,A,1,3,HIGH,easy
high18639.txt_q1,consensus,C,1,3,HIGH,easy
high18639.txt_q2,consensus,B,1,3,HIGH,easy
high18639.txt_q3,consensus,C,0,3,HIGH,middle
high18644.txt_q0,consensus,C,1,3,HIGH,easy
high18644.txt_q1,consensus,A,1,3,HIGH,ambiguous
high18644.txt_q2,consensus,B,1,3,HIGH,hard
high18654.txt_q0,consensus,A,1,3,HIGH,easy
high18654.txt_q1,consensus,B,1,3,HIGH,hard
high18654.txt_q2,consensus,B,1,3,HIGH,middle
high18660.txt_q0,consensus,B,1,3,HIGH,middle
high18660.txt_q1,consensus,D,1,3,HIGH,easy
high18660.txt_q2,consensus,C,1,3,HIGH,middle
high18665.txt_q0,consensus,D,1,3,HIGH,easy
high18665.txt_q1,consensus,B,1,3,HIGH,easy
high18665.txt_q2,consensus,B,1,3,HIGH,ambiguous
high18674.txt_q0,consensus,D,1,3,HIGH,middle
high18674.txt_q1,consensus,C,1,3,HIGH,middle
high18674.txt_q2,consensus,D,1,3,HIGH,easy
high18699.txt_q0,consensus,D,1,3,HIGH,easy
high18699.txt_q1,consensus,D,1,3,HIGH,easy
high18699.txt_q2,consensus,A,1,3,HIGH,easy
high18699.txt_q3,consensus,C,1,3,HIGH,ambiguous
high18711.txt_q0,consensus,A,1,3,HIGH,ambiguous
high18711.txt_q1,consensus,A,0,3,HIGH,hard
high18718.txt_q0,consensus,D,1,3,HIGH,hard
high18718.txt_q1,consensus,D,1,3,HIGH,ambiguous
high18718.txt_q2,consensus,B,1,3,HIGH,ambiguous
high18736.txt_q0,consensus,A,1,3,HIGH,ambiguous
high18736.txt_q1,consensus,B,1,3,HIGH,hard
high18736.txt_q2,consensus,D,0,3,HIGH,hard
high18745.txt_q0,consensus,A,1,3,HIGH,middle
high18745.txt_q1,consensus,C,1,3,HIGH,ambiguous
high18745.txt_q2,consensus,B,1,3,HIGH,ambiguous
high18756.txt_q0,consensus,D,1,3,HIGH,ambiguous
high18756.txt_q1,consensus,C,1,3,HIGH,hard
high18756.txt_q2,consensus,C,1,3,HIGH,ambiguous
high18758.txt_q0,consensus,B,1,3,HIGH,middle
high18758.txt_q1,consensus,D,1,3,HIGH,middle
high18758.txt_q2,consensus,A,1,3,HIGH,easy
high18758.txt_q3,consensus,B,1,3,HIGH,middle
high18763.txt_q0,consensus,A,1,3,HIGH,ambiguous
high18763.txt_q1,consensus,A,1,3,HIGH,middle
high18763.txt_q2,consensus,C,1,3,HIGH,middle
high18782.txt_q0,consensus,B,1,3,HIGH,middle
high18782.txt_q1,consensus,A,1,3,HIGH,middle
high18782.txt_q2,consensus,C,1,3,HIGH,middle
high18782.txt_q3,consensus,C,1,3,HIGH,middle
high18798.txt_q0,consensus,D,1,3,HIGH,middle
high18798.txt_q1,consensus,D,1,3,HIGH,ambiguous
high18798.txt_q2,consensus,A,1,3,HIGH,ambiguous
high18810.txt_q0,consensus,A,1,3,HIGH,hard
high18813.txt_q0,consensus,B,1,3,HIGH,easy
high18813.txt_q1,consensus,A,1,3,HIGH,middle
high18813.txt_q2,consensus,C,1,3,HIGH,middle
high18823.txt_q0,consensus,C,1,3,HIGH,easy
high18823.txt_q1,consensus,A,1,3,HIGH,middle
high18823.txt_q2,consensus,B,1,3,HIGH,middle
high18823.txt_q3,consensus,D,1,3,HIGH,ambiguous
high18845.txt_q0,consensus,B,1,3,HIGH,middle
high18845.txt_q1,consensus,B,1,3,HIGH,ambiguous
high18845.txt_q2,consensus,A,1,3,HIGH,ambiguous
high18845.txt_q3,consensus,C,1,3,HIGH,middle
high18847.txt_q0,consensus,C,1,3,HIGH,ambiguous
high18847.txt_q1,consensus,C,1,3,HIGH,ambiguous
high18847.txt_q2,consensus,A,1,3,HIGH,hard
high1885.txt_q0,consensus,A,1,3,HIGH,ambiguous
high1885.txt_q1,consensus,C,1,3,HIGH,middle
high1885.txt_q2,consensus,C,1,3,HIGH,middle
high18865.txt_q0,consensus,A,1,3,HIGH,hard
high18865.txt_q1,consensus,D,1,3,HIGH,ambiguous
high18867.txt_q0,consensus,B,1,3,HIGH,hard
high18867.txt_q1,consensus,B,1,3,HIGH,easy
high18867.txt_q2,consensus,B,1,3,HIGH,hard
high18890.txt_q0,consensus,D,1,3,HIGH,middle
high18890.txt_q1,consensus,A,1,3,HIGH,middle
high18890.txt_q2,consensus,B,1,3,HIGH,easy
high18892.txt_q0,consensus,D,1,3,HIGH,easy
high18892.txt_q1,consensus,A,1,3,HIGH,easy
high18892.txt_q2,consensus,A,1,3,HIGH,easy
high18894.txt_q0,consensus,D,1,3,HIGH,middle
high18894.txt_q1,consensus,C,1,3,HIGH,ambiguous
high18894.txt_q2,consensus,B,1,3,HIGH,easy
high18939.txt_q0,consensus,A,1,3,HIGH,ambiguous
high18939.txt_q1,consensus,A,1,3,HIGH,easy
high18953.txt_q0,consensus,D,1,3,HIGH,ambiguous
high18953.txt_q1,consensus,C,1,3,HIGH,easy
high18971.txt_q0,consensus,C,1,3,HIGH,easy
high18971.txt_q1,consensus,C,1,3,HIGH,ambiguous
high18971.txt_q2,consensus,B,1,3,HIGH,easy
high18971.txt_q3,consensus,A,1,3,HIGH,ambiguous
high18972.txt_q0,consensus,A,0,3,HIGH,ambiguous
high18972.txt_q1,consensus,D,1,3,HIGH,ambiguous
high18973.txt_q0,consensus,B,1,3,HIGH,easy
high18973.txt_q1,consensus,C,1,3,HIGH,ambiguous
high18973.txt_q2,consensus,C,1,3,HIGH,ambiguous
high1898.txt_q0,consensus,A,0,3,HIGH,hard
high1898.txt_q1,consensus,A,1,3,HIGH,hard
high1898.txt_q2,consensus,D,1,3,HIGH,middle
high1898.txt_q3,consensus,D,1,3,HIGH,ambiguous
high18999.txt_q0,consensus,C,1,3,HIGH,hard
high18999.txt_q1,consensus,B,1,3,HIGH,ambiguous
high18999.txt_q2,consensus,D,1,3,HIGH,ambiguous
high18999.txt_q3,consensus,B,1,3,HIGH,middle
high19003.txt_q0,consensus,B,1,3,HIGH,easy
high19003.txt_q1,consensus,C,1,3,HIGH,easy
high19003.txt_q2,consensus,D,1,3,HIGH,ambiguous
high19003.txt_q3,consensus,D,1,3,HIGH,ambiguous
high19010.txt_q0,consensus,C,1,3,HIGH,middle
high19010.txt_q1,consensus,C,1,3,HIGH,middle
high19010.txt_q2,consensus,C,1,3,HIGH,easy
high19018.txt_q0,consensus,B,1,3,HIGH,ambiguous
high19018.txt_q1,consensus,C,1,3,HIGH,middle
high19018.txt_q2,consensus,A,1,3,HIGH,hard
high19018.txt_q3,consensus,D,1,3,HIGH,hard
high19032.txt_q0,consensus,B,0,3,HIGH,hard
high19032.txt_q1,consensus,C,1,3,HIGH,easy
high19032.txt_q2,consensus,D,1,3,HIGH,hard
high19091.txt_q0,consensus,C,1,3,HIGH,middle
high19091.txt_q1,consensus,A,1,3,HIGH,hard
high19091.txt_q2,consensus,C,1,3,HIGH,ambiguous
high19096.txt_q0,consensus,D,1,3,HIGH,ambiguous
high19103.txt_q0,consensus,C,1,3,HIGH,easy
high19103.txt_q1,consensus,D,1,3,HIGH,middle
high19103.txt_q2,consensus,D,1,3,HIGH,ambiguous
high19103.txt_q3,consensus,B,1,3,HIGH,middle
high19160.txt_q0,consensus,B,1,3,HIGH,hard
high19160.txt_q1,consensus,A,1,3,HIGH,easy
high19160.txt_q2,consensus,C,1,3,HIGH,ambiguous
high19183.txt_q0,consensus,A,1,3,HIGH,easy
