question_id,n_attempts,n_correct,mean_correct,human_bucket,human_diff_score
3010,193,113,0.5854922279792746,Human-Mid,0.4145077720207254
3011,160,106,0.6625,Human-Mid,0.3375
3012,117,85,0.7264957264957265,Human-Mid,0.27350427350427353
3013,1070,693,0.6476635514018692,Human-Mid,0.35233644859813085
3014,616,318,0.5162337662337663,Human-Mid,0.48376623376623373
3015,2010,1210,0.6019900497512438,Human-Mid,0.3980099502487562
3016,159,128,0.8050314465408805,Human-Easy,0.19496855345911945
3017,2806,1334,0.47540983606557374,Human-Mid,0.5245901639344263
3018,1589,998,0.6280679672750157,Human-Mid,0.3719320327249843
3019,303,227,0.7491749174917491,Human-Mid,0.25082508250825086
3020,52,44,0.8461538461538461,Human-Easy,0.15384615384615385
3021,45,41,0.9111111111111111,Human-Easy,0.0888888888888889
3022,2157,848,0.39313861845155307,Human-Hard,0.6068613815484469
3023,125,61,0.488,Human-Mid,0.512
3024,153,77,0.5032679738562091,Human-Mid,0.49673202614379086
3025,98,29,0.29591836734693877,Human-Hard,0.7040816326530612
3026,1728,1041,0.6024305555555556,Human-Mid,0.3975694444444444
3027,53,39,0.7358490566037735,Human-Mid,0.26415094339622647
3028,2204,860,0.39019963702359345,Human-Hard,0.6098003629764066
3029,1469,753,0.5125936010891763,Human-Mid,0.4874063989108237
3030,139,96,0.6906474820143885,Human-Mid,0.3093525179856115
3031,785,625,0.7961783439490446,Human-Mid,0.20382165605095537
3032,928,577,0.6217672413793104,Human-Mid,0.3782327586206896
3033,329,287,0.8723404255319149,Human-Easy,0.12765957446808507
3034,121,77,0.6363636363636364,Human-Mid,0.36363636363636365
3035,549,483,0.8797814207650273,Human-Easy,0.1202185792349727
3036,666,254,0.3813813813813814,Human-Hard,0.6186186186186187
3037,61,39,0.639344262295082,Human-Mid,0.360655737704918
3038,386,297,0.7694300518134715,Human-Mid,0.23056994818652854
3039,184,151,0.8206521739130435,Human-Easy,0.17934782608695654
3040,603,500,0.8291873963515755,Human-Easy,0.17081260364842454
3041,1176,645,0.548469387755102,Human-Mid,0.451530612244898
3042,2055,1092,0.5313868613138686,Human-Mid,0.4686131386861314
3043,616,397,0.6444805194805194,Human-Mid,0.35551948051948057
3044,372,288,0.7741935483870968,Human-Mid,0.22580645161290325
3045,106,48,0.4528301886792453,Human-Mid,0.5471698113207547
3046,157,75,0.47770700636942676,Human-Mid,0.5222929936305732
3047,1670,707,0.4233532934131736,Human-Mid,0.5766467065868264
3048,90,76,0.8444444444444444,Human-Easy,0.15555555555555556
3049,96,74,0.7708333333333334,Human-Mid,0.22916666666666663
3050,230,219,0.9521739130434783,Human-Easy,0.047826086956521685
3051,1550,925,0.5967741935483871,Human-Mid,0.4032258064516129
3052,283,150,0.5300353356890459,Human-Mid,0.46996466431095407
3053,497,355,0.7142857142857143,Human-Mid,0.2857142857142857
3054,2766,1692,0.6117136659436009,Human-Mid,0.3882863340563991
3055,241,208,0.8630705394190872,Human-Easy,0.13692946058091282
3056,67,10,0.14925373134328357,Human-Hard,0.8507462686567164
3057,363,337,0.928374655647383,Human-Easy,0.07162534435261703
3058,61,48,0.7868852459016393,Human-Mid,0.21311475409836067
3059,1063,535,0.5032925682031985,Human-Mid,0.49670743179680155
3060,1304,807,0.6188650306748467,Human-Mid,0.38113496932515334
3061,49,29,0.5918367346938775,Human-Mid,0.40816326530612246
3062,117,106,0.905982905982906,Human-Easy,0.09401709401709402
3063,49,33,0.673469387755102,Human-Mid,0.326530612244898
3064,630,420,0.6666666666666666,Human-Mid,0.33333333333333337
3065,2104,1775,0.8436311787072244,Human-Easy,0.15636882129277563
3066,48,39,0.8125,Human-Easy,0.1875
3067,807,454,0.5625774473358116,Human-Mid,0.4374225526641884
3068,81,75,0.9259259259259259,Human-Easy,0.07407407407407407
3069,2126,1616,0.7601128880526811,Human-Mid,0.23988711194731893
3070,249,93,0.37349397590361444,Human-Hard,0.6265060240963856
3071,612,370,0.6045751633986928,Human-Mid,0.39542483660130723
3072,1282,868,0.6770670826833073,Human-Mid,0.3229329173166927
3073,837,604,0.7216248506571087,Human-Mid,0.2783751493428913
3074,250,178,0.712,Human-Mid,0.28800000000000003
3075,268,146,0.5447761194029851,Human-Mid,0.4552238805970149
3076,1025,615,0.6,Human-Mid,0.4
3077,108,79,0.7314814814814815,Human-Mid,0.2685185185185185
3078,97,61,0.6288659793814433,Human-Mid,0.3711340206185567
3079,1063,745,0.7008466603951082,Human-Mid,0.29915333960489177
3080,463,407,0.8790496760259179,Human-Easy,0.12095032397408212
3081,994,905,0.9104627766599598,Human-Easy,0.08953722334004022
3082,1666,916,0.5498199279711885,Human-Mid,0.4501800720288115
3083,58,50,0.8620689655172413,Human-Easy,0.13793103448275867
3084,123,90,0.7317073170731707,Human-Mid,0.2682926829268293
3085,40,39,0.975,Human-Easy,0.025000000000000022
3086,137,107,0.781021897810219,Human-Mid,0.21897810218978098
3087,975,727,0.7456410256410256,Human-Mid,0.25435897435897437
3088,389,296,0.7609254498714653,Human-Mid,0.23907455012853474
3089,437,304,0.6956521739130435,Human-Mid,0.30434782608695654
3090,102,95,0.9313725490196079,Human-Easy,0.06862745098039214
3091,154,97,0.6298701298701299,Human-Mid,0.3701298701298701
3092,838,774,0.9236276849642004,Human-Easy,0.07637231503579955
3093,791,410,0.5183312262958281,Human-Mid,0.48166877370417194
3094,727,393,0.5405777166437414,Human-Mid,0.45942228335625857
3095,702,615,0.8760683760683761,Human-Easy,0.12393162393162394
3096,132,108,0.8181818181818182,Human-Easy,0.18181818181818177
3097,2518,2001,0.7946783161239078,Human-Mid,0.20532168387609218
3098,85,61,0.7176470588235294,Human-Mid,0.2823529411764706
3099,959,703,0.7330552659019812,Human-Mid,0.2669447340980188
3100,1023,647,0.6324535679374389,Human-Mid,0.3675464320625611
3101,991,576,0.5812310797174571,Human-Mid,0.41876892028254287
3102,180,104,0.5777777777777777,Human-Mid,0.4222222222222223
3103,580,400,0.6896551724137931,Human-Mid,0.31034482758620685
3104,267,186,0.6966292134831461,Human-Mid,0.3033707865168539
3105,141,59,0.41843971631205673,Human-Mid,0.5815602836879432
3106,120,83,0.6916666666666667,Human-Mid,0.30833333333333335
3107,300,165,0.55,Human-Mid,0.44999999999999996
3108,52,30,0.5769230769230769,Human-Mid,0.42307692307692313
3109,562,279,0.49644128113879005,Human-Mid,0.50355871886121
3110,2827,1994,0.7053413512557482,Human-Mid,0.29465864874425185
3111,791,750,0.9481668773704172,Human-Easy,0.05183312262958284
3112,1873,1106,0.590496529631607,Human-Mid,0.40950347036839296
3113,117,95,0.811965811965812,Human-Easy,0.18803418803418803
3114,339,271,0.799410029498525,Human-Mid,0.20058997050147498
3115,834,658,0.7889688249400479,Human-Mid,0.21103117505995206
3116,106,89,0.839622641509434,Human-Easy,0.160377358490566
3117,93,60,0.6451612903225806,Human-Mid,0.3548387096774194
3118,152,125,0.8223684210526315,Human-Easy,0.17763157894736847
3119,1813,1181,0.6514065085493657,Human-Mid,0.34859349145063434
3120,372,239,0.6424731182795699,Human-Mid,0.3575268817204301
3121,63,35,0.5555555555555556,Human-Mid,0.4444444444444444
3122,72,55,0.7638888888888888,Human-Mid,0.23611111111111116
3123,62,52,0.8387096774193549,Human-Easy,0.16129032258064513
3124,856,645,0.7535046728971962,Human-Mid,0.24649532710280375
3125,219,103,0.4703196347031963,Human-Mid,0.5296803652968036
3126,3084,2147,0.6961738002594033,Human-Mid,0.30382619974059666
3127,75,64,0.8533333333333334,Human-Easy,0.1466666666666666
3128,906,533,0.5883002207505519,Human-Mid,0.4116997792494481
3129,43,22,0.5116279069767442,Human-Mid,0.4883720930232558
3130,85,77,0.9058823529411765,Human-Easy,0.09411764705882353
3131,86,57,0.6627906976744186,Human-Mid,0.33720930232558144
3132,235,161,0.6851063829787234,Human-Mid,0.3148936170212766
3133,1734,506,0.2918108419838524,Human-Hard,0.7081891580161477
3134,1422,785,0.5520393811533052,Human-Mid,0.4479606188466948
3135,345,323,0.936231884057971,Human-Easy,0.06376811594202902
3136,1747,872,0.499141385231826,Human-Mid,0.500858614768174
3137,373,265,0.710455764075067,Human-Mid,0.28954423592493295
3138,430,257,0.5976744186046512,Human-Mid,0.4023255813953488
3139,55,21,0.38181818181818183,Human-Hard,0.6181818181818182
3140,156,115,0.7371794871794872,Human-Mid,0.2628205128205128
3141,58,27,0.46551724137931033,Human-Mid,0.5344827586206897
3142,1544,717,0.4643782383419689,Human-Mid,0.5356217616580311
3143,268,183,0.6828358208955224,Human-Mid,0.3171641791044776
3144,1995,1506,0.7548872180451128,Human-Mid,0.24511278195488717
3145,80,57,0.7125,Human-Mid,0.2875
3146,1241,731,0.589041095890411,Human-Mid,0.410958904109589
3147,244,136,0.5573770491803278,Human-Mid,0.4426229508196722
3148,1077,562,0.5218198700092851,Human-Mid,0.4781801299907149
3149,118,85,0.7203389830508474,Human-Mid,0.2796610169491526
3150,102,50,0.49019607843137253,Human-Mid,0.5098039215686274
3151,1162,733,0.6308089500860585,Human-Mid,0.36919104991394147
3152,689,399,0.579100145137881,Human-Mid,0.420899854862119
3153,167,122,0.7305389221556886,Human-Mid,0.2694610778443114
3154,81,51,0.6296296296296297,Human-Mid,0.37037037037037035
3155,1184,1084,0.9155405405405406,Human-Easy,0.08445945945945943
3156,316,268,0.8481012658227848,Human-Easy,0.15189873417721522
3157,67,58,0.8656716417910447,Human-Easy,0.13432835820895528
3158,69,46,0.6666666666666666,Human-Mid,0.33333333333333337
3159,51,36,0.7058823529411765,Human-Mid,0.2941176470588235
3160,1429,1007,0.7046885934219734,Human-Mid,0.29531140657802657
3161,58,51,0.8793103448275862,Human-Easy,0.12068965517241381
3162,58,16,0.27586206896551724,Human-Hard,0.7241379310344828
3163,73,47,0.6438356164383562,Human-Mid,0.3561643835616438
3164,827,491,0.5937122128174124,Human-Mid,0.4062877871825876
3165,47,27,0.574468085106383,Human-Mid,0.42553191489361697
3166,171,124,0.7251461988304093,Human-Mid,0.2748538011695907
3167,509,344,0.6758349705304518,Human-Mid,0.32416502946954817
3168,90,65,0.7222222222222222,Human-Mid,0.2777777777777778
3169,744,371,0.4986559139784946,Human-Mid,0.5013440860215054
3170,830,493,0.5939759036144578,Human-Mid,0.40602409638554215
3171,51,33,0.6470588235294118,Human-Mid,0.3529411764705882
3172,201,150,0.746268656716418,Human-Mid,0.25373134328358204
3173,1861,938,0.5040300913487372,Human-Mid,0.4959699086512628
3174,1615,1166,0.7219814241486068,Human-Mid,0.2780185758513932
3175,102,89,0.8725490196078431,Human-Easy,0.12745098039215685
3176,2013,1446,0.7183308494783904,Human-Mid,0.28166915052160957
3177,56,29,0.5178571428571429,Human-Mid,0.4821428571428571
3178,65,44,0.676923076923077,Human-Mid,0.32307692307692304
3179,626,533,0.8514376996805112,Human-Easy,0.1485623003194888
3180,796,636,0.7989949748743719,Human-Mid,0.20100502512562812
3181,1034,692,0.6692456479690522,Human-Mid,0.33075435203094783
3182,42,35,0.8333333333333334,Human-Easy,0.16666666666666663
3183,123,77,0.6260162601626016,Human-Mid,0.3739837398373984
3184,256,157,0.61328125,Human-Mid,0.38671875
3185,123,98,0.7967479674796748,Human-Mid,0.2032520325203252
3186,1035,834,0.8057971014492754,Human-Easy,0.1942028985507246
3187,1304,687,0.526840490797546,Human-Mid,0.473159509202454
3188,192,142,0.7395833333333334,Human-Mid,0.26041666666666663
3189,803,540,0.6724782067247821,Human-Mid,0.3275217932752179
3190,1495,1401,0.937123745819398,Human-Easy,0.06287625418060205
3191,98,70,0.7142857142857143,Human-Mid,0.2857142857142857
3192,572,463,0.8094405594405595,Human-Easy,0.19055944055944052
3193,1471,989,0.672331747110809,Human-Mid,0.327668252889191
3194,1981,1333,0.6728924785461888,Human-Mid,0.32710752145381117
3195,262,145,0.5534351145038168,Human-Mid,0.44656488549618323
3196,433,143,0.3302540415704388,Human-Hard,0.6697459584295612
3197,168,132,0.7857142857142857,Human-Mid,0.2142857142857143
3198,2604,1248,0.4792626728110599,Human-Mid,0.5207373271889402
3199,1618,1085,0.6705809641532756,Human-Mid,0.3294190358467244
3200,152,90,0.5921052631578947,Human-Mid,0.4078947368421053
3201,1790,902,0.5039106145251396,Human-Mid,0.49608938547486037
3202,941,560,0.5951115834218916,Human-Mid,0.40488841657810837
3203,129,77,0.5968992248062015,Human-Mid,0.4031007751937985
3204,161,105,0.6521739130434783,Human-Mid,0.34782608695652173
3205,100,75,0.75,Human-Mid,0.25
3206,52,40,0.7692307692307693,Human-Mid,0.23076923076923073
3207,60,19,0.31666666666666665,Human-Hard,0.6833333333333333
3208,208,184,0.8846153846153846,Human-Easy,0.11538461538461542
3209,56,34,0.6071428571428571,Human-Mid,0.3928571428571429
3210,70,58,0.8285714285714286,Human-Easy,0.17142857142857137
3211,72,51,0.7083333333333334,Human-Mid,0.29166666666666663
3212,504,452,0.8968253968253969,Human-Easy,0.10317460317460314
3213,518,453,0.8745173745173745,Human-Easy,0.12548262548262545
3214,66,31,0.4696969696969697,Human-Mid,0.5303030303030303
3215,113,79,0.6991150442477876,Human-Mid,0.3008849557522124
3216,169,82,0.48520710059171596,Human-Mid,0.514792899408284
3217,430,280,0.6511627906976745,Human-Mid,0.34883720930232553
3218,315,291,0.9238095238095239,Human-Easy,0.07619047619047614
3219,2778,1780,0.640748740100792,Human-Mid,0.35925125989920803
3220,647,360,0.5564142194744977,Human-Mid,0.44358578052550235
3221,995,778,0.7819095477386935,Human-Mid,0.21809045226130652
3222,725,627,0.8648275862068966,Human-Easy,0.1351724137931034
3223,516,386,0.748062015503876,Human-Mid,0.25193798449612403
3224,608,384,0.631578947368421,Human-Mid,0.368421052631579
3225,1523,1008,0.6618516086671044,Human-Mid,0.33814839133289565
3226,640,281,0.4390625,Human-Mid,0.5609375
3227,361,244,0.6759002770083102,Human-Mid,0.32409972299168976
3228,104,39,0.375,Human-Hard,0.625
3229,169,143,0.8461538461538461,Human-Easy,0.15384615384615385
3230,70,61,0.8714285714285714,Human-Easy,0.12857142857142856
3231,158,87,0.5506329113924051,Human-Mid,0.4493670886075949
3232,344,282,0.8197674418604651,Human-Easy,0.18023255813953487
3233,51,45,0.8823529411764706,Human-Easy,0.11764705882352944
3234,286,179,0.6258741258741258,Human-Mid,0.37412587412587417
3235,1267,1006,0.7940015785319653,Human-Mid,0.2059984214680347
3236,897,608,0.6778149386845039,Human-Mid,0.32218506131549607
3237,1304,568,0.43558282208588955,Human-Mid,0.5644171779141105
3238,109,78,0.7155963302752294,Human-Mid,0.2844036697247706
3239,51,40,0.7843137254901961,Human-Mid,0.21568627450980393
3240,1426,545,0.38218793828892006,Human-Hard,0.6178120617110799
3241,572,447,0.7814685314685315,Human-Mid,0.21853146853146854
3242,64,25,0.390625,Human-Hard,0.609375
3243,938,514,0.5479744136460555,Human-Mid,0.4520255863539445
3244,768,515,0.6705729166666666,Human-Mid,0.32942708333333337
3245,601,449,0.7470881863560732,Human-Mid,0.2529118136439268
3246,494,353,0.7145748987854251,Human-Mid,0.2854251012145749
3247,102,69,0.6764705882352942,Human-Mid,0.32352941176470584
3248,1077,764,0.7093779015784587,Human-Mid,0.2906220984215413
3249,58,46,0.7931034482758621,Human-Mid,0.2068965517241379
3250,39,34,0.8717948717948718,Human-Easy,0.1282051282051282
3251,44,29,0.6590909090909091,Human-Mid,0.34090909090909094
3252,472,204,0.4322033898305085,Human-Mid,0.5677966101694916
3253,92,43,0.4673913043478261,Human-Mid,0.5326086956521738
3254,1737,1399,0.8054116292458261,Human-Easy,0.1945883707541739
3255,67,56,0.835820895522388,Human-Easy,0.16417910447761197
3256,2330,1983,0.8510729613733906,Human-Easy,0.1489270386266094
3257,919,578,0.6289445048966268,Human-Mid,0.3710554951033732
3258,90,75,0.8333333333333334,Human-Easy,0.16666666666666663
3259,1792,1113,0.62109375,Human-Mid,0.37890625
3260,257,142,0.5525291828793775,Human-Mid,0.44747081712062253
3261,115,110,0.9565217391304348,Human-Easy,0.04347826086956519
3262,233,93,0.39914163090128757,Human-Hard,0.6008583690987124
3263,186,101,0.543010752688172,Human-Mid,0.456989247311828
3264,51,47,0.9215686274509803,Human-Easy,0.07843137254901966
3265,51,20,0.39215686274509803,Human-Hard,0.607843137254902
3266,289,243,0.8408304498269896,Human-Easy,0.15916955017301038
3267,136,106,0.7794117647058824,Human-Mid,0.22058823529411764
3268,116,80,0.6896551724137931,Human-Mid,0.31034482758620685
3269,103,85,0.8252427184466019,Human-Easy,0.1747572815533981
3270,1244,420,0.33762057877813506,Human-Hard,0.662379421221865
3271,2375,1748,0.736,Human-Mid,0.264
3272,244,129,0.5286885245901639,Human-Mid,0.4713114754098361
3273,164,84,0.5121951219512195,Human-Mid,0.4878048780487805
3274,185,119,0.6432432432432432,Human-Mid,0.3567567567567568
3275,235,120,0.5106382978723404,Human-Mid,0.4893617021276596
3276,156,105,0.6730769230769231,Human-Mid,0.32692307692307687
3277,63,42,0.6666666666666666,Human-Mid,0.33333333333333337
3278,238,173,0.726890756302521,Human-Mid,0.273109243697479
3279,52,28,0.5384615384615384,Human-Mid,0.46153846153846156
3280,1179,829,0.7031382527565734,Human-Mid,0.2968617472434266
3281,1581,599,0.3788741302972802,Human-Hard,0.6211258697027198
3282,289,226,0.7820069204152249,Human-Mid,0.2179930795847751
3283,651,292,0.4485407066052227,Human-Mid,0.5514592933947773
3284,1723,805,0.4672083575159605,Human-Mid,0.5327916424840395
3285,298,245,0.8221476510067114,Human-Easy,0.1778523489932886
3286,866,413,0.476905311778291,Human-Mid,0.523094688221709
3287,83,74,0.891566265060241,Human-Easy,0.10843373493975905
3288,856,743,0.8679906542056075,Human-Easy,0.1320093457943925
3289,102,98,0.9607843137254902,Human-Easy,0.039215686274509776
3290,682,269,0.3944281524926686,Human-Hard,0.6055718475073314
3291,748,516,0.6898395721925134,Human-Mid,0.31016042780748665
3292,96,64,0.6666666666666666,Human-Mid,0.33333333333333337
3293,954,749,0.7851153039832285,Human-Mid,0.21488469601677151
3294,506,408,0.8063241106719368,Human-Easy,0.19367588932806323
3295,998,724,0.7254509018036072,Human-Mid,0.27454909819639284
3296,41,28,0.6829268292682927,Human-Mid,0.31707317073170727
3297,142,110,0.7746478873239436,Human-Mid,0.22535211267605637
3298,1164,540,0.4639175257731959,Human-Mid,0.5360824742268041
3299,2425,1255,0.5175257731958763,Human-Mid,0.48247422680412366
3300,273,239,0.8754578754578755,Human-Easy,0.12454212454212454
3301,216,190,0.8796296296296297,Human-Easy,0.12037037037037035
3302,1882,1199,0.6370882040382572,Human-Mid,0.36291179596174283
3303,1970,1352,0.6862944162436548,Human-Mid,0.31370558375634516
3304,1420,1094,0.7704225352112676,Human-Mid,0.22957746478873242
3305,79,12,0.1518987341772152,Human-Hard,0.8481012658227848
3306,1595,839,0.5260188087774295,Human-Mid,0.47398119122257054
3307,34,30,0.8823529411764706,Human-Easy,0.11764705882352944
3308,728,575,0.7898351648351648,Human-Mid,0.2101648351648352
3309,96,83,0.8645833333333334,Human-Easy,0.13541666666666663
3310,52,47,0.9038461538461539,Human-Easy,0.09615384615384615
3311,1220,600,0.4918032786885246,Human-Mid,0.5081967213114754
3312,1704,867,0.5088028169014085,Human-Mid,0.4911971830985915
3313,55,45,0.8181818181818182,Human-Easy,0.18181818181818177
3314,528,324,0.6136363636363636,Human-Mid,0.38636363636363635
3315,1554,1175,0.7561132561132561,Human-Mid,0.24388674388674392
3316,3070,1636,0.532899022801303,Human-Mid,0.46710097719869703
3317,311,263,0.8456591639871383,Human-Easy,0.15434083601286175
3318,384,265,0.6901041666666666,Human-Mid,0.30989583333333337
3319,64,56,0.875,Human-Easy,0.125
3320,43,15,0.3488372093023256,Human-Hard,0.6511627906976745
3321,1413,773,0.5470629865534324,Human-Mid,0.45293701344656756
3322,1409,910,0.6458481192334989,Human-Mid,0.35415188076650106
3323,1271,807,0.6349331235247836,Human-Mid,0.3650668764752164
3324,72,55,0.7638888888888888,Human-Mid,0.23611111111111116
3325,429,308,0.717948717948718,Human-Mid,0.28205128205128205
3326,110,99,0.9,Human-Easy,0.09999999999999998
3327,74,61,0.8243243243243243,Human-Easy,0.17567567567567566
3328,1571,548,0.3488224061107575,Human-Hard,0.6511775938892426
3329,413,243,0.5883777239709443,Human-Mid,0.41162227602905566
3330,41,18,0.43902439024390244,Human-Mid,0.5609756097560976
3331,157,110,0.7006369426751592,Human-Mid,0.2993630573248408
3332,73,37,0.5068493150684932,Human-Mid,0.4931506849315068
3333,98,46,0.46938775510204084,Human-Mid,0.5306122448979591
3334,941,691,0.7343251859723698,Human-Mid,0.26567481402763016
3335,71,35,0.49295774647887325,Human-Mid,0.5070422535211268
3336,207,177,0.855072463768116,Human-Easy,0.14492753623188404
3337,1637,508,0.3103237629810629,Human-Hard,0.6896762370189371
3338,807,670,0.8302354399008675,Human-Easy,0.16976456009913254
3339,960,818,0.8520833333333333,Human-Easy,0.1479166666666667
3340,1171,786,0.6712211784799317,Human-Mid,0.3287788215200683
3341,693,480,0.6926406926406926,Human-Mid,0.3073593073593074
3342,615,347,0.5642276422764227,Human-Mid,0.43577235772357725
3343,155,144,0.9290322580645162,Human-Easy,0.07096774193548383
3344,85,53,0.6235294117647059,Human-Mid,0.3764705882352941
3345,206,121,0.587378640776699,Human-Mid,0.412621359223301
3346,984,728,0.7398373983739838,Human-Mid,0.26016260162601623
3347,1094,546,0.4990859232175503,Human-Mid,0.5009140767824497
3348,195,158,0.8102564102564103,Human-Easy,0.18974358974358974
3349,4352,2654,0.6098345588235294,Human-Mid,0.39016544117647056
3350,1060,797,0.7518867924528302,Human-Mid,0.2481132075471698
3351,287,216,0.7526132404181185,Human-Mid,0.2473867595818815
3352,648,270,0.4166666666666667,Human-Mid,0.5833333333333333
3353,94,48,0.5106382978723404,Human-Mid,0.4893617021276596
3354,51,32,0.6274509803921569,Human-Mid,0.37254901960784315
3355,565,442,0.7823008849557522,Human-Mid,0.21769911504424777
3356,53,53,1.0,Human-Easy,0.0
3357,1676,1156,0.6897374701670644,Human-Mid,0.31026252983293556
3358,45,32,0.7111111111111111,Human-Mid,0.28888888888888886
3359,158,86,0.5443037974683544,Human-Mid,0.45569620253164556
3360,766,456,0.5953002610966057,Human-Mid,0.4046997389033943
3361,1390,647,0.4654676258992806,Human-Mid,0.5345323741007194
3362,853,532,0.6236811254396248,Human-Mid,0.37631887456037516
3363,874,653,0.7471395881006865,Human-Mid,0.2528604118993135
3364,825,498,0.6036363636363636,Human-Mid,0.39636363636363636
3365,2640,1785,0.6761363636363636,Human-Mid,0.32386363636363635
3366,423,355,0.8392434988179669,Human-Easy,0.1607565011820331
3367,90,73,0.8111111111111111,Human-Easy,0.18888888888888888
3368,362,329,0.9088397790055248,Human-Easy,0.09116022099447518
3369,1242,603,0.4855072463768116,Human-Mid,0.5144927536231885
3370,767,624,0.8135593220338984,Human-Easy,0.18644067796610164
3371,1557,793,0.5093127809890816,Human-Mid,0.4906872190109184
3372,99,87,0.8787878787878788,Human-Easy,0.12121212121212122
3373,112,88,0.7857142857142857,Human-Mid,0.2142857142857143
3374,507,355,0.7001972386587771,Human-Mid,0.29980276134122286
3375,1124,877,0.7802491103202847,Human-Mid,0.21975088967971534
3376,1799,1399,0.7776542523624236,Human-Mid,0.22234574763757642
3377,515,331,0.6427184466019418,Human-Mid,0.3572815533980582
3378,121,100,0.8264462809917356,Human-Easy,0.17355371900826444
3379,1186,820,0.6913996627318718,Human-Mid,0.3086003372681282
3380,411,319,0.7761557177615572,Human-Mid,0.22384428223844277
3381,120,88,0.7333333333333333,Human-Mid,0.2666666666666667
3382,312,168,0.5384615384615384,Human-Mid,0.46153846153846156
3383,302,240,0.7947019867549668,Human-Mid,0.20529801324503316
3384,129,82,0.6356589147286822,Human-Mid,0.3643410852713178
3385,349,217,0.6217765042979942,Human-Mid,0.37822349570200575
3386,1267,571,0.4506708760852407,Human-Mid,0.5493291239147593
3387,297,212,0.7138047138047138,Human-Mid,0.2861952861952862
3388,293,189,0.6450511945392492,Human-Mid,0.3549488054607508
3389,1213,811,0.6685902720527618,Human-Mid,0.3314097279472382
3390,39,37,0.9487179487179487,Human-Easy,0.05128205128205132
3391,2190,1191,0.5438356164383562,Human-Mid,0.4561643835616438
3392,77,60,0.7792207792207793,Human-Mid,0.22077922077922074
3393,73,42,0.5753424657534246,Human-Mid,0.4246575342465754
3394,94,54,0.574468085106383,Human-Mid,0.42553191489361697
3395,326,203,0.6226993865030674,Human-Mid,0.37730061349693256
3396,221,164,0.7420814479638009,Human-Mid,0.25791855203619907
3397,992,587,0.5917338709677419,Human-Mid,0.4082661290322581
3398,299,256,0.8561872909698997,Human-Easy,0.14381270903010035
3399,170,139,0.8176470588235294,Human-Easy,0.1823529411764706
3400,184,150,0.8152173913043478,Human-Easy,0.18478260869565222
3401,1337,1014,0.7584143605086013,Human-Mid,0.24158563949139866
3402,526,305,0.5798479087452472,Human-Mid,0.42015209125475284
3403,483,269,0.556935817805383,Human-Mid,0.44306418219461696
3404,649,404,0.6224961479198767,Human-Mid,0.37750385208012327
3405,59,35,0.5932203389830508,Human-Mid,0.4067796610169492
3406,75,61,0.8133333333333334,Human-Easy,0.18666666666666665
3407,135,76,0.562962962962963,Human-Mid,0.437037037037037
3408,63,57,0.9047619047619048,Human-Easy,0.09523809523809523
3409,2244,1152,0.5133689839572193,Human-Mid,0.4866310160427807
3410,164,76,0.4634146341463415,Human-Mid,0.5365853658536586
3411,323,118,0.3653250773993808,Human-Hard,0.6346749226006192
3412,139,76,0.5467625899280576,Human-Mid,0.4532374100719424
3413,1105,579,0.5239819004524887,Human-Mid,0.4760180995475113
3414,327,231,0.7064220183486238,Human-Mid,0.29357798165137616
3415,863,660,0.764774044032445,Human-Mid,0.23522595596755502
3416,1183,601,0.5080304311073541,Human-Mid,0.49196956889264587
3417,115,83,0.7217391304347827,Human-Mid,0.27826086956521734
3418,225,96,0.4266666666666667,Human-Mid,0.5733333333333333
3419,103,64,0.6213592233009708,Human-Mid,0.3786407766990292
3420,1604,808,0.5037406483790524,Human-Mid,0.4962593516209476
3421,960,442,0.46041666666666664,Human-Mid,0.5395833333333333
3422,48,30,0.625,Human-Mid,0.375
3423,282,216,0.7659574468085106,Human-Mid,0.23404255319148937
3424,49,27,0.5510204081632653,Human-Mid,0.44897959183673475
3425,51,39,0.7647058823529411,Human-Mid,0.23529411764705888
3426,97,68,0.7010309278350515,Human-Mid,0.2989690721649485
3427,200,106,0.53,Human-Mid,0.47
3428,446,280,0.6278026905829597,Human-Mid,0.3721973094170403
3429,1124,723,0.6432384341637011,Human-Mid,0.3567615658362989
3430,450,165,0.36666666666666664,Human-Hard,0.6333333333333333
3431,51,44,0.8627450980392157,Human-Easy,0.13725490196078427
3432,85,52,0.611764705882353,Human-Mid,0.388235294117647
3433,182,128,0.7032967032967034,Human-Mid,0.29670329670329665
3434,795,339,0.42641509433962266,Human-Mid,0.5735849056603773
3435,207,117,0.5652173913043478,Human-Mid,0.4347826086956522
3436,68,48,0.7058823529411765,Human-Mid,0.2941176470588235
3437,611,360,0.5891980360065466,Human-Mid,0.41080196399345337
3438,211,135,0.6398104265402843,Human-Mid,0.3601895734597157
3439,609,474,0.7783251231527094,Human-Mid,0.2216748768472906
3440,100,61,0.61,Human-Mid,0.39
3441,213,140,0.6572769953051644,Human-Mid,0.34272300469483563
3442,176,122,0.6931818181818182,Human-Mid,0.30681818181818177
3443,160,151,0.94375,Human-Easy,0.05625000000000002
3444,1352,504,0.3727810650887574,Human-Hard,0.6272189349112426
3445,132,114,0.8636363636363636,Human-Easy,0.13636363636363635
3446,433,212,0.4896073903002309,Human-Mid,0.5103926096997691
3447,250,214,0.856,Human-Easy,0.14400000000000002
3448,1008,519,0.5148809523809523,Human-Mid,0.48511904761904767
