question_id,n_attempts,n_correct,mean_correct,human_bucket,human_diff_score,bridge
1156,1180,527,0.4466101694915254,Human-Mid,0.5533898305084746,EeDi
1157,368,308,0.8369565217391305,Human-Easy,0.1630434782608695,EeDi
1158,78,51,0.6538461538461539,Human-Mid,0.3461538461538461,EeDi
1159,1640,904,0.551219512195122,Human-Mid,0.448780487804878,EeDi
1160,244,230,0.9426229508196722,Human-Easy,0.0573770491803278,EeDi
1161,104,78,0.75,Human-Mid,0.25,EeDi
1162,926,437,0.4719222462203024,Human-Mid,0.5280777537796977,EeDi
1163,1245,703,0.5646586345381526,Human-Mid,0.4353413654618474,EeDi
1164,66,39,0.5909090909090909,Human-Mid,0.409090909090909,EeDi
1165,811,602,0.7422934648581998,Human-Mid,0.2577065351418002,EeDi
1166,2925,1223,0.4181196581196581,Human-Mid,0.5818803418803419,EeDi
1167,95,61,0.6421052631578947,Human-Mid,0.3578947368421052,EeDi
1168,45,30,0.6666666666666666,Human-Mid,0.3333333333333333,EeDi
1169,257,186,0.7237354085603113,Human-Mid,0.2762645914396887,EeDi
1170,1431,1161,0.8113207547169812,Human-Easy,0.1886792452830188,EeDi
1171,128,68,0.53125,Human-Mid,0.46875,EeDi
1172,136,129,0.9485294117647058,Human-Easy,0.0514705882352941,EeDi
1173,1382,548,0.3965267727930535,Human-Hard,0.6034732272069465,EeDi
1174,622,460,0.7395498392282959,Human-Mid,0.2604501607717041,EeDi
1175,2061,1166,0.5657447840853954,Human-Mid,0.4342552159146046,EeDi
1176,517,193,0.3733075435203095,Human-Hard,0.6266924564796905,EeDi
1177,235,181,0.7702127659574468,Human-Mid,0.2297872340425532,EeDi
1178,567,407,0.7178130511463845,Human-Mid,0.2821869488536155,EeDi
1179,613,344,0.5611745513866232,Human-Mid,0.4388254486133768,EeDi
1180,84,53,0.6309523809523809,Human-Mid,0.369047619047619,EeDi
1181,421,308,0.7315914489311164,Human-Mid,0.2684085510688836,EeDi
1182,138,62,0.4492753623188406,Human-Mid,0.5507246376811594,EeDi
1183,702,503,0.7165242165242165,Human-Mid,0.2834757834757835,EeDi
1184,917,776,0.8462377317339149,Human-Easy,0.153762268266085,EeDi
1185,85,71,0.8352941176470589,Human-Easy,0.1647058823529411,EeDi
1186,941,575,0.6110520722635494,Human-Mid,0.3889479277364506,EeDi
1187,697,445,0.6384505021520803,Human-Mid,0.3615494978479197,EeDi
1188,41,24,0.5853658536585366,Human-Mid,0.4146341463414634,EeDi
1189,78,49,0.6282051282051282,Human-Mid,0.3717948717948718,EeDi
1190,281,234,0.8327402135231317,Human-Easy,0.1672597864768683,EeDi
1191,70,48,0.6857142857142857,Human-Mid,0.3142857142857143,EeDi
1192,276,212,0.7681159420289855,Human-Mid,0.2318840579710145,EeDi
1193,174,118,0.6781609195402298,Human-Mid,0.3218390804597701,EeDi
1194,144,138,0.9583333333333334,Human-Easy,0.0416666666666666,EeDi
1195,2068,1318,0.6373307543520309,Human-Mid,0.3626692456479691,EeDi
1196,58,25,0.4310344827586206,Human-Mid,0.5689655172413793,EeDi
1197,1044,693,0.6637931034482759,Human-Mid,0.3362068965517241,EeDi
1198,70,43,0.6142857142857143,Human-Mid,0.3857142857142857,EeDi
1199,790,510,0.6455696202531646,Human-Mid,0.3544303797468354,EeDi
1200,924,341,0.369047619047619,Human-Hard,0.6309523809523809,EeDi
1201,878,457,0.520501138952164,Human-Mid,0.479498861047836,EeDi
1202,1348,714,0.5296735905044511,Human-Mid,0.4703264094955489,EeDi
1203,201,187,0.9303482587064676,Human-Easy,0.0696517412935323,EeDi
1204,469,365,0.7782515991471215,Human-Mid,0.2217484008528785,EeDi
1205,830,416,0.5012048192771085,Human-Mid,0.4987951807228915,EeDi
1206,142,106,0.7464788732394366,Human-Mid,0.2535211267605634,EeDi
1207,43,27,0.627906976744186,Human-Mid,0.3720930232558139,EeDi
1208,267,222,0.8314606741573034,Human-Easy,0.1685393258426966,EeDi
1209,135,108,0.8,Human-Easy,0.1999999999999999,EeDi
1210,555,247,0.445045045045045,Human-Mid,0.554954954954955,EeDi
1211,538,401,0.7453531598513011,Human-Mid,0.2546468401486988,EeDi
1212,124,84,0.6774193548387096,Human-Mid,0.3225806451612903,EeDi
1213,517,215,0.4158607350096712,Human-Mid,0.5841392649903288,EeDi
1214,1663,615,0.3698135898977751,Human-Hard,0.6301864101022249,EeDi
1215,68,27,0.3970588235294117,Human-Hard,0.6029411764705883,EeDi
1216,148,90,0.6081081081081081,Human-Mid,0.3918918918918919,EeDi
1217,322,201,0.6242236024844721,Human-Mid,0.3757763975155279,EeDi
1218,1286,600,0.4665629860031104,Human-Mid,0.5334370139968896,EeDi
1219,331,279,0.8429003021148036,Human-Easy,0.1570996978851964,EeDi
1220,46,28,0.6086956521739131,Human-Mid,0.3913043478260869,EeDi
1221,573,397,0.6928446771378709,Human-Mid,0.3071553228621291,EeDi
1222,91,64,0.7032967032967034,Human-Mid,0.2967032967032966,EeDi
1223,967,712,0.7362978283350569,Human-Mid,0.2637021716649431,EeDi
1224,1103,476,0.4315503173164098,Human-Mid,0.5684496826835902,EeDi
1225,2187,997,0.4558756287151349,Human-Mid,0.5441243712848651,EeDi
1226,1484,910,0.6132075471698113,Human-Mid,0.3867924528301887,EeDi
1227,115,79,0.6869565217391305,Human-Mid,0.3130434782608695,EeDi
1228,89,77,0.8651685393258427,Human-Easy,0.1348314606741573,EeDi
1229,142,58,0.4084507042253521,Human-Mid,0.5915492957746479,EeDi
1230,82,32,0.3902439024390244,Human-Hard,0.6097560975609756,EeDi
1231,48,22,0.4583333333333333,Human-Mid,0.5416666666666667,EeDi
1232,345,172,0.4985507246376812,Human-Mid,0.5014492753623188,EeDi
1233,945,695,0.7354497354497355,Human-Mid,0.2645502645502645,EeDi
1234,247,178,0.7206477732793523,Human-Mid,0.2793522267206477,EeDi
1235,1282,722,0.5631825273010921,Human-Mid,0.4368174726989079,EeDi
1236,145,127,0.8758620689655172,Human-Easy,0.1241379310344827,EeDi
1237,145,62,0.4275862068965517,Human-Mid,0.5724137931034483,EeDi
1238,157,144,0.9171974522292994,Human-Easy,0.0828025477707006,EeDi
1239,272,162,0.5955882352941176,Human-Mid,0.4044117647058823,EeDi
1240,65,50,0.7692307692307693,Human-Mid,0.2307692307692307,EeDi
1241,58,45,0.7758620689655172,Human-Mid,0.2241379310344827,EeDi
1242,266,188,0.706766917293233,Human-Mid,0.2932330827067669,EeDi
1243,531,488,0.9190207156308852,Human-Easy,0.0809792843691148,EeDi
1244,290,170,0.5862068965517241,Human-Mid,0.4137931034482759,EeDi
1245,137,94,0.6861313868613139,Human-Mid,0.3138686131386861,EeDi
1246,2456,952,0.3876221498371335,Human-Hard,0.6123778501628665,EeDi
1247,121,86,0.7107438016528925,Human-Mid,0.2892561983471075,EeDi
1248,262,222,0.8473282442748091,Human-Easy,0.1526717557251908,EeDi
1249,2230,1798,0.8062780269058296,Human-Easy,0.1937219730941703,EeDi
1250,1303,783,0.6009209516500383,Human-Mid,0.3990790483499616,EeDi
1251,128,92,0.71875,Human-Mid,0.28125,EeDi
1252,1156,682,0.5899653979238755,Human-Mid,0.4100346020761245,EeDi
1253,454,374,0.8237885462555066,Human-Easy,0.1762114537444934,EeDi
1254,233,188,0.8068669527896996,Human-Easy,0.1931330472103004,EeDi
1255,1364,830,0.6085043988269795,Human-Mid,0.3914956011730205,EeDi
1256,64,39,0.609375,Human-Mid,0.390625,EeDi
1257,234,167,0.7136752136752137,Human-Mid,0.2863247863247863,EeDi
1258,1847,955,0.5170546832701678,Human-Mid,0.4829453167298322,EeDi
1259,1884,1059,0.5621019108280255,Human-Mid,0.4378980891719745,EeDi
1260,1327,1120,0.8440090429540317,Human-Easy,0.1559909570459683,EeDi
1261,391,316,0.8081841432225064,Human-Easy,0.1918158567774935,EeDi
1262,137,84,0.6131386861313869,Human-Mid,0.3868613138686131,EeDi
1263,61,51,0.8360655737704918,Human-Easy,0.1639344262295081,EeDi
1264,515,413,0.8019417475728156,Human-Easy,0.1980582524271844,EeDi
1265,91,80,0.8791208791208791,Human-Easy,0.1208791208791209,EeDi
1266,439,357,0.8132118451025057,Human-Easy,0.1867881548974943,EeDi
1267,102,47,0.4607843137254901,Human-Mid,0.5392156862745099,EeDi
1268,206,104,0.5048543689320388,Human-Mid,0.4951456310679611,EeDi
1269,88,74,0.8409090909090909,Human-Easy,0.159090909090909,EeDi
1270,210,123,0.5857142857142857,Human-Mid,0.4142857142857142,EeDi
1271,844,533,0.6315165876777251,Human-Mid,0.3684834123222749,EeDi
1272,87,27,0.3103448275862069,Human-Hard,0.6896551724137931,EeDi
1273,213,172,0.8075117370892019,Human-Easy,0.1924882629107981,EeDi
1274,582,433,0.7439862542955327,Human-Mid,0.2560137457044673,EeDi
1275,326,242,0.7423312883435583,Human-Mid,0.2576687116564417,EeDi
1276,521,449,0.8618042226487524,Human-Easy,0.1381957773512475,EeDi
1277,85,53,0.6235294117647059,Human-Mid,0.3764705882352941,EeDi
1278,98,82,0.8367346938775511,Human-Easy,0.1632653061224489,EeDi
1279,56,31,0.5535714285714286,Human-Mid,0.4464285714285714,EeDi
1280,263,136,0.5171102661596958,Human-Mid,0.4828897338403042,EeDi
1281,779,395,0.5070603337612324,Human-Mid,0.4929396662387676,EeDi
1282,129,90,0.6976744186046512,Human-Mid,0.3023255813953488,EeDi
1283,54,47,0.8703703703703703,Human-Easy,0.1296296296296296,EeDi
1284,1518,1190,0.7839262187088274,Human-Mid,0.2160737812911726,EeDi
1285,592,368,0.6216216216216216,Human-Mid,0.3783783783783784,EeDi
1286,613,375,0.6117455138662317,Human-Mid,0.3882544861337683,EeDi
1287,73,49,0.6712328767123288,Human-Mid,0.3287671232876712,EeDi
1288,350,298,0.8514285714285714,Human-Easy,0.1485714285714285,EeDi
1289,94,86,0.9148936170212766,Human-Easy,0.0851063829787234,EeDi
1290,115,79,0.6869565217391305,Human-Mid,0.3130434782608695,EeDi
1291,933,713,0.7642015005359056,Human-Mid,0.2357984994640943,EeDi
1292,48,30,0.625,Human-Mid,0.375,EeDi
1293,79,54,0.6835443037974683,Human-Mid,0.3164556962025316,EeDi
1294,217,193,0.8894009216589862,Human-Easy,0.1105990783410137,EeDi
1295,571,312,0.5464098073555166,Human-Mid,0.4535901926444834,EeDi
1296,119,80,0.6722689075630253,Human-Mid,0.3277310924369747,EeDi
1297,683,456,0.6676427525622255,Human-Mid,0.3323572474377745,EeDi
1298,55,40,0.7272727272727273,Human-Mid,0.2727272727272727,EeDi
1299,2302,1743,0.7571676802780191,Human-Mid,0.2428323197219809,EeDi
1300,508,294,0.5787401574803149,Human-Mid,0.421259842519685,EeDi
1301,157,82,0.5222929936305732,Human-Mid,0.4777070063694267,EeDi
1302,104,81,0.7788461538461539,Human-Mid,0.2211538461538461,EeDi
1303,1147,833,0.7262423714036618,Human-Mid,0.2737576285963382,EeDi
1304,576,351,0.609375,Human-Mid,0.390625,EeDi
1305,644,340,0.5279503105590062,Human-Mid,0.4720496894409938,EeDi
1306,531,429,0.807909604519774,Human-Easy,0.192090395480226,EeDi
1307,831,622,0.7484957882069796,Human-Mid,0.2515042117930204,EeDi
1308,106,52,0.490566037735849,Human-Mid,0.5094339622641509,EeDi
1309,185,120,0.6486486486486487,Human-Mid,0.3513513513513513,EeDi
1310,693,334,0.481962481962482,Human-Mid,0.5180375180375181,EeDi
1311,139,109,0.7841726618705036,Human-Mid,0.2158273381294964,EeDi
1312,1829,1562,0.854018589393111,Human-Easy,0.1459814106068889,EeDi
1313,52,40,0.7692307692307693,Human-Mid,0.2307692307692307,EeDi
1314,206,145,0.7038834951456311,Human-Mid,0.2961165048543689,EeDi
1315,71,58,0.8169014084507042,Human-Easy,0.1830985915492957,EeDi
1316,913,356,0.3899233296823658,Human-Hard,0.6100766703176341,EeDi
1317,746,590,0.7908847184986595,Human-Mid,0.2091152815013405,EeDi
1318,48,26,0.5416666666666666,Human-Mid,0.4583333333333333,EeDi
1319,830,374,0.4506024096385542,Human-Mid,0.5493975903614459,EeDi
1320,1270,705,0.5551181102362205,Human-Mid,0.4448818897637795,EeDi
1321,431,149,0.345707656612529,Human-Hard,0.654292343387471,EeDi
1322,70,65,0.9285714285714286,Human-Easy,0.0714285714285714,EeDi
1323,132,74,0.5606060606060606,Human-Mid,0.4393939393939394,EeDi
1324,59,42,0.711864406779661,Human-Mid,0.288135593220339,EeDi
1325,95,74,0.7789473684210526,Human-Mid,0.2210526315789474,EeDi
1326,106,75,0.7075471698113207,Human-Mid,0.2924528301886793,EeDi
1327,456,320,0.7017543859649122,Human-Mid,0.2982456140350877,EeDi
1328,1352,678,0.5014792899408284,Human-Mid,0.4985207100591716,EeDi
1329,226,166,0.7345132743362832,Human-Mid,0.2654867256637168,EeDi
1330,276,190,0.6884057971014492,Human-Mid,0.3115942028985508,EeDi
1331,638,365,0.5721003134796239,Human-Mid,0.4278996865203761,EeDi
1332,2588,1454,0.5618238021638331,Human-Mid,0.4381761978361669,EeDi
1333,147,123,0.8367346938775511,Human-Easy,0.1632653061224489,EeDi
1334,1810,1512,0.8353591160220994,Human-Easy,0.1646408839779005,EeDi
1335,927,715,0.7713052858683926,Human-Mid,0.2286947141316073,EeDi
1336,1042,857,0.8224568138195777,Human-Easy,0.1775431861804223,EeDi
1337,122,96,0.7868852459016393,Human-Mid,0.2131147540983606,EeDi
1338,49,47,0.9591836734693876,Human-Easy,0.0408163265306122,EeDi
1339,2840,2012,0.7084507042253522,Human-Mid,0.2915492957746478,EeDi
1340,56,44,0.7857142857142857,Human-Mid,0.2142857142857143,EeDi
1341,552,444,0.8043478260869565,Human-Easy,0.1956521739130434,EeDi
1342,145,81,0.5586206896551724,Human-Mid,0.4413793103448276,EeDi
1343,274,151,0.551094890510949,Human-Mid,0.448905109489051,EeDi
1344,188,125,0.6648936170212766,Human-Mid,0.3351063829787234,EeDi
1345,63,50,0.7936507936507936,Human-Mid,0.2063492063492064,EeDi
1346,1588,1038,0.6536523929471033,Human-Mid,0.3463476070528967,EeDi
1347,1026,641,0.6247563352826511,Human-Mid,0.3752436647173489,EeDi
1348,285,170,0.5964912280701754,Human-Mid,0.4035087719298246,EeDi
1349,540,334,0.6185185185185185,Human-Mid,0.3814814814814815,EeDi
1350,2321,1233,0.5312365359758725,Human-Mid,0.4687634640241275,EeDi
1351,120,85,0.7083333333333334,Human-Mid,0.2916666666666666,EeDi
1352,707,419,0.5926449787835927,Human-Mid,0.4073550212164073,EeDi
1353,173,87,0.5028901734104047,Human-Mid,0.4971098265895953,EeDi
1354,461,325,0.7049891540130152,Human-Mid,0.2950108459869848,EeDi
1355,794,478,0.6020151133501259,Human-Mid,0.3979848866498741,EeDi
1356,264,220,0.8333333333333334,Human-Easy,0.1666666666666666,EeDi
1357,213,143,0.6713615023474179,Human-Mid,0.3286384976525821,EeDi
1358,2757,2237,0.8113891911498005,Human-Easy,0.1886108088501995,EeDi
1359,62,31,0.5,Human-Mid,0.5,EeDi
1360,1198,730,0.6093489148580968,Human-Mid,0.3906510851419031,EeDi
1361,59,29,0.4915254237288136,Human-Mid,0.5084745762711864,EeDi
1362,113,85,0.7522123893805309,Human-Mid,0.247787610619469,EeDi
1363,109,69,0.6330275229357798,Human-Mid,0.3669724770642202,EeDi
1364,56,36,0.6428571428571429,Human-Mid,0.3571428571428571,EeDi
1365,153,123,0.803921568627451,Human-Easy,0.196078431372549,EeDi
1366,60,47,0.7833333333333333,Human-Mid,0.2166666666666666,EeDi
1367,340,280,0.8235294117647058,Human-Easy,0.1764705882352941,EeDi
1368,861,452,0.5249709639953543,Human-Mid,0.4750290360046457,EeDi
1369,173,109,0.630057803468208,Human-Mid,0.3699421965317919,EeDi
1370,706,496,0.7025495750708215,Human-Mid,0.2974504249291785,EeDi
1371,481,245,0.5093555093555093,Human-Mid,0.4906444906444906,EeDi
1372,73,35,0.4794520547945205,Human-Mid,0.5205479452054795,EeDi
1373,866,371,0.4284064665127021,Human-Mid,0.5715935334872979,EeDi
1374,88,75,0.8522727272727273,Human-Easy,0.1477272727272727,EeDi
1375,362,312,0.861878453038674,Human-Easy,0.1381215469613259,EeDi
1376,43,20,0.4651162790697674,Human-Mid,0.5348837209302326,EeDi
1377,601,391,0.6505823627287853,Human-Mid,0.3494176372712146,EeDi
1378,1371,831,0.6061269146608315,Human-Mid,0.3938730853391685,EeDi
1379,4044,1857,0.4591988130563798,Human-Mid,0.5408011869436202,EeDi
1380,76,55,0.7236842105263158,Human-Mid,0.2763157894736842,EeDi
1381,50,44,0.88,Human-Easy,0.12,EeDi
1382,67,40,0.5970149253731343,Human-Mid,0.4029850746268657,EeDi
1383,4825,2541,0.5266321243523316,Human-Mid,0.4733678756476683,EeDi
1384,43,17,0.3953488372093023,Human-Hard,0.6046511627906976,EeDi
1385,295,225,0.7627118644067796,Human-Mid,0.2372881355932203,EeDi
1386,133,74,0.556390977443609,Human-Mid,0.443609022556391,EeDi
1387,779,351,0.4505776636713735,Human-Mid,0.5494223363286265,EeDi
1388,46,30,0.6521739130434783,Human-Mid,0.3478260869565217,EeDi
1389,1227,984,0.8019559902200489,Human-Easy,0.198044009779951,EeDi
1390,103,29,0.2815533980582524,Human-Hard,0.7184466019417476,EeDi
1391,289,171,0.5916955017301038,Human-Mid,0.4083044982698962,EeDi
1392,567,252,0.4444444444444444,Human-Mid,0.5555555555555556,EeDi
1393,54,48,0.8888888888888888,Human-Easy,0.1111111111111111,EeDi
1394,105,61,0.580952380952381,Human-Mid,0.419047619047619,EeDi
1395,1534,1188,0.7744458930899609,Human-Mid,0.225554106910039,EeDi
1396,61,28,0.4590163934426229,Human-Mid,0.540983606557377,EeDi
1397,145,129,0.8896551724137931,Human-Easy,0.1103448275862069,EeDi
1398,106,64,0.6037735849056604,Human-Mid,0.3962264150943396,EeDi
1399,683,459,0.6720351390922401,Human-Mid,0.3279648609077599,EeDi
1400,196,99,0.5051020408163265,Human-Mid,0.4948979591836735,EeDi
1401,79,67,0.8481012658227848,Human-Easy,0.1518987341772152,EeDi
1402,202,189,0.9356435643564356,Human-Easy,0.0643564356435643,EeDi
1403,2150,1591,0.74,Human-Mid,0.26,EeDi
1404,53,23,0.4339622641509434,Human-Mid,0.5660377358490566,EeDi
1405,598,170,0.2842809364548495,Human-Hard,0.7157190635451505,EeDi
1406,57,33,0.5789473684210527,Human-Mid,0.4210526315789473,EeDi
1407,701,499,0.7118402282453637,Human-Mid,0.2881597717546362,EeDi
1408,672,424,0.6309523809523809,Human-Mid,0.369047619047619,EeDi
1409,70,34,0.4857142857142857,Human-Mid,0.5142857142857142,EeDi
1410,139,99,0.7122302158273381,Human-Mid,0.2877697841726618,EeDi
1411,213,179,0.8403755868544601,Human-Easy,0.1596244131455398,EeDi
1412,276,225,0.8152173913043478,Human-Easy,0.1847826086956522,EeDi
1413,456,330,0.7236842105263158,Human-Mid,0.2763157894736842,EeDi
1414,848,476,0.5613207547169812,Human-Mid,0.4386792452830188,EeDi
1415,927,515,0.5555555555555556,Human-Mid,0.4444444444444444,EeDi
1416,818,610,0.7457212713936431,Human-Mid,0.2542787286063569,EeDi
1417,1191,672,0.5642317380352645,Human-Mid,0.4357682619647355,EeDi
1418,1785,1423,0.7971988795518208,Human-Mid,0.2028011204481792,EeDi
1419,102,96,0.9411764705882352,Human-Easy,0.0588235294117647,EeDi
1420,137,77,0.5620437956204379,Human-Mid,0.437956204379562,EeDi
1421,1456,1096,0.7527472527472527,Human-Mid,0.2472527472527472,EeDi
1422,72,43,0.5972222222222222,Human-Mid,0.4027777777777778,EeDi
1423,52,48,0.9230769230769232,Human-Easy,0.0769230769230768,EeDi
1424,101,37,0.3663366336633663,Human-Hard,0.6336633663366337,EeDi
1425,534,408,0.7640449438202247,Human-Mid,0.2359550561797753,EeDi
1426,71,28,0.3943661971830985,Human-Hard,0.6056338028169015,EeDi
1427,101,77,0.7623762376237624,Human-Mid,0.2376237623762376,EeDi
1428,1345,748,0.5561338289962825,Human-Mid,0.4438661710037175,EeDi
1429,599,241,0.4023372287145242,Human-Mid,0.5976627712854758,EeDi
1430,462,299,0.6471861471861472,Human-Mid,0.3528138528138528,EeDi
1431,97,80,0.8247422680412371,Human-Easy,0.1752577319587629,EeDi
1432,66,58,0.8787878787878788,Human-Easy,0.1212121212121212,EeDi
1433,78,55,0.7051282051282052,Human-Mid,0.2948717948717948,EeDi
1434,1587,927,0.5841209829867675,Human-Mid,0.4158790170132325,EeDi
1435,787,620,0.7878017789072427,Human-Mid,0.2121982210927573,EeDi
1436,133,131,0.9849624060150376,Human-Easy,0.0150375939849624,EeDi
1437,943,758,0.8038176033934252,Human-Easy,0.1961823966065747,EeDi
1438,50,42,0.84,Human-Easy,0.16,EeDi
1439,126,65,0.5158730158730159,Human-Mid,0.4841269841269841,EeDi
1440,81,56,0.691358024691358,Human-Mid,0.308641975308642,EeDi
1441,1578,929,0.5887198986058302,Human-Mid,0.4112801013941698,EeDi
1442,75,51,0.68,Human-Mid,0.3199999999999999,EeDi
1443,89,66,0.7415730337078652,Human-Mid,0.2584269662921348,EeDi
1444,462,326,0.7056277056277056,Human-Mid,0.2943722943722944,EeDi
1445,424,271,0.6391509433962265,Human-Mid,0.3608490566037735,EeDi
1446,635,298,0.4692913385826772,Human-Mid,0.5307086614173229,EeDi
1447,365,202,0.5534246575342465,Human-Mid,0.4465753424657535,EeDi
1448,491,313,0.6374745417515275,Human-Mid,0.3625254582484725,EeDi
1449,100,77,0.77,Human-Mid,0.2299999999999999,EeDi
1450,75,19,0.2533333333333333,Human-Hard,0.7466666666666666,EeDi
1451,156,111,0.7115384615384616,Human-Mid,0.2884615384615384,EeDi
1452,122,77,0.6311475409836066,Human-Mid,0.3688524590163934,EeDi
1453,276,160,0.5797101449275363,Human-Mid,0.4202898550724637,EeDi
1454,800,556,0.695,Human-Mid,0.305,EeDi
1455,2487,1673,0.6726980297547246,Human-Mid,0.3273019702452754,EeDi
1456,1189,668,0.5618166526492852,Human-Mid,0.4381833473507148,EeDi
1457,1057,678,0.641438032166509,Human-Mid,0.358561967833491,EeDi
1458,1505,1304,0.8664451827242525,Human-Easy,0.1335548172757474,EeDi
1459,50,33,0.66,Human-Mid,0.3399999999999999,EeDi
1460,360,226,0.6277777777777778,Human-Mid,0.3722222222222222,EeDi
1461,194,146,0.7525773195876289,Human-Mid,0.2474226804123711,EeDi
1462,1709,1273,0.7448800468110006,Human-Mid,0.2551199531889994,EeDi
1463,3637,1689,0.464393731097058,Human-Mid,0.5356062689029419,EeDi
1464,201,158,0.7860696517412935,Human-Mid,0.2139303482587065,EeDi
1465,1069,499,0.4667913938260056,Human-Mid,0.5332086061739945,EeDi
1466,63,52,0.8253968253968254,Human-Easy,0.1746031746031746,EeDi
1467,52,51,0.9807692307692308,Human-Easy,0.0192307692307692,EeDi
1468,335,242,0.7223880597014926,Human-Mid,0.2776119402985074,EeDi
1469,384,327,0.8515625,Human-Easy,0.1484375,EeDi
1470,177,160,0.903954802259887,Human-Easy,0.096045197740113,EeDi
1471,58,48,0.8275862068965517,Human-Easy,0.1724137931034483,EeDi
1472,1433,716,0.4996510816468946,Human-Mid,0.5003489183531054,EeDi
1473,81,64,0.7901234567901234,Human-Mid,0.2098765432098766,EeDi
1474,40,28,0.7,Human-Mid,0.3,EeDi
1475,248,136,0.5483870967741935,Human-Mid,0.4516129032258065,EeDi
1476,81,55,0.6790123456790124,Human-Mid,0.3209876543209876,EeDi
1477,305,215,0.7049180327868853,Human-Mid,0.2950819672131147,EeDi
1478,47,46,0.9787234042553192,Human-Easy,0.0212765957446808,EeDi
1479,209,158,0.7559808612440191,Human-Mid,0.2440191387559809,EeDi
1480,2782,2210,0.794392523364486,Human-Mid,0.205607476635514,EeDi
1481,102,75,0.7352941176470589,Human-Mid,0.2647058823529411,EeDi
1482,43,27,0.627906976744186,Human-Mid,0.3720930232558139,EeDi
1483,74,61,0.8243243243243243,Human-Easy,0.1756756756756756,EeDi
1484,391,243,0.6214833759590793,Human-Mid,0.3785166240409207,EeDi
1485,69,26,0.3768115942028985,Human-Hard,0.6231884057971014,EeDi
1486,129,115,0.8914728682170543,Human-Easy,0.1085271317829457,EeDi
1487,170,148,0.8705882352941177,Human-Easy,0.1294117647058823,EeDi
1488,783,603,0.7701149425287356,Human-Mid,0.2298850574712644,EeDi
1489,678,488,0.7197640117994101,Human-Mid,0.2802359882005899,EeDi
1490,591,376,0.6362098138747885,Human-Mid,0.3637901861252115,EeDi
1491,655,487,0.7435114503816794,Human-Mid,0.2564885496183205,EeDi
1492,748,570,0.7620320855614974,Human-Mid,0.2379679144385026,EeDi
1493,1822,1264,0.6937431394072447,Human-Mid,0.3062568605927552,EeDi
1494,1258,839,0.6669316375198728,Human-Mid,0.3330683624801271,EeDi
1495,53,27,0.5094339622641509,Human-Mid,0.490566037735849,EeDi
1496,101,80,0.7920792079207921,Human-Mid,0.2079207920792078,EeDi
1497,1739,1044,0.6003450258769407,Human-Mid,0.3996549741230593,EeDi
1498,985,830,0.8426395939086294,Human-Easy,0.1573604060913705,EeDi
1499,1907,978,0.5128474042999476,Human-Mid,0.4871525957000524,EeDi
1500,206,166,0.8058252427184466,Human-Easy,0.1941747572815534,EeDi
1501,826,624,0.7554479418886199,Human-Mid,0.2445520581113801,EeDi
1502,258,181,0.7015503875968992,Human-Mid,0.2984496124031007,EeDi
1503,144,75,0.5208333333333334,Human-Mid,0.4791666666666666,EeDi
1504,374,344,0.9197860962566844,Human-Easy,0.0802139037433155,EeDi
1505,380,315,0.8289473684210527,Human-Easy,0.1710526315789473,EeDi
1506,223,178,0.7982062780269058,Human-Mid,0.2017937219730942,EeDi
1507,464,371,0.7995689655172413,Human-Mid,0.2004310344827586,EeDi
1508,95,80,0.8421052631578947,Human-Easy,0.1578947368421053,EeDi
1509,1050,484,0.4609523809523809,Human-Mid,0.539047619047619,EeDi
1510,91,68,0.7472527472527473,Human-Mid,0.2527472527472527,EeDi
1511,131,99,0.7557251908396947,Human-Mid,0.2442748091603053,EeDi
1512,437,308,0.7048054919908466,Human-Mid,0.2951945080091533,EeDi
1513,123,84,0.6829268292682927,Human-Mid,0.3170731707317072,EeDi
1514,270,222,0.8222222222222222,Human-Easy,0.1777777777777778,EeDi
1515,73,56,0.7671232876712328,Human-Mid,0.2328767123287671,EeDi
1516,45,35,0.7777777777777778,Human-Mid,0.2222222222222222,EeDi
1517,749,521,0.6955941255006676,Human-Mid,0.3044058744993324,EeDi
1518,1300,582,0.4476923076923076,Human-Mid,0.5523076923076924,EeDi
1519,122,86,0.7049180327868853,Human-Mid,0.2950819672131147,EeDi
1520,59,20,0.3389830508474576,Human-Hard,0.6610169491525424,EeDi
1521,308,201,0.6525974025974026,Human-Mid,0.3474025974025974,EeDi
1522,1537,841,0.5471698113207547,Human-Mid,0.4528301886792453,EeDi
1523,48,26,0.5416666666666666,Human-Mid,0.4583333333333333,EeDi
1524,55,44,0.8,Human-Easy,0.1999999999999999,EeDi
1525,105,57,0.5428571428571428,Human-Mid,0.4571428571428572,EeDi
1526,741,436,0.5883940620782726,Human-Mid,0.4116059379217274,EeDi
1527,69,60,0.8695652173913043,Human-Easy,0.1304347826086956,EeDi
1528,95,60,0.631578947368421,Human-Mid,0.368421052631579,EeDi
1529,97,84,0.865979381443299,Human-Easy,0.134020618556701,EeDi
1530,1367,1003,0.733723482077542,Human-Mid,0.266276517922458,EeDi
1531,111,51,0.4594594594594595,Human-Mid,0.5405405405405406,EeDi
1532,655,348,0.5312977099236641,Human-Mid,0.4687022900763359,EeDi
1533,1362,843,0.6189427312775331,Human-Mid,0.3810572687224669,EeDi
1534,1299,1052,0.8098537336412626,Human-Easy,0.1901462663587374,EeDi
1535,467,303,0.6488222698072805,Human-Mid,0.3511777301927195,EeDi
