question_id,n_votes,consensus_status,consensus_option,llm_correct
high14384.txt_q0,3,consensus,B,1
high14384.txt_q1,3,consensus,A,1
high14384.txt_q2,3,consensus,D,1
high14410.txt_q0,3,consensus,A,1
high14410.txt_q1,3,consensus,B,1
high14410.txt_q2,3,consensus,C,1
high14416.txt_q0,3,consensus,C,1
high14416.txt_q1,3,consensus,D,1
high14416.txt_q2,3,consensus,D,1
high14416.txt_q3,3,consensus,B,1
high1443.txt_q0,3,consensus,D,1
high1443.txt_q1,3,consensus,B,1
high1443.txt_q2,3,consensus,D,1
high1443.txt_q3,3,consensus,C,1
high1443.txt_q4,3,consensus,C,0
high14441.txt_q0,3,consensus,B,1
high14441.txt_q1,3,consensus,B,1
high14441.txt_q2,3,consensus,C,1
high14448.txt_q0,3,consensus,B,1
high14448.txt_q1,3,consensus,A,1
high14448.txt_q2,3,consensus,C,1
high14500.txt_q0,3,consensus,D,1
high14500.txt_q1,3,consensus,D,1
high14500.txt_q2,3,consensus,C,1
high14518.txt_q0,3,consensus,B,1
high14518.txt_q1,3,consensus,A,1
high14518.txt_q2,3,consensus,C,1
high14518.txt_q3,3,consensus,D,1
high14520.txt_q0,3,consensus,C,1
high14520.txt_q1,3,consensus,D,1
high14520.txt_q2,3,consensus,B,1
high14529.txt_q0,3,consensus,B,1
high14529.txt_q1,3,consensus,D,1
high14529.txt_q2,3,consensus,D,1
high14547.txt_q0,3,consensus,D,1
high14547.txt_q1,3,consensus,B,1
high14573.txt_q0,3,consensus,B,1
high14573.txt_q1,3,consensus,C,1
high14573.txt_q2,3,consensus,C,1
high14573.txt_q3,3,consensus,C,0
high14584.txt_q0,3,consensus,B,1
high14584.txt_q1,3,consensus,A,0
high14584.txt_q2,3,consensus,C,1
high14600.txt_q0,3,consensus,D,0
high14600.txt_q1,3,consensus,D,1
high14600.txt_q2,3,consensus,A,1
high14600.txt_q3,3,consensus,A,0
high14600.txt_q4,3,consensus,C,1
high14659.txt_q0,3,consensus,C,1
high14659.txt_q1,3,consensus,C,1
high14746.txt_q0,3,consensus,B,1
high14746.txt_q1,3,consensus,C,1
high14746.txt_q2,3,consensus,D,1
high14768.txt_q0,3,consensus,B,1
high14768.txt_q1,3,consensus,A,1
high14768.txt_q2,3,consensus,D,1
high14781.txt_q0,3,consensus,C,1
high14781.txt_q1,3,consensus,C,1
high14781.txt_q2,3,consensus,B,1
high14792.txt_q0,3,consensus,C,1
high14792.txt_q1,3,consensus,C,1
high14792.txt_q2,3,consensus,D,1
high14807.txt_q0,3,consensus,C,1
high14807.txt_q1,3,consensus,A,1
high1481.txt_q0,3,consensus,A,1
high1481.txt_q1,3,consensus,D,1
high1481.txt_q2,3,consensus,A,0
high1481.txt_q3,3,consensus,D,1
high14818.txt_q0,3,consensus,A,1
high14818.txt_q1,3,consensus,C,1
high14818.txt_q2,3,consensus,B,1
high14841.txt_q0,3,consensus,D,1
high14841.txt_q1,3,consensus,A,0
high14841.txt_q2,3,consensus,A,1
high14855.txt_q0,3,consensus,A,1
high14855.txt_q1,3,consensus,D,1
high14855.txt_q2,3,consensus,B,1
high14855.txt_q3,3,consensus,A,1
high14873.txt_q0,3,consensus,B,1
high14873.txt_q1,3,consensus,D,1
high14873.txt_q2,3,consensus,A,1
high14886.txt_q0,3,consensus,B,1
high14886.txt_q1,3,consensus,C,1
high14886.txt_q2,3,consensus,D,1
high14886.txt_q3,3,consensus,C,1
high14903.txt_q0,3,consensus,A,1
high14903.txt_q1,3,consensus,A,1
high1491.txt_q0,3,consensus,C,1
high1491.txt_q1,3,consensus,D,1
high1491.txt_q2,3,consensus,C,1
high1491.txt_q3,3,consensus,A,1
high14910.txt_q0,3,consensus,D,1
high14910.txt_q1,3,consensus,B,1
high14910.txt_q2,3,consensus,A,1
high14933.txt_q0,3,consensus,D,1
high14933.txt_q1,3,consensus,C,1
high14933.txt_q2,3,consensus,D,1
high14948.txt_q0,3,consensus,B,1
high14948.txt_q1,3,consensus,D,1
high14948.txt_q2,3,consensus,A,1
high14962.txt_q0,3,consensus,B,1
high14962.txt_q1,3,consensus,C,1
high14962.txt_q2,3,consensus,D,1
high14989.txt_q0,3,consensus,A,1
high14989.txt_q1,3,consensus,D,1
high14989.txt_q2,3,consensus,B,1
high1500.txt_q0,3,consensus,B,1
high1500.txt_q1,3,consensus,B,0
high1500.txt_q2,3,consensus,B,1
high15012.txt_q0,3,consensus,C,1
high15012.txt_q1,3,consensus,B,1
high15012.txt_q2,3,consensus,B,1
high15018.txt_q0,3,consensus,D,1
high15018.txt_q1,3,consensus,B,1
high15028.txt_q0,3,consensus,D,1
high15028.txt_q1,3,consensus,C,1
high15028.txt_q2,3,consensus,A,1
high15042.txt_q0,3,consensus,D,1
high15042.txt_q1,3,consensus,C,1
high15042.txt_q2,3,consensus,A,1
high15054.txt_q0,3,consensus,B,1
high15054.txt_q1,3,consensus,D,1
high15054.txt_q2,3,consensus,A,1
high15088.txt_q0,3,consensus,C,1
high15088.txt_q1,3,consensus,B,0
high15104.txt_q0,3,consensus,C,1
high15104.txt_q1,3,consensus,D,1
high15104.txt_q2,3,consensus,D,1
high15104.txt_q3,3,consensus,B,1
high15131.txt_q0,3,consensus,C,1
high15131.txt_q1,3,consensus,B,1
high15131.txt_q2,3,consensus,C,1
high15182.txt_q0,3,consensus,A,1
high15182.txt_q1,3,consensus,C,1
high15182.txt_q2,3,consensus,A,1
high15182.txt_q3,3,consensus,B,1
high15194.txt_q0,3,consensus,B,1
high15194.txt_q1,3,consensus,B,0
high15194.txt_q2,3,consensus,D,1
high15194.txt_q3,3,consensus,D,1
high15208.txt_q0,3,consensus,B,1
high15208.txt_q1,3,consensus,C,1
high15224.txt_q0,3,consensus,C,1
high15224.txt_q1,3,consensus,D,1
high15224.txt_q2,3,consensus,A,1
high15231.txt_q0,3,consensus,B,1
high15231.txt_q1,3,consensus,A,1
high15240.txt_q0,3,consensus,C,1
high15240.txt_q1,3,consensus,B,1
high15240.txt_q2,3,consensus,A,1
high15297.txt_q0,3,consensus,D,0
high15297.txt_q1,3,consensus,B,1
high15297.txt_q2,3,consensus,D,1
high15297.txt_q3,3,consensus,D,1
high15327.txt_q0,3,consensus,B,1
high15327.txt_q1,3,consensus,D,1
high15327.txt_q2,3,consensus,A,1
high15329.txt_q0,3,consensus,D,1
high15329.txt_q1,3,consensus,B,1
high15329.txt_q2,3,consensus,D,1
high15329.txt_q3,3,consensus,A,1
high15329.txt_q4,3,consensus,C,1
high15347.txt_q0,3,consensus,C,1
high15347.txt_q1,3,consensus,A,1
high15347.txt_q2,3,consensus,A,1
high15404.txt_q0,3,consensus,B,1
high15404.txt_q1,3,consensus,C,1
high15404.txt_q2,3,consensus,D,1
high15409.txt_q0,3,consensus,D,1
high15409.txt_q1,3,consensus,B,0
high15409.txt_q2,3,consensus,B,1
high15418.txt_q0,3,consensus,D,1
high15418.txt_q1,3,consensus,C,1
high15418.txt_q2,3,consensus,C,1
high15418.txt_q3,3,consensus,A,1
high15432.txt_q0,3,consensus,D,1
high15432.txt_q1,3,consensus,A,1
high15432.txt_q2,3,consensus,D,0
high15432.txt_q3,3,consensus,C,1
high15443.txt_q0,3,consensus,C,1
high15443.txt_q1,3,consensus,B,1
high15443.txt_q2,3,consensus,C,1
high15443.txt_q3,3,consensus,A,1
high15443.txt_q4,3,consensus,D,1
high15447.txt_q0,3,consensus,B,1
high15447.txt_q1,3,consensus,B,1
high15447.txt_q2,3,consensus,C,1
high15447.txt_q3,3,consensus,A,1
high15447.txt_q4,3,consensus,D,1
high15454.txt_q0,3,consensus,D,1
high15454.txt_q1,3,consensus,B,1
high15454.txt_q2,3,consensus,D,1
high15454.txt_q3,3,consensus,B,1
high15454.txt_q4,3,consensus,C,1
high15510.txt_q0,3,consensus,D,1
high15510.txt_q1,3,consensus,D,1
high15510.txt_q2,3,consensus,C,1
high15510.txt_q3,3,consensus,A,1
high15511.txt_q0,3,consensus,C,1
high15511.txt_q1,3,consensus,A,1
high15511.txt_q2,3,consensus,C,1
high15511.txt_q3,3,consensus,D,1
high15544.txt_q0,3,consensus,A,1
high15544.txt_q1,3,consensus,A,1
high15544.txt_q2,3,consensus,B,1
high15572.txt_q0,3,consensus,C,1
high15572.txt_q1,3,consensus,C,1
high15572.txt_q2,3,consensus,B,1
high15572.txt_q3,3,consensus,D,1
high15586.txt_q0,3,consensus,B,1
high15586.txt_q1,3,consensus,C,1
high15586.txt_q2,3,consensus,D,1
high15586.txt_q3,3,consensus,C,1
high15608.txt_q0,3,consensus,D,1
high15608.txt_q1,3,consensus,A,1
high15608.txt_q2,3,consensus,B,1
high15610.txt_q0,3,consensus,B,1
high15610.txt_q1,3,consensus,D,1
high15610.txt_q2,3,consensus,D,1
high15616.txt_q0,3,consensus,B,1
high15616.txt_q1,3,consensus,A,1
high15616.txt_q2,3,consensus,B,1
high15616.txt_q3,3,consensus,C,1
high15625.txt_q0,3,consensus,D,1
high15625.txt_q1,3,consensus,C,1
high15625.txt_q2,3,consensus,A,1
high15625.txt_q3,3,consensus,B,1
high15661.txt_q0,3,consensus,D,1
high15661.txt_q1,3,consensus,C,1
high15661.txt_q2,3,consensus,B,1
high15661.txt_q3,3,consensus,A,1
high15668.txt_q0,3,consensus,D,1
high15668.txt_q1,3,consensus,C,1
high15668.txt_q2,3,consensus,B,1
high15675.txt_q0,3,consensus,A,1
high15675.txt_q1,3,consensus,D,1
high15675.txt_q2,3,consensus,C,1
high1571.txt_q0,3,consensus,A,1
high1571.txt_q1,3,consensus,C,1
high1571.txt_q2,3,consensus,C,1
high15885.txt_q0,3,consensus,A,1
high15885.txt_q1,3,consensus,C,1
high15909.txt_q0,3,consensus,B,1
high15909.txt_q1,3,consensus,A,1
high15909.txt_q2,3,consensus,A,1
high15938.txt_q0,3,consensus,C,1
high15938.txt_q1,3,consensus,D,1
high15938.txt_q2,3,consensus,C,1
high15938.txt_q3,3,consensus,B,1
high15943.txt_q0,3,consensus,D,1
high15943.txt_q1,3,consensus,C,1
high15943.txt_q2,3,consensus,B,1
high16035.txt_q0,3,consensus,B,1
high16035.txt_q1,3,consensus,A,1
high16035.txt_q2,3,consensus,B,1
high16053.txt_q0,3,consensus,B,1
high16053.txt_q1,3,consensus,C,1
high16053.txt_q2,3,consensus,D,1
high16053.txt_q3,3,consensus,C,1
high16053.txt_q4,3,consensus,A,1
high16082.txt_q0,3,consensus,D,1
high16082.txt_q1,3,consensus,B,1
high16082.txt_q2,3,consensus,B,1
high16082.txt_q3,3,consensus,C,1
high16116.txt_q0,3,consensus,B,1
high16116.txt_q1,3,consensus,C,1
high16116.txt_q2,3,consensus,B,1
high16124.txt_q0,3,consensus,D,1
high16124.txt_q1,3,consensus,B,1
high16126.txt_q0,3,consensus,B,1
high16126.txt_q1,3,consensus,D,1
high16126.txt_q2,3,consensus,A,1
high16138.txt_q0,3,consensus,B,1
high16138.txt_q1,3,consensus,A,1
high16148.txt_q0,3,consensus,C,1
high16148.txt_q1,3,consensus,A,1
high16148.txt_q2,3,consensus,B,1
high16148.txt_q3,3,consensus,C,1
high16221.txt_q0,3,consensus,C,1
high16221.txt_q1,3,consensus,D,1
high16221.txt_q2,3,consensus,C,1
high16221.txt_q3,3,consensus,B,1
high16221.txt_q4,3,consensus,A,1
high16230.txt_q0,3,consensus,C,1
high16230.txt_q1,3,consensus,D,1
high16230.txt_q2,3,consensus,B,1
high16230.txt_q3,3,consensus,A,1
high16235.txt_q0,3,consensus,C,1
high16235.txt_q1,3,consensus,B,1
high16235.txt_q2,3,consensus,C,1
high16235.txt_q3,3,consensus,D,1
high16262.txt_q0,3,consensus,B,1
high16262.txt_q1,3,consensus,A,1
high16262.txt_q2,3,consensus,C,1
high16262.txt_q3,3,consensus,D,1
high16262.txt_q4,3,consensus,C,1
high16288.txt_q0,3,consensus,A,1
high16288.txt_q1,3,consensus,C,1
high16288.txt_q2,3,consensus,D,1
high16288.txt_q3,3,consensus,C,1
high16317.txt_q0,3,consensus,B,1
high16317.txt_q1,3,consensus,B,1
high16317.txt_q2,3,consensus,C,1
high16317.txt_q3,3,consensus,D,1
high16317.txt_q4,3,consensus,D,1
high16317.txt_q5,3,consensus,C,1
high16321.txt_q0,3,consensus,D,1
high16321.txt_q1,3,consensus,D,0
high16321.txt_q2,3,consensus,D,1
high16321.txt_q3,3,consensus,D,1
high16321.txt_q4,3,consensus,D,0
high16341.txt_q0,3,consensus,C,1
high16341.txt_q1,3,consensus,A,1
high1640.txt_q0,3,consensus,C,1
high1640.txt_q1,3,consensus,D,1
high1640.txt_q2,3,consensus,C,1
high1640.txt_q3,3,consensus,D,1
high16400.txt_q0,3,consensus,D,1
high16400.txt_q1,3,consensus,D,1
high1643.txt_q0,3,consensus,A,1
high1643.txt_q1,3,consensus,B,1
high1643.txt_q2,3,consensus,B,1
high1643.txt_q3,3,consensus,C,1
high16467.txt_q0,3,consensus,C,1
high16467.txt_q1,3,consensus,A,1
high16467.txt_q2,3,consensus,D,1
high16485.txt_q0,3,consensus,D,1
high16485.txt_q1,3,consensus,C,1
high16485.txt_q2,3,consensus,B,1
high1651.txt_q0,3,consensus,B,1
high1651.txt_q1,3,consensus,C,1
high16543.txt_q0,3,consensus,C,1
high16543.txt_q1,3,consensus,C,1
high16543.txt_q2,3,consensus,D,1
high16543.txt_q3,3,consensus,A,1
high16577.txt_q0,3,consensus,D,1
high16577.txt_q1,3,consensus,A,1
high16577.txt_q2,3,consensus,C,1
high16577.txt_q3,3,consensus,B,1
high16577.txt_q4,3,consensus,B,0
high16596.txt_q0,3,consensus,C,1
high16596.txt_q1,3,consensus,D,1
high16596.txt_q2,3,consensus,A,1
high16599.txt_q0,3,consensus,D,1
high16599.txt_q1,3,consensus,C,1
high16599.txt_q2,3,consensus,A,1
high16599.txt_q3,3,consensus,D,1
high16610.txt_q0,3,consensus,C,1
high16610.txt_q1,3,consensus,A,1
high16610.txt_q2,3,consensus,D,1
high16636.txt_q0,3,consensus,D,1
high16636.txt_q1,3,consensus,A,1
high16636.txt_q2,3,consensus,D,1
high16636.txt_q3,3,consensus,C,1
high16645.txt_q0,3,consensus,B,1
high16645.txt_q1,3,consensus,D,1
high16715.txt_q0,3,consensus,B,0
high16715.txt_q1,3,consensus,C,1
high16715.txt_q2,3,consensus,D,1
high16715.txt_q3,3,consensus,A,1
high16728.txt_q0,3,consensus,B,1
high16728.txt_q1,3,consensus,D,1
high16728.txt_q2,3,consensus,D,1
high16728.txt_q3,3,consensus,D,1
high16728.txt_q4,3,consensus,B,1
high16769.txt_q0,3,consensus,C,1
high16769.txt_q1,3,consensus,A,1
high16769.txt_q2,3,consensus,D,1
high16769.txt_q3,3,consensus,D,1
high16853.txt_q0,3,consensus,B,1
high16853.txt_q1,3,consensus,D,1
high16853.txt_q2,3,consensus,A,1
high16853.txt_q3,3,consensus,D,0
high16853.txt_q4,3,consensus,D,1
high16854.txt_q0,3,consensus,C,1
high16854.txt_q1,3,consensus,A,1
high16854.txt_q2,3,consensus,B,1
high16854.txt_q3,3,consensus,A,1
high16880.txt_q0,3,consensus,B,1
high16880.txt_q1,3,consensus,A,1
high16880.txt_q2,3,consensus,D,1
high16899.txt_q0,3,consensus,B,1
high16899.txt_q1,3,consensus,D,1
high16899.txt_q2,3,consensus,C,1
high169.txt_q0,3,consensus,A,1
high169.txt_q1,3,consensus,B,1
high169.txt_q2,3,consensus,C,1
high169.txt_q3,3,consensus,B,0
high16943.txt_q0,3,consensus,D,1
high16943.txt_q1,3,consensus,C,1
high16943.txt_q2,3,consensus,B,1
high16943.txt_q3,3,consensus,A,1
high16945.txt_q0,3,consensus,A,1
high16945.txt_q1,3,consensus,B,1
high16945.txt_q2,3,consensus,C,1
high16976.txt_q0,3,consensus,D,1
high16976.txt_q1,3,consensus,B,1
high16976.txt_q2,3,consensus,C,1
high16986.txt_q0,3,consensus,D,1
high16986.txt_q1,3,consensus,C,1
high16986.txt_q2,3,consensus,B,1
high17056.txt_q0,3,consensus,D,1
high17056.txt_q1,3,consensus,C,1
high17056.txt_q2,3,consensus,B,1
high17056.txt_q3,3,consensus,A,1
high17064.txt_q0,3,consensus,A,1
high17064.txt_q1,3,consensus,A,1
high17064.txt_q2,3,consensus,C,1
high17064.txt_q3,3,consensus,C,1
high17078.txt_q0,3,consensus,C,1
high17078.txt_q1,3,consensus,A,1
high17078.txt_q2,3,consensus,A,0
high17102.txt_q0,3,consensus,D,1
high17102.txt_q1,3,consensus,A,1
high17102.txt_q2,3,consensus,A,1
high17102.txt_q3,3,consensus,D,1
high17137.txt_q0,3,consensus,C,1
high17137.txt_q1,3,consensus,D,1
high17137.txt_q2,3,consensus,A,1
high17137.txt_q3,3,consensus,B,1
high1717.txt_q0,3,consensus,B,1
high1717.txt_q1,3,consensus,C,1
high1717.txt_q2,3,consensus,B,1
high1717.txt_q3,3,no_consensus,,0
high17182.txt_q0,3,consensus,D,1
high17182.txt_q1,3,consensus,A,1
high17182.txt_q2,3,consensus,C,1
high17182.txt_q3,3,consensus,B,1
high17182.txt_q4,3,consensus,A,1
high17193.txt_q0,3,consensus,C,1
high17193.txt_q1,3,consensus,B,1
high17193.txt_q2,3,consensus,B,0
high17211.txt_q0,3,consensus,B,1
high17211.txt_q1,3,consensus,D,1
high17211.txt_q2,3,consensus,D,1
high17211.txt_q3,3,consensus,C,1
high17238.txt_q0,3,consensus,B,1
high17238.txt_q1,3,consensus,C,1
high17238.txt_q2,3,consensus,B,1
high17238.txt_q3,3,consensus,D,1
high17238.txt_q4,3,consensus,D,1
high17265.txt_q0,3,consensus,C,1
high17265.txt_q1,3,consensus,A,1
high17265.txt_q2,3,consensus,D,1
high17265.txt_q3,3,consensus,A,1
high17269.txt_q0,3,consensus,B,1
high17269.txt_q1,3,consensus,C,1
high17269.txt_q2,3,consensus,A,1
high17269.txt_q3,3,consensus,B,1
high1727.txt_q0,3,consensus,B,1
high1727.txt_q1,3,consensus,B,1
high1727.txt_q2,3,consensus,A,1
high1729.txt_q0,3,consensus,A,1
high1729.txt_q1,3,consensus,B,1
high1729.txt_q2,3,consensus,D,1
high17296.txt_q0,3,consensus,A,1
high17296.txt_q1,3,consensus,D,1
high17296.txt_q2,3,consensus,B,1
high17296.txt_q3,3,consensus,D,1
high17311.txt_q0,3,consensus,C,1
high17311.txt_q1,3,consensus,B,1
high17311.txt_q2,3,consensus,D,1
high17317.txt_q0,3,consensus,D,1
high17317.txt_q1,3,consensus,D,1
high17317.txt_q2,3,consensus,B,1
high17317.txt_q3,3,consensus,B,1
high1735.txt_q0,3,consensus,D,1
high1735.txt_q1,3,consensus,B,1
high1735.txt_q2,3,consensus,C,1
high1735.txt_q3,3,consensus,D,1
high17377.txt_q0,3,consensus,C,1
high17377.txt_q1,3,consensus,A,1
high17377.txt_q2,3,consensus,D,1
high17377.txt_q3,3,consensus,C,1
high17417.txt_q0,3,consensus,B,1
high17417.txt_q1,3,consensus,A,1
high17417.txt_q2,3,consensus,A,1
high17431.txt_q0,3,consensus,D,1
high17431.txt_q1,3,consensus,D,1
high17431.txt_q2,3,consensus,B,1
high17442.txt_q0,3,consensus,C,1
high17442.txt_q1,3,consensus,B,1
high17442.txt_q2,3,consensus,A,1
high17442.txt_q3,3,consensus,B,1
high17467.txt_q0,3,consensus,D,1
high17467.txt_q1,3,consensus,D,1
high17467.txt_q2,3,consensus,D,1
high17504.txt_q0,3,consensus,D,1
high17504.txt_q1,3,consensus,D,1
high17504.txt_q2,3,consensus,D,1
high17547.txt_q0,3,consensus,A,1
high17547.txt_q1,3,consensus,A,1
high17547.txt_q2,3,consensus,A,0
high17568.txt_q0,3,consensus,D,1
high17568.txt_q1,3,consensus,C,1
high17568.txt_q2,3,consensus,C,1
high17588.txt_q0,3,consensus,C,1
high17588.txt_q1,3,consensus,D,1
high17588.txt_q2,3,consensus,B,1
high17619.txt_q0,3,consensus,A,1
high17619.txt_q1,3,consensus,B,1
high17619.txt_q2,3,consensus,C,1
high17627.txt_q0,3,consensus,D,1
high17627.txt_q1,3,consensus,B,1
high17627.txt_q2,3,consensus,C,1
high17627.txt_q3,3,consensus,A,1
high17664.txt_q0,3,consensus,B,1
high17664.txt_q1,3,consensus,A,1
high17664.txt_q2,3,no_consensus,,0
high17664.txt_q3,3,consensus,C,1
high17687.txt_q0,3,consensus,B,1
high17687.txt_q1,3,consensus,D,1
high17687.txt_q2,3,consensus,D,1
high17704.txt_q0,3,consensus,C,1
high17704.txt_q1,3,consensus,C,1
high17704.txt_q2,3,consensus,D,1
high17704.txt_q3,3,consensus,B,1
high17704.txt_q4,3,consensus,A,1
high17712.txt_q0,3,consensus,C,1
high17755.txt_q0,3,consensus,A,1
high17755.txt_q1,3,consensus,A,1
high17755.txt_q2,3,consensus,C,1
high17755.txt_q3,3,consensus,D,1
high17764.txt_q0,3,consensus,D,1
high17764.txt_q1,3,consensus,A,1
high17764.txt_q2,3,consensus,B,1
high17771.txt_q0,3,consensus,C,1
high17771.txt_q1,3,consensus,A,1
high17778.txt_q0,3,consensus,B,1
high17778.txt_q1,3,consensus,D,1
high17778.txt_q2,3,consensus,B,1
high17778.txt_q3,3,consensus,A,1
high17805.txt_q0,3,consensus,D,1
high17805.txt_q1,3,consensus,B,1
high17810.txt_q0,3,consensus,B,1
high17810.txt_q1,3,consensus,A,1
high17810.txt_q2,3,consensus,B,1
high17810.txt_q3,3,consensus,A,1
high17840.txt_q0,3,consensus,B,1
high17840.txt_q1,3,consensus,C,1
high17854.txt_q0,3,consensus,D,1
high17854.txt_q1,3,consensus,C,1
high17854.txt_q2,3,consensus,B,1
high17854.txt_q3,3,consensus,A,1
high17860.txt_q0,3,consensus,A,1
high17860.txt_q1,3,consensus,A,1
high17860.txt_q2,3,consensus,D,1
high17860.txt_q3,3,consensus,A,0
high17862.txt_q0,3,consensus,B,1
high17862.txt_q1,3,consensus,A,1
high17862.txt_q2,3,consensus,D,1
high17862.txt_q3,3,consensus,C,1
high17929.txt_q0,3,consensus,D,1
high17929.txt_q1,3,consensus,C,1
high17933.txt_q0,3,consensus,D,1
high17933.txt_q1,3,consensus,A,1
high17933.txt_q2,3,consensus,A,1
high17933.txt_q3,3,consensus,B,1
high17948.txt_q0,3,consensus,B,1
high17948.txt_q1,3,consensus,A,1
high17995.txt_q0,3,consensus,A,1
high17995.txt_q1,3,consensus,B,1
high17995.txt_q2,3,consensus,C,1
high17995.txt_q3,3,consensus,A,0
high18012.txt_q0,3,consensus,A,1
high18012.txt_q1,3,consensus,D,1
high18012.txt_q2,3,consensus,C,1
high18013.txt_q0,3,consensus,B,1
high18013.txt_q1,3,consensus,C,1
high18013.txt_q2,3,consensus,D,1
high18013.txt_q3,3,consensus,A,1
high18046.txt_q0,3,consensus,D,1
high18046.txt_q1,3,consensus,C,1
high18046.txt_q2,3,consensus,D,0
high18046.txt_q3,3,consensus,A,0
high18056.txt_q0,3,consensus,B,1
high18056.txt_q1,3,consensus,B,1
high18056.txt_q2,3,consensus,C,1
high18056.txt_q3,3,consensus,A,1
high18060.txt_q0,3,consensus,C,1
high18060.txt_q1,3,consensus,A,1
high18060.txt_q2,3,consensus,D,1
high18060.txt_q3,3,consensus,B,1
high18060.txt_q4,3,consensus,A,1
high18107.txt_q0,3,consensus,B,1
high18107.txt_q1,3,consensus,A,1
high18107.txt_q2,3,consensus,C,1
high18156.txt_q0,3,consensus,B,1
high18156.txt_q1,3,consensus,D,1
high18156.txt_q2,3,consensus,A,1
high18156.txt_q3,3,consensus,C,1
high18156.txt_q4,3,consensus,D,1
high18178.txt_q0,3,consensus,A,1
high18178.txt_q1,3,consensus,D,1
high18178.txt_q2,3,consensus,A,1
high18178.txt_q3,3,consensus,B,1
high18178.txt_q4,3,consensus,C,1
high18210.txt_q0,3,consensus,C,1
high18210.txt_q1,3,consensus,C,1
high18210.txt_q2,3,no_consensus,,0
high18262.txt_q0,3,consensus,D,1
high18262.txt_q1,3,consensus,D,1
high18262.txt_q2,3,consensus,A,1
high18262.txt_q3,3,consensus,B,1
high18288.txt_q0,3,consensus,C,1
high18288.txt_q1,3,consensus,A,1
high18288.txt_q2,3,consensus,C,1
high18298.txt_q0,3,consensus,C,1
high18298.txt_q1,3,consensus,D,1
high18298.txt_q2,3,consensus,B,1
high18298.txt_q3,3,consensus,A,1
high1833.txt_q0,3,consensus,A,1
high1833.txt_q1,3,consensus,B,1
high1833.txt_q2,3,consensus,A,1
high1833.txt_q3,3,consensus,D,1
high18335.txt_q0,3,consensus,B,1
high18335.txt_q1,3,consensus,A,1
high18335.txt_q2,3,consensus,C,0
high18335.txt_q3,3,consensus,C,1
high1834.txt_q0,3,consensus,B,1
high1834.txt_q1,3,consensus,C,1
high1834.txt_q2,3,consensus,D,1
high18361.txt_q0,3,consensus,C,1
high18361.txt_q1,3,consensus,B,0
high18361.txt_q2,3,consensus,B,1
high18361.txt_q3,3,consensus,D,1
high18392.txt_q0,3,consensus,A,0
high18392.txt_q1,3,consensus,B,1
high18392.txt_q2,3,consensus,C,1
high18414.txt_q0,3,consensus,B,1
high18414.txt_q1,3,consensus,A,1
high18414.txt_q2,3,consensus,D,1
high18419.txt_q0,3,consensus,A,1
high18419.txt_q1,3,consensus,B,1
high18419.txt_q2,3,consensus,C,1
high18433.txt_q0,3,consensus,C,1
high18465.txt_q0,3,consensus,D,1
high18465.txt_q1,3,consensus,C,1
high18465.txt_q2,3,consensus,D,1
high18465.txt_q3,3,consensus,A,1
high18503.txt_q0,3,consensus,C,1
high18503.txt_q1,3,consensus,A,1
high18503.txt_q2,3,consensus,B,1
high18542.txt_q0,3,consensus,B,1
high18542.txt_q1,3,consensus,C,1
high18542.txt_q2,3,consensus,C,1
high18542.txt_q3,3,consensus,C,0
high18555.txt_q0,3,consensus,B,1
high18555.txt_q1,3,consensus,C,1
high18555.txt_q2,3,consensus,C,0
high18555.txt_q3,3,consensus,A,1
high18555.txt_q4,3,consensus,C,1
high18574.txt_q0,3,consensus,B,1
high18574.txt_q1,3,consensus,A,1
high18574.txt_q2,3,consensus,D,1
high18574.txt_q3,3,consensus,C,1
high18615.txt_q0,3,consensus,C,1
high18615.txt_q1,3,consensus,D,1
high18615.txt_q2,3,consensus,C,1
high18617.txt_q0,3,consensus,D,1
high18617.txt_q1,3,consensus,B,1
high18617.txt_q2,3,consensus,C,1
high18639.txt_q0,3,consensus,A,1
high18639.txt_q1,3,consensus,C,1
high18639.txt_q2,3,consensus,B,1
high18639.txt_q3,3,consensus,C,0
high18644.txt_q0,3,consensus,C,1
high18644.txt_q1,3,consensus,A,1
high18644.txt_q2,3,consensus,B,1
high18654.txt_q0,3,consensus,A,1
high18654.txt_q1,3,consensus,B,1
high18654.txt_q2,3,consensus,B,1
high18660.txt_q0,3,consensus,B,1
high18660.txt_q1,3,consensus,D,1
high18660.txt_q2,3,consensus,C,1
high18665.txt_q0,3,consensus,D,1
high18665.txt_q1,3,consensus,B,1
high18665.txt_q2,3,consensus,B,1
high18674.txt_q0,3,consensus,D,1
high18674.txt_q1,3,consensus,C,1
high18674.txt_q2,3,consensus,D,1
high18699.txt_q0,3,consensus,D,1
high18699.txt_q1,3,consensus,D,1
high18699.txt_q2,3,consensus,A,1
high18699.txt_q3,3,consensus,C,1
high18711.txt_q0,3,consensus,A,1
high18711.txt_q1,3,consensus,A,0
high18718.txt_q0,3,consensus,D,1
high18718.txt_q1,3,consensus,D,1
high18718.txt_q2,3,consensus,B,1
high18736.txt_q0,3,consensus,A,1
high18736.txt_q1,3,consensus,B,1
high18736.txt_q2,3,consensus,D,0
high18745.txt_q0,3,consensus,A,1
high18745.txt_q1,3,consensus,C,1
high18745.txt_q2,3,consensus,B,1
high18756.txt_q0,3,consensus,D,1
high18756.txt_q1,3,consensus,C,1
