blind_item_id,passage,question,option_A,option_B,option_C,option_D,rater_answer,answer_confidence,evidence_demand,cannot_judge,optional_stage1_note,official_answer_key,key_problem,stem_problem,distractor_problem,evidence_problem,optional_stage2_note
A023,"Detective Keeling took his client--a goodlooking lady into the back yard of the store together. The lady opened a door in the wall and they entered the small room behind the store. They crossed the room to a locked door.
Mr. Keeling took some special keys from his pocket. Moments later, one of the keys unlocked the door. The lady went into the store. She said she would hide under the table to keep watch on her husband. Mr. Keeling did not follow her.
The detective went quickly to the policeman's house. Then the two men hurried to the jewellery store. They looked through the window. The policeman was surprised. He spoke to Mr. Keeling, ""I don't understand. You told me, 'Robbins took a young woman to a restaurant.' Where is she?""
""There she is!"" said Mr. Keeling. He pointed through the window.
""Do you know the lady with Robbins?"" asked the policeman.
""That's his secret friend,"" said Mr. Keeling.
""No! You're wrong! That's Robbins' wife,"" said the policeman. ""I've known her for fifteen years.""
""What?"" the detective shouted. His face became pale. ""Who is under the table in the store?"" He started to kick the door of the jewellery store. Mr. Robbins came to the door and opened it. The policeman and the detective ran into the store.
""Look under that table!"" shouted the detective. ""Be quick!""
The policeman lifted the cloth and put his arm under the table. He pulled out a black dress, a black veil and a woman's wig .
""Is this young lady your wife?"" Mr. Keeling asked the jeweller. He pointed at the woman.
""Yes! She is my wife!"" said Mr. Robbins angrily. ""Why did you kick my door? Why are those clothes under my table?""
""Please check all the jewellery in your store, Mr. Robbins,"" the policeman said. ""Is anything missing?""
Some diamond rings and some expensive necklaces were missing. The missing jewellery was worth $800. Later that night, Mr. Keeling was sitting in his office. He was looking through a big book of photographs. They were photographs of criminals. The policeman had brought the book to the detective's office. Suddenly, Mr. Keeling stopped turning the pages. He looked at a picture of a handsome young man with a familiar face.
The next morning, Mr. Keeling paid the jeweller $800, then closed his office.","At the beginning, the lady was able to go into the jewellery store because   _  .",she went to the back yard and found the way,she was the owner of the store and had the key,two men helped her together to enter the store,Mr. Keeling unlocked the back door to the store,D,3,2,0,,D,0,0,0,0,
A024,"Fu Yuan has been left at home since he was one month old. His parents left to work in Fujian. For the past eight years, Fu has only seen his parents three times although they sent home 500 yuan every two or three months.
Fu Xiaoyu, 16, has to live alone since her grandmother died three years ago. Her parents didn't want to give up their jobs in Guangdong. Also they couldn't afford the cost of sending her to a school in the city where they work.
These are just two of the 29 kids interviewed last summer in a village in Sichuan Province.
In the poor village, 582 adults have left to look for work, leaving 156 children without parents. Among these kids, 88 percent of them live with their grandparents, five percent live with their uncles or aunts and seven percent have to live on their own.
To our surprise, 80 percent of the children say they love going to school, even though some children have to walk along the mountain roads for two hours to get to school However, for these children, studying is not their main thing. Doing housework and taking care of younger sisters or brothers take up most of their time. Though they have to work hard at home, over 65 percent of the kids interviewed prefer that their parents can work outside. They understand how important money is for their families.",Which of the following is NOT true?,Fu Xiaoyu began to live with her grandmother three years ago.,29 kids are interviewed in a village in Sichuan Province.,It takes some children two hours to get to school.,Most of the kids interviewed live with their grandparents.,A,3,3,0,,A,0,0,0,0,
A025,"There was once a lonely girl who longed so much for love.One day while she was walking in the woods she found two starving songbirds.She took them home and put them in a small cage,caring them with love.Luckily,the birds grew strong little by little.Every morning they greeted her with a wonderful song.The girl felt great love for the birds.
One day the girl left the door to the cage open accidentally.The larger and stronger of the two birds flew from the cage.The girl was so frightened that he would fly away so as he flew close,she grasped him wildly.Her heart felt glad at her success in capturing him.Suddenly,she felt the bird go limp,so she opened her hand and stared in horror at the dead bird.It was her desperate love that had killed him.
She noticed the other bird moving back and forth on the edge of the cage.She could feel his strong desire-needing to fly into the clear,blue sky.Unwillingly,she lifted him from the cage and _ him softly into the air.The lucky bird circled once,twice,three times.
The girl watched delightedly at the bird.Her heart was no longer concerned with her loss.What she wanted to see was that the bird could fly happily.Suddenly the bird flew closer and landed softly on her shoulder.It sang the sweetest tune that she had ever heard.
Remember,the fastest way to lose love is to hold on it too tight;the best way to keep love is to give it wings!",Why did the girl grasp the stronger bird wildly?,Because the girl disliked the bird any longer.,Because the bird wanted to fly alone.,Because the girl loved the bird deeply.,Because the bird intended to found some food.,C,3,2,0,,C,0,0,1,0,Two options read almost the same; one should probably be reworded.
A026,"This is Jim's room. It's not big, but it's very clean. There is a bed in the room. It's near the door. Under the bed, there are two balls. There is a desk and a chair near the window. There are two pictures in the room, too. They are on the wall.",_   are on the wall of Jim's room.,The books,The balls,The newspapers,The pictures,D,3,1,0,,D,0,0,0,0,
A027,"Dear Linda,
I have got your letter. I know that you want to have your own club, but you don't know how to start one. Do you know what makes a club, such as an English Club or a Basketball Club, successful? Here is some advice.
*Decide what kind of club to have, and come up with a nice name. Since you are interested in music, why not start a Music Club? A club is to bring people with common interests together.
*Look for members. You can start with your friends, but it isn't really a club until people you don't know want to join.
*Make rules. Get together with the members and agree on rules. Make sure that if someone breaks any rule , he or she should be _ .
*Have regular meetings. For the first time, you should make sure that all the members attend. Call the members to remind  them of it, and use the meeting to organize future meetings and other activities. I hope that these ideas may help you and that you can have your own club soon.
Yours,
Mrs. Smith",A club isn't really a club if   _  .,its members aren't interested in music,there are only ten people in it,only your friends want to join it,activities are organized once a week,C,3,1,0,,C,0,0,0,0,"Straightforward, no concerns."
A028,"In many parts of the world, people live to a healthy old age. What is the secret of their long lives?
Three things are very important: fresh air, fresh food and a simple way of life. People who live in Himalayas  are famous for their long and healthy lives. They work near their homes in the clean mountains. They don't have buses, cars or trains. They don't sit all day in busy offices. They take more exercise and eat less food than people in the cities. They eat vegetables grown by themselves. They drink milk taken from their own cows. For years, the Hunzas of the Himalayas don't need doctors, for there is not much illness. They are happy and healthy people.",What are the Hunzas famous for?,Vegetables.,Milk.,Food.,Their long and healthy lives.,D,4,3,0,,D,0,0,0,0,
A029,"Jenny was a pretty five-year-old girl. One day when she and her mother were checking out at the grocery store, Jenny saw a plastic pearl   necklace priced at $2.50. Her mother bought the necklace for her on condition that she had to do some homework to pay it off. Jenny agreed. She worked very hard every day, and soon Jenny paid off the necklace. Jenny loved it so much that she wore it everywhere except when she was in the shower. Her mother had told her it would turn her neck green!
Jenny had a very loving daddy. When Jenny went to bed, he would read Jenny her favorite story.
One night when he finished the story, he said, ""Jenny, could you give me your necklace?""
""Oh! Daddy, not my necklace!"" Jenny said. ""But you can have Rosy, my favorite doll. Remember her? You gave her to me last year for my birthday. Okay? ""
""Oh no, darling, that's okay."" Her father brushed her cheek with a kiss. ""Good night, little one.
A week later, her father once again asked Jenny for the necklace after her favorite story. ""Oh, Daddy, not my necklace! But you can have Ribbons, my toy horse. Do you remember her? She's my favorite.""
""No, that's okay,"" her father said and brushed her cheek again with a kiss. ""God bless you, little one. Sweet dreams. ""
Several days later, when Jenny's father came in to read her a story, Jenny was sitting on her bed and her lip was trembling. ""Here, Daddy,"" she said, holding out her hand. She opened it and her beloved pearl necklace was inside. She let it slip into her father's hand.
With one hand her father held the plastic pearl necklace and with the other he pulled out of his pocket a blue box. Inside the box was a real, beautiful pearl necklace. He had had it all along. He was waiting for Jenny to give up the cheap necklace so he could give her a real one.",What can be the best title for the text?,A Lovely Girl,Father and Daughter,A Pearl Necklace,An Unforgettable Childhood,A,4,3,0,,C,0,0,0,0,
A030,"Publishing on paper will draw up to an end in the next 30 years. That's what some high-tech experts have said ever since computers began appearing in everyone's workplace. If you have ever read a newspaper online, you have experienced a tiny part of what paperless future look like.
       New technology will certainly continue to revolutionize written communication. But will the use of paper in our everyday lives really disappear anytime soon? Well, don't give up on paper just yet.
       Paper, an ancient Chinese invention, has dominated  written communication for centuries. Cai Lun, an official in the prefix = st1 /Chinese Imperial Court, is well-known for inventing paper in A.D. 105. This invention changed the world forever.
       Today, surprisingly, it seems the digital age has actually strengthened the importance of paper. Studies show that paper use has doubled in the last 20 years. People still like to print their longer documents and e-mails. But today's technology is rapidly improving. And efforts toward a paperless world continue.
       The Internet is clearly one giant step. Many of the publications have created Web sites that offer everything in their paper editions--and even more. Their Web sites can be continually updated as news happens. Other types of material have also fit well into the digital age. Dictionaries and other reference books actually work better in a paperless format. Information published on a Web site or CD-ROM can be kept more current.
       In addition publishers have begun to produce e-book version of their best sellers. New e-book readers---a simple computer about the size of a paperback book--can store nearly a hundred books. But e-books haven't gained a large following.Readingfrom a computer is simply uncomfortable and paperback books are easier to carry around.",What is not included as a resource of paperless material in the passage?,e-books,CD-ROM,a newspaper online,dictionaries and other reference books,D,3,1,0,,D,0,0,0,0,
A031,"Extract 1
A computer is an ""information processor"".It is given information,called ""data"",instructed to do certain things and then show us the results.The data put into the computer is called the""input"" and the results which come out are the ""output"".Some people say the circle of large standing stones at Stonechenge is a kind of computer.Prehistory people worked out their calendar from the position of the shadows made by the sun shining on the stones.
Extract 2
Teach yourself new subjects and skills at your own pace with a home computer.Use it to help with schoolwork,for self-improvement,even to improve your career skills.Learn touchtyping.  Foreign languages or computer programming.A home computer can help children of all ages learn classroom subjects such as spelling,geography and others.In fact it makes learning fun.So if you want to teach yourself,or help your children teach themselves-get a home computer.It can also help you manage your personal finances or help you to work taxes and plan household budgets.You can make business a pleasure with a home computer.","If you think of the circle of large standing stones as a computer,  _  .",the shadow is the input and the position is the output,the sunlight is the input and the calendar is the output,the position is the input and the sunlight is the output,the calendar is the input and the shadow is the output,B,2,3,0,,B,0,1,0,0,Not fully clear which detail the question wants.
A032,"The average British women's waistline  has grown by 2 inches in 10 years, all thanks to the sedentary  lifestyle.
A study conducted by Cancer Research prefix = st1 /UKscientists found that the average waistline of British women has increased from 31.8 inches to 33.5 inches.
Men are also nowhere behind the fairer sex, for the research found that the average man's waistline has grown by 1.4 inches to 38 inches.
 ""We know high body weight increases the risk of a number of cancers and it is important we get this message out to as many people as possible,"" the Daily Mail quoted Dr Lesley Walker, of Cancer ResearchUK, as saying.
 ""A healthy diet with plenty of fiber, fruit and vegetables, as well as regular exercise can help people lose weight and reduce their risk of cancer,"" he added.
The trend was found to be obvious in the under 45s, where the proportion of men with a body mass index  over 35, and of women with a BMI of over 40, has grown twice during the decade.
Lead researcher Professor Jane Wardle said it is possible that young people follow a less healthy lifestyle than their elders.
 ""Snacking habits, takeaway meals high in fat and sedentary lifestyles where many people spend both work and leisure time sitting in front of a computer are all likely to contribute to the results.""
She added that genetics  also play an important role in the growing rate of getting fat.",Which is the best title of the passage?,British women's waistlines have grown,It is easy for the English to get fat,It is easy for the English to suffer from cancer,The English have a less healthy lifestyle,A,3,2,0,,A,0,0,0,0,
A033,"For us boys and girls, books are not all. We can find time to play at home or at school. Playing is about having fun. But how do we play? It doesn't mean   watching TV or playing computer games.
In the morning, we can run with our parents to be healthy. We can play sports with friends after school. We can also do what we like after class. For example, we can draw and we can play chess with others. It is also fun to help others.
Playing can make children happy and they can't be bored. _ can also help students get on well with others and it is good for them.
Play well and then you can learn well.","When children are playing, they are   _  .",sad,happy,hungry,bored,D,3,1,0,,B,0,0,0,0,
A034,"A regular drop in the sun's radiation  can cause unusually cold winters in parts of North America and Europe, scientists say, a finding that could improve long-range forecasts and help countries prepare for snowstorms.
Scientists have known for a long time that the sun has an 11-year cycle during which radiation measured by sunspots on the surface reaches a peak then falls. But explaining a clear connection to weather is harder.
""Our research confirms the observed connection between solar change and regional winter climate,"" lead author Sarah Ineson of the UK Met Office told the reporters in an email. The study was published in the magazine Nature Geoscience on Monday.
The researchers found that the reducing of ultraviolet(UV,) radiation from the sun can affect high-altitude wind patterns in the Northern Hemisphere , causing cold winters.
""While UV levels won't tell us what the day-to-day weather will do, they show us the bright future of improved forecasts for winter conditions for months and even years ahead. These forecasts play an important role in long-term possibility planning,"" Ineson, a climate scientist, said.
Ineson and colleagues from Imperial College London and the University of Oxford used satellite data that more accurately  measures UV radiation from the sun and found a much greater change than previously thought.
They found that in years of low activity, unusually cold air forms high in the atmosphere over the tropics. This causes a redistribution  of heat in the atmosphere, making easterly winds that bring freezing weather and snowstorms to northern Europe and the United States and milder weather to Canada and the Mediterranean.
When solar UV radiation is stronger, the opposite occurs.
More study was needed, though. A key uncertainty in the experiment lay in the satellite data used, because it covers only a few years. ""So questions remain concerning both accuracy  and also applicability to other solar cycles,"" she said.",What will happen if the sun turns into years of high activity according to the finding?,Canada and the Mediterranean will have milder weather.,The whole Northern Hemisphere will suffer from extreme winter days.,Freezing cold weather will appear in northern Europe.,Burning hot weather will appear in the United States.,D,3,1,0,,D,0,1,0,0,Question wording allows more than one reading of what's being asked.
A035,"Speed-reading is an essential skill in the Internet age. We skim over articles, e-mails to try to grasp key words and the essential meaning of a certain text. Continuous information from our electronic devices, it would be impossible to cope if we read word by word, line by line. But a new trend calls on people to unplug and enjoy reading slowly, listing benefits beyond intellectual development.
A recent story from The Wall Street Journal reported on a book club in Wellington, New Zealand, where members meet in a cafe and turn off their smart phones. They sink into cozy chairs and read in silence for an hour.
Some of these benefits have been backed up by science. For example, a study of 300 elderly people published by the journal Neurology last year showed that regular engagement in intellectual activities like slow-reading slowed the rate of memory loss later in life.
Yet technology has made us less attentive readers. Screens have changed our reading patterns from the linear, left-to-right sequence to a wild skimming and skipping pattern as we hunt for important words and information. The Internet may have made us stupider, says Patrick Kingsley from The Guardian.  
Slow reading means a return to an uninterrupted, linear pattern, in a quiet environment free of distractions. Aim for 30 minutes a day, advises Kelly from The Atlantic. ""You can spend half an hour pretty easily if only during your free moments -- whenever you find yourself automatically firing up your laptop to check your favorite site, or scanning Twitter for something to pass the time-you pick up a meaningful work of literature.""",Which of the following suggestions can be Kelly's ?,To spare some time to check emails every day.,To go through some sites to kill time every day.,To chat with favorite persons on Twitter every day.,To read literary works for 30 minutes every day.,A,3,1,0,,D,1,0,1,0,"Key and A both have textual support here, key isn't the clear best."
A036,"Some people think that all wild animals are very dangerous. Actually, very few of them will _ a man if he leaves them alone. If you met a lion or an elephant, suppose, you would run away, but even a lion will keep away from a man unless it is very hungry. Lions and tigers only kill and eat men when they have grown too old and too weak to catch their usual food, such as deer and other small animals. If you saw a wild elephant, perhaps you would be frightened. Elephants usually run away at once unless you attack them. Some animals get very frightened if they only smell a man; some take no notice at all but quietly walk in another direction. Wild animals only attack hunters when they are afraid that the hunters mean to harm their young ones, or then the hunters shoot at them and make them angry.",Lions and tigers will not kill or eat men   _   .,unless men try to run away,if they are too old and too weak,if they are able to get enough food,however men act towards them,C,3,1,0,,C,0,0,0,0,
A037,"The word for this summer's new clothes is HAPPY. Colors are bright  and sunny, with lots of yellow, red, and orange. You can also find some great bright patterns , such as striped  and checked  pants. In the clothes shops this summer, you'll see a lot of beautiful floral  dresses. Long skirts are popular again, and so are jeans and shorts for holidays and sports. White is the new color for shoes and bags. So put away all of your boring   black and dark colors-it's time for summer!",What is the main idea of the passage?,Bright colors are popular now.,White is the new color for shoes and bags.,Summer fashion is always happy.,New clothes are very expensive to buy.,B,3,2,0,,A,1,0,0,0,Passage supports B about as well as the key; I'd call this a toss-up.
A038,"This is the front page of the Simple English Wikipedia. Wikipedias are places where people work together to write encyclopedias  in different languages. We use simple English words and grammar here. The Simple English Wikipedia is for everyone! That includes children and adults who are learning English.
There are 59,298 articles on the Simple English Wikipedia. All of the pages are free to use. They have all been published under both the
and the
. You can help here! You may change these pages and make the new pages. Read the help pages and other good pages to learn how to write pages here. If you need help, you may ask questions at Simple talk.
When writing articles here:
Use easy words and shorter sentences. This lets people who know little English read them.
Write good pages. The best encyclopedia pages have useful, well written information.
Use the pages to learn and teach. These pages can help people learn English. You can also use them to make a new Wikipedia to help other people.
Simple does not mean little. Writing in Simple English means that simple words are used. It does not mean readers want simple information. Articles do not have to be short to be simple; expand articles, include a lot of information, but use basic vocabulary.
Be bold! Your article does not have to be perfect, because other editors will fix it and make it better. And most importantly, do not be afraid to start and make articles better yourself.","If you want to write articles for the Simple English Wikipedia, you should   _   .",learn how to write pages in a famous university first,use advanced English grammar and professional terms,use easy words and shorter sentences to describe valuable information,write articles only for children,C,3,1,0,,C,0,0,0,0,
A039,"Bark
Cover Price: $19.80      Price: $15.00($2.50 / issue   )
You save: $4.80 (24%)    Review: By Pat Kane
I absolutely love Bark magazine! I love the ""smiling"" pages and the tips on every issue. I am a dog lover and have saved all of my dogs from either death row or from people who were going to put them down. Everyone should have a chance to live and Bark stresses that with its articles. This magazine is a MUST HAVE for any dog lover!!
Dog Fancy
Cover Price: $54.00       Price: $14.99 ($1.25 / issue)
You save: $39.01 (72%)    Review: By Berner Mom
Don't waste your money on this magazine. 60-70 percent of it are advertisements, and the articles offer little useful information. It might be suitable for children, but not adults who are serious about educating themselves about dogs.
Dog World
Cover Price: $48.88       Price: $14.99 ($1.25 / issue)
You save: $33.89 (69%)    Review: By one critic
Dog World has many very interesting and thought-provoking   articles for people involved in dog showing, breeding , performance events, etc. However,over half of the magazine is devoted to breeder ads, which is boring. Still, as a whole, I recommend  it for the articles. Good articles, but tons of ads.
Modern Dog
Cover Price: $45.00       Price: $15.00 ($3.75 / issue)
You save: $30.00 (24%)    Review: By Dinah
My new favorite magazine! Beautiful photos, smart and amusing articles, fashion, art, interviews with famous people... all with a dog focus!Cover models range from Paris Hilton and Tinkerbell to Virginia Madsen and her dogs. Thanks to Modern Dog I now know how to give a dog-friendly cocktail party and how to actually get my dog to come when she's called. Surely worth checking out.","According to the text, Modern Dog   _  .",has lovely dog pictures on the cover,is interesting but not helpful,has some photos but no articles,has interviews with famous people,D,4,2,0,,D,0,0,0,0,"Straightforward, no concerns."
A040,"Here is the tour that's voted ""3rdbest tour in London"" on the Best Things to Do--TripAdvisor! Hairy Goat is the best and most original tour company in London.
Do you like walking around a city and discovering something that makes a great photo? London is full of interesting photo chances and maybe you need someone to lead you to them. The tour is perfect for team events,
families, groups of friends and school or college classes.
Bring: A fully charged camera and plenty of memory cards or film, a drink and wear comfortable walking shoes. Dress for three hours' walking outside.
Price: PS45 per adult (18yrs and over), PS40 per child (12-15yrs) and full-time students (student ID required). Some tours to be booked and paid in advance. Please call or email for details. Please follow the links on the website or call Corinna at +44(0)7540832771.
Meet: Meet in front of the Royal Exchange Building at Bank Underground Station. Take Exit 3 or 4 from the underground station.
When: See the website for scheduled dates.
Duration: Three hours, at a comfortable walking pace.
Finish: By an underground station within the city. Location varies daily.","A family of four, including a son of 19 and a daughter of 13, should pay   _  .",PS180,PS175,PS170,PS160,B,3,1,0,,B,0,1,0,0,Question wording allows more than one reading of what's being asked.
A041,"If you're like most teens, you probably spend a lot of time online. The Internet is a great place to do homework, talk to your friends and download your favorite music. But with all of that good stuff  , there is also bad stuff. So we've put together some safety tips for you.
Some people pretend   to be your age or a friendly adult so that you will trust them. You can never be certain that people you meet on the Internet are really who they say they are. It's dangerous to get together with someone you met online. We suggest that you never do it. As we said before, they may not be who they say they are. However, if your parents agree to the meeting, they should go with you, and the meeting should be in a public place.
When you are online, never give anyone personal information like your name, address, phone number, the name or location of your school or your parents' names or where they work. Don't put personal information or your picture in your online profile or anywhere else online. Use a screen name that is different from your real name and your e-mail address.
Stay out of chat rooms. Some people in chat rooms often create a  _ profile, hoping a teen will trust them. Someone who seems to be a 14-year-old girl from New York who wants to be friends may be a 42-year-old man from California who wants something else.",Most teens   _   at present.,are good at surfing online,like surfing the Internet,are tired of the Internet,have learned a lot from the Internet,B,3,1,0,,B,0,0,0,0,
A042,"Why don't birds get lost on their long migratory   flights? Scientists have puzzled over this question for many years. Now they're beginning to fill in the blanks.
Not long ago, experiments showed that birds rely on the sun to guide them during daylight hours. But what about birds that fly mainly by night? Tests with artificial stars have proved conclusively that certain night-flying birds are able to follow the stars in their long-distance flights.
One such bird, a warbler  , had spent its lifetime in a cage and had never flown under a natural sky. Yet it showed an inborn ability to use the stars for guidance. The bird's cage was placed under an artificial star-filled sky at migration time. The bird tried to fly in the same direction as that taken by his outdoor cousins. Any change in the direction of the make-be-live stars caused a change in the direction of his flight. Scientists think that warblers, when flying in daylight, use the sun for guidance. But the stars are apparently their main means of navigation  . What do they do when the stars are hidden by clouds? Apparently, they find their way by such landmarks as mountain ranges, coast lines, and river courses. But when it's too dark to see these, the warblers circle helplessly, unable to get their direction.","When the stars are hidden by clouds, warblers find their way by  _   .",an artificial star,some landmarks,their inborn ability,A and B,B,1,3,0,,B,1,0,0,1,"Key and C both have textual support here, key isn't the clear best."
A043,"I was in a shopping mall recently, and I decided to go and get a cup of tea. As I was making my way to the coffee shop, I noticed an old gentleman rather poorly dressed sitting on a bench nearby. I knew from the first sight that he was in need of some kind of help. He had a little lunch in front of him and was wholeheartedly enjoying it.
There was a young man in front of me in the line also waiting to be served. The young man handed the servant a twenty-dollar bill and asked for an orange juice as well as a _ . The servant looked at the young man with a little surprise, not fully understanding him. The young man asked her to give the juice to the old gentleman eating his lunch outside on the bench. The young man also told her that he would be watching every second so that she would be completely safe at all times. Later, there was a wonderful exchange between the waitress and the old man. I only wished I had taken a photo of the smiles on both of their faces.
As I was thinking about this event later on, I wondered why the young man didn't just perform this act of kindness himself. I thought he was hoping that this act of kindness might inspire others to do something for the old man as well. Thinking of the happy smiles on the old man's face, I felt how worthwhile it is to help others.","In the author's opinion, the young man asked the servant to take the juice to the old man so that  _  .",the old man could probably accept it,he would become famous for his good deed,more people would be inspired to do good deeds,he would become a friend of the servant,C,3,4,0,,C,0,1,0,0,Stem could point to two different things depending on how you parse it.
A044,"About ten years ago when I was an undergraduate in college, I was working as a practice student at my University's Museum of Natural History. One day while working at the cash register   in the gift shop, I saw an elderly couple come in with a little girl in a wheelchair.
As I looked closer at this girl, I saw that she was kind of set on her chair. I then realized she had no arms or legs, just a head, neck and main body. She was wearing a little white dress with red dots.
As the couple wheeled her up to me I was looking down at the register. I turned my head  toward the girl and gave her a wink. As I took the money from her grandparents, I looked back at the girl, who was giving me the cutest, largest smile I have ever seen.
All of a sudden her _ was gone and all I saw was this beautiful girl, whose smile just melted me and almost instantly  gave me a completely new sense of what life is all about. She took me from a poor, unhappy college student and brought me into her world: a world of smiles, love and warmth.
That was ten years ago. I'm a successful business person now and whenever I get down and think about the troubles of the world, I think about that little girl and the remarkable   lesson about life that she taught me.","In the writer's opinion, the little girl was not disabled at all because  _  .",she gave him an important lesson,she had the cutest and biggest smile,she had a healthier heart than many other people,she offered him the courage in business,C,4,3,0,,C,0,1,0,0,Not fully clear which detail the question wants.
A045,"Fruit is good for people. Many people eat some fruit every day. Mr. and Mrs. Green like fruit very much and every Monday Mrs. Green goes to buy some fruit in the shop near her house. The man in the shop knows her well and helps a lot. She can buy all kinds of fruit there, apples, pears, oranges and bananas. In different time of the year, the price of each kind of fruit is not the same, sometimes high, sometimes low. Mrs. Green wants to buy cheap fruit. But Mr. Green likes bananas only. She buys bananas for him every week. She only buys cheap fruit for herself.",Which of following is NOT right?,Fruit is good for people.,Mr. and Mrs. Green like fruit a lot.,Mrs. Green can buy all kinds of fruit.,Mrs. Green only buys apples for herself.,D,3,2,0,,D,0,1,0,0,Question wording allows more than one reading of what's being asked.
A046,"A rat looked through a crack in the wall to see the farmer and his wife opening a package. What food might it contain? He was alarmed to discover that it was a rat trap  .
Going back to the farmyard the rat gave a warning: ""There is a rat trap in the house, a rat trap in the house!"" The chicken raised her head and said: ""Excuse me, Mr Rat, I can tell this is a big concern to you, but it is of no business to me. I cannot be bothered with it.""
The rat turned to the pig and told him: ""There is a rat trap in the house, a rat trap in the house!""""I am so very sorry, Mr. Rat,"" sympathized the pig, ""but there is nothing I can do about it but pray. I will make sure that you are in my prayers.""
The rat turned to the cow. She said, ""Like wow, Mr. Rat. A rat trap. I am in grave danger. Duh?""
So the rat returned to the house, head down and _ , to face the farmer's rat trap alone.
That very night a sound was heard throughout the house, like the sound of a rat trap catching its prey  . The farmer's wife rushed to see what was caught. In the darkness, she did not see that it was a poisonous snake whose tail the trap had caught. The snake bit the farmer's wife.
The farmer rushed her to the hospital. She returned home with a fever. Now everyone knows you treat a fever with fresh chicken soup, so the farmer took his hatchet   to the farmyard for the soup's main ingredient.
His wife's sickness continued so that friends and neighbors came to sit with her around the clock. To feed them the farmer killed the pig.
The farmer's wife did not get well. She died, and so many people came for her funeral that the farmer had the cow killed to provide meat for all of them to eat.
So the next time you hear that someone is facing a problem and think that it does not concern you, remember that when there is a rat trap in the house, the whole farmyard is at risk.",We can conclude from the article that  _  .,the farmer's wife got good treatment in the hospital,the farmer regretted setting up the rat trap,the rat was very wise in avoiding the trap,none of the other animals felt threatened by the rat trap,D,3,1,0,,D,0,0,0,0,
A047,"Televisions, stereos, telephones, and computers have changed the way we spend our time and what we know about the world. Some of the changes brought about by these material possessions have improved our way of life, but others have made it worse. Our young teenagers turn on the television, play the stereo, play games on the computer, talk on the telephone, and eat all the same time. This drives me right up the wall to instant insanity .
However, teens of today place too great an importance on material property. They spend an average of several hours a day watching television, listening to stereos, playing on the computer, playing video games, and talking on the telephone. Families no longer watch television together and there is great lack of communication. Materialism is evident when an otherwise intelligent teenager drives their parents crazy, and into debt, when misusing communication equipment. Teens judge and admire other teens for what they own and have, rather than for what they are or what they can do. They no longer care about values, like honesty, integrity , freedom, talent, quality and other values and morals.
However, good or bad, communication devices are here to stay. It is up to us, as parents, to stop our beloved teenagers from misusing and abusing our communication equipment and devices. We need to avoid the problems they present and to make the most of their opportunities they possess and hold for us all.",The writer attributes   the unsatisfactory behavior of teens to    _   .,teens' too much free time,parents' non-interference,inadequate school education,material property,D,3,1,0,,D,0,0,0,0,
A048,"Global warming happens when greenhouse gases trap heat and light from the sun in the earths atmosphere, which increases the temperature. This is like when heat is trapped in a car. On a hot day, the car gets hotter when it is out in the parking lot. This is because the heat and light from the sun can get into the car, by going through the windows,but it can't get back out. This is what the greenhouse effect does to the earth .The heat and light can get through the atmosphere, but it can't get out. As a result,the temperature rises.
Sometimes the temperature can change in a way that helps us. The greenhouse effect makes the earth appropriate for people to live on. Without _ ,the earth would be freezing,or it would be burning hot. It would be freezing at night because we would not get the sun's heat and light .During the day, especially during the summer, it would be burning because the sun would be up with no atmosphere to filter it,so people,plants,and animals would be exposed to all the light and heat.
Although the greenhouse effect makes the earth able to have people living on it,if there gets to be too many gases,the each can get unusually warmer, and many plants,animals.and people will die. Plants would die because they would not be able to take the heat .This would cause us to have less food to eat,and it would also limit the food that animals have. With less food for the animals that we need to survive we would even have less food. Gradually,people,plants,and animals would all die of hunger.
People are doing many things to try to stop global warming .One thing is carpooling--driving with someone to a place that you are both going to. Another thing is being more careful about leaving electrical devices turned on. Now,more people are even riding buses or bikes to lower the amount of greenhouse gases in the air .Although adults do many things to help stop global warming,kids call do just as much.",What is the effect of atmosphere?,It only traps the heat of the sun.,It does great harm to humans.,It makes the earth neither too hot nor too cold.,It prevents all the light from the sun shining on the earth.,C,4,1,0,,C,0,0,0,0,
A049,"The city of Venice,in  Italy,is one of a kind.It is built on more than 120 islands,just off arrival.After explaining where my new house was,I told him that I had left the key under the doormat.Since I knew it would be quite late before I could get back,I suggested that be make himself at home and help himself to anything that was kept in the refrigerator .
Two hours later my friend phoned me from the house.At the moment,he said,he was listening to some of my records after having had a nice meal.He had found the pan and meat in the refrigerator.Now,he was drinking a cup of tea and hoped that I would join him soon.When I asked him if he bad any difficulty finding the house,he answered that the only problem  was that he had not been able to find the key under the doormat,but luckily,the living room window by the apple tree had been left open and  he had climbed in through the window.I listened to all this in great surprise.There is no apple tree outside my window,but there is one by the living room window of my next-door  neighbor's house!",The writer left the key under the doormat so that   _   .,nobody would find it,he might not lose it,his family could use the same key,his friend could easily get it,D,4,2,0,,D,0,0,0,0,
