token,path,class_guess,count
2050,revision/artifacts/irt/llm_deepseek_panel_cache.csv,artifact_or_table,320
1640,revision/artifacts/irt/logits_allenai_longformer-base-4096.csv,artifact_or_table,6
1800,revision/artifacts/irt/logits_allenai_longformer-base-4096.csv,artifact_or_table,1
1300,revision/artifacts/irt/logits_allenai_longformer-base-4096.csv,artifact_or_table,2
750,revision/artifacts/irt/logits_allenai_longformer-base-4096.csv,artifact_or_table,15
1530,revision/artifacts/irt/logits_allenai_longformer-base-4096.csv,artifact_or_table,4
780,revision/artifacts/irt/logits_allenai_longformer-base-4096.csv,artifact_or_table,14
300,revision/artifacts/irt/logits_allenai_longformer-base-4096.csv,artifact_or_table,22
270,revision/artifacts/irt/logits_allenai_longformer-base-4096.csv,artifact_or_table,14
520,revision/artifacts/irt/logits_allenai_longformer-base-4096.csv,artifact_or_table,19
450,revision/artifacts/irt/logits_allenai_longformer-base-4096.csv,artifact_or_table,12
400,revision/artifacts/irt/logits_allenai_longformer-base-4096.csv,artifact_or_table,15
850,revision/artifacts/irt/logits_allenai_longformer-base-4096.csv,artifact_or_table,15
1200,revision/artifacts/irt/logits_allenai_longformer-base-4096.csv,artifact_or_table,1
2050,revision/artifacts/irt/logits_allenai_longformer-base-4096.csv,artifact_or_table,5
5000,revision/artifacts/irt/logits_bert-base-uncased.csv,artifact_or_table,2
3360,revision/artifacts/irt/logits_bert-base-uncased.csv,artifact_or_table,2
1640,revision/artifacts/irt/logits_bert-base-uncased.csv,artifact_or_table,4
1300,revision/artifacts/irt/logits_bert-base-uncased.csv,artifact_or_table,1
750,revision/artifacts/irt/logits_bert-base-uncased.csv,artifact_or_table,16
1150,revision/artifacts/irt/logits_bert-base-uncased.csv,artifact_or_table,1
1530,revision/artifacts/irt/logits_bert-base-uncased.csv,artifact_or_table,1
780,revision/artifacts/irt/logits_bert-base-uncased.csv,artifact_or_table,16
300,revision/artifacts/irt/logits_bert-base-uncased.csv,artifact_or_table,23
270,revision/artifacts/irt/logits_bert-base-uncased.csv,artifact_or_table,14
520,revision/artifacts/irt/logits_bert-base-uncased.csv,artifact_or_table,22
450,revision/artifacts/irt/logits_bert-base-uncased.csv,artifact_or_table,20
400,revision/artifacts/irt/logits_bert-base-uncased.csv,artifact_or_table,21
850,revision/artifacts/irt/logits_bert-base-uncased.csv,artifact_or_table,24
1200,revision/artifacts/irt/logits_bert-base-uncased.csv,artifact_or_table,3
2050,revision/artifacts/irt/logits_bert-base-uncased.csv,artifact_or_table,3
750,revision/artifacts/irt/machine_panel_long.csv,artifact_or_table,320
780,revision/artifacts/irt/machine_panel_long.csv,artifact_or_table,480
300,revision/artifacts/irt/machine_panel_long.csv,artifact_or_table,320
270,revision/artifacts/irt/machine_panel_long.csv,artifact_or_table,160
520,revision/artifacts/irt/machine_panel_long.csv,artifact_or_table,960
450,revision/artifacts/irt/machine_panel_long.csv,artifact_or_table,320
2050,revision/artifacts/irt/machine_panel_long.csv,artifact_or_table,320
1300,revision/artifacts/irt/machine_panel_roster.csv,artifact_or_table,1
750,revision/artifacts/irt/machine_panel_roster.csv,artifact_or_table,3
1530,revision/artifacts/irt/machine_panel_roster.csv,artifact_or_table,1
780,revision/artifacts/irt/machine_panel_roster.csv,artifact_or_table,3
300,revision/artifacts/irt/machine_panel_roster.csv,artifact_or_table,6
270,revision/artifacts/irt/machine_panel_roster.csv,artifact_or_table,3
520,revision/artifacts/irt/machine_panel_roster.csv,artifact_or_table,5
450,revision/artifacts/irt/machine_panel_roster.csv,artifact_or_table,4
400,revision/artifacts/irt/machine_panel_roster.csv,artifact_or_table,4
850,revision/artifacts/irt/machine_panel_roster.csv,artifact_or_table,4
2050,revision/artifacts/irt/machine_panel_roster.csv,artifact_or_table,1
5000,revision/artifacts/smoke_custom_data/race_mcq_val.csv,artifact_or_table,8
1640,revision/artifacts/smoke_custom_data/race_mcq_val.csv,artifact_or_table,2
1800,revision/artifacts/smoke_custom_data/race_mcq_val.csv,artifact_or_table,14
750,revision/artifacts/smoke_custom_data/race_mcq_val.csv,artifact_or_table,10
1150,revision/artifacts/smoke_custom_data/race_mcq_val.csv,artifact_or_table,4
780,revision/artifacts/smoke_custom_data/race_mcq_val.csv,artifact_or_table,2
300,revision/artifacts/smoke_custom_data/race_mcq_val.csv,artifact_or_table,34
520,revision/artifacts/smoke_custom_data/race_mcq_val.csv,artifact_or_table,8
450,revision/artifacts/smoke_custom_data/race_mcq_val.csv,artifact_or_table,8
400,revision/artifacts/smoke_custom_data/race_mcq_val.csv,artifact_or_table,38
850,revision/artifacts/smoke_custom_data/race_mcq_val.csv,artifact_or_table,2
2050,revision/artifacts/smoke_custom_data/race_mcq_val.csv,artifact_or_table,2
1640,revision/artifacts/smoke_encoder/training_dynamics_val.csv,artifact_or_table,1
300,revision/artifacts/smoke_encoder/training_dynamics_val.csv,artifact_or_table,1
270,revision/artifacts/smoke_encoder/training_dynamics_val.csv,artifact_or_table,2
520,revision/artifacts/smoke_encoder/training_dynamics_val.csv,artifact_or_table,2
450,revision/artifacts/smoke_encoder/training_dynamics_val.csv,artifact_or_table,1
400,revision/artifacts/smoke_encoder/training_dynamics_val.csv,artifact_or_table,1
400,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/run_meta.json,documentation,1
5000,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/training_dynamics_train.csv,artifact_or_table,3
3360,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/training_dynamics_train.csv,artifact_or_table,7
1640,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/training_dynamics_train.csv,artifact_or_table,3
1800,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/training_dynamics_train.csv,artifact_or_table,2
1300,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/training_dynamics_train.csv,artifact_or_table,4
750,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/training_dynamics_train.csv,artifact_or_table,42
1150,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/training_dynamics_train.csv,artifact_or_table,8
1530,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/training_dynamics_train.csv,artifact_or_table,2
780,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/training_dynamics_train.csv,artifact_or_table,43
300,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/training_dynamics_train.csv,artifact_or_table,43
270,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/training_dynamics_train.csv,artifact_or_table,47
520,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/training_dynamics_train.csv,artifact_or_table,65
450,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/training_dynamics_train.csv,artifact_or_table,81
400,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/training_dynamics_train.csv,artifact_or_table,65
850,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/training_dynamics_train.csv,artifact_or_table,51
1200,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/training_dynamics_train.csv,artifact_or_table,5
2050,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/training_dynamics_train.csv,artifact_or_table,15
5000,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/training_dynamics_train_epoch.csv,artifact_or_table,3
3360,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/training_dynamics_train_epoch.csv,artifact_or_table,7
1640,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/training_dynamics_train_epoch.csv,artifact_or_table,3
1800,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/training_dynamics_train_epoch.csv,artifact_or_table,2
1300,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/training_dynamics_train_epoch.csv,artifact_or_table,4
750,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/training_dynamics_train_epoch.csv,artifact_or_table,42
1150,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/training_dynamics_train_epoch.csv,artifact_or_table,8
1530,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/training_dynamics_train_epoch.csv,artifact_or_table,2
780,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/training_dynamics_train_epoch.csv,artifact_or_table,43
300,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/training_dynamics_train_epoch.csv,artifact_or_table,43
270,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/training_dynamics_train_epoch.csv,artifact_or_table,47
520,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/training_dynamics_train_epoch.csv,artifact_or_table,65
450,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/training_dynamics_train_epoch.csv,artifact_or_table,81
400,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/training_dynamics_train_epoch.csv,artifact_or_table,65
850,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/training_dynamics_train_epoch.csv,artifact_or_table,51
1200,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/training_dynamics_train_epoch.csv,artifact_or_table,5
2050,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/training_dynamics_train_epoch.csv,artifact_or_table,15
5000,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/training_dynamics_val.csv,artifact_or_table,15
3360,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/training_dynamics_val.csv,artifact_or_table,18
1640,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/training_dynamics_val.csv,artifact_or_table,40
1800,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/training_dynamics_val.csv,artifact_or_table,24
1300,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/training_dynamics_val.csv,artifact_or_table,17
750,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/training_dynamics_val.csv,artifact_or_table,256
1150,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/training_dynamics_val.csv,artifact_or_table,50
1530,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/training_dynamics_val.csv,artifact_or_table,34
780,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/training_dynamics_val.csv,artifact_or_table,287
300,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/training_dynamics_val.csv,artifact_or_table,259
270,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/training_dynamics_val.csv,artifact_or_table,248
520,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/training_dynamics_val.csv,artifact_or_table,348
450,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/training_dynamics_val.csv,artifact_or_table,313
400,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/training_dynamics_val.csv,artifact_or_table,301
850,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/training_dynamics_val.csv,artifact_or_table,273
1200,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/training_dynamics_val.csv,artifact_or_table,28
2050,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/training_dynamics_val.csv,artifact_or_table,41
3360,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/val_predictions.csv,artifact_or_table,1
1640,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/val_predictions.csv,artifact_or_table,7
1800,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/val_predictions.csv,artifact_or_table,1
1300,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/val_predictions.csv,artifact_or_table,1
750,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/val_predictions.csv,artifact_or_table,22
1150,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/val_predictions.csv,artifact_or_table,10
1530,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/val_predictions.csv,artifact_or_table,2
780,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/val_predictions.csv,artifact_or_table,33
300,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/val_predictions.csv,artifact_or_table,29
270,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/val_predictions.csv,artifact_or_table,21
520,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/val_predictions.csv,artifact_or_table,48
450,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/val_predictions.csv,artifact_or_table,28
400,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/val_predictions.csv,artifact_or_table,24
850,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/val_predictions.csv,artifact_or_table,23
1200,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/val_predictions.csv,artifact_or_table,5
2050,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/val_predictions.csv,artifact_or_table,4
5000,revision/artifacts/encoder_competitive/bert-base-uncased/training_dynamics_train_epoch.csv,artifact_or_table,5
3360,revision/artifacts/encoder_competitive/bert-base-uncased/training_dynamics_train_epoch.csv,artifact_or_table,10
1640,revision/artifacts/encoder_competitive/bert-base-uncased/training_dynamics_train_epoch.csv,artifact_or_table,7
1800,revision/artifacts/encoder_competitive/bert-base-uncased/training_dynamics_train_epoch.csv,artifact_or_table,5
1300,revision/artifacts/encoder_competitive/bert-base-uncased/training_dynamics_train_epoch.csv,artifact_or_table,9
750,revision/artifacts/encoder_competitive/bert-base-uncased/training_dynamics_train_epoch.csv,artifact_or_table,58
1150,revision/artifacts/encoder_competitive/bert-base-uncased/training_dynamics_train_epoch.csv,artifact_or_table,11
1530,revision/artifacts/encoder_competitive/bert-base-uncased/training_dynamics_train_epoch.csv,artifact_or_table,7
780,revision/artifacts/encoder_competitive/bert-base-uncased/training_dynamics_train_epoch.csv,artifact_or_table,70
300,revision/artifacts/encoder_competitive/bert-base-uncased/training_dynamics_train_epoch.csv,artifact_or_table,64
270,revision/artifacts/encoder_competitive/bert-base-uncased/training_dynamics_train_epoch.csv,artifact_or_table,58
520,revision/artifacts/encoder_competitive/bert-base-uncased/training_dynamics_train_epoch.csv,artifact_or_table,69
450,revision/artifacts/encoder_competitive/bert-base-uncased/training_dynamics_train_epoch.csv,artifact_or_table,69
400,revision/artifacts/encoder_competitive/bert-base-uncased/training_dynamics_train_epoch.csv,artifact_or_table,66
850,revision/artifacts/encoder_competitive/bert-base-uncased/training_dynamics_train_epoch.csv,artifact_or_table,68
1200,revision/artifacts/encoder_competitive/bert-base-uncased/training_dynamics_train_epoch.csv,artifact_or_table,8
2050,revision/artifacts/encoder_competitive/bert-base-uncased/training_dynamics_train_epoch.csv,artifact_or_table,15
5000,revision/artifacts/encoder_competitive/bert-base-uncased/training_dynamics_val.csv,artifact_or_table,23
3360,revision/artifacts/encoder_competitive/bert-base-uncased/training_dynamics_val.csv,artifact_or_table,23
1640,revision/artifacts/encoder_competitive/bert-base-uncased/training_dynamics_val.csv,artifact_or_table,48
1800,revision/artifacts/encoder_competitive/bert-base-uncased/training_dynamics_val.csv,artifact_or_table,27
1300,revision/artifacts/encoder_competitive/bert-base-uncased/training_dynamics_val.csv,artifact_or_table,22
750,revision/artifacts/encoder_competitive/bert-base-uncased/training_dynamics_val.csv,artifact_or_table,293
1150,revision/artifacts/encoder_competitive/bert-base-uncased/training_dynamics_val.csv,artifact_or_table,49
1530,revision/artifacts/encoder_competitive/bert-base-uncased/training_dynamics_val.csv,artifact_or_table,33
780,revision/artifacts/encoder_competitive/bert-base-uncased/training_dynamics_val.csv,artifact_or_table,335
300,revision/artifacts/encoder_competitive/bert-base-uncased/training_dynamics_val.csv,artifact_or_table,302
270,revision/artifacts/encoder_competitive/bert-base-uncased/training_dynamics_val.csv,artifact_or_table,280
520,revision/artifacts/encoder_competitive/bert-base-uncased/training_dynamics_val.csv,artifact_or_table,369
450,revision/artifacts/encoder_competitive/bert-base-uncased/training_dynamics_val.csv,artifact_or_table,314
400,revision/artifacts/encoder_competitive/bert-base-uncased/training_dynamics_val.csv,artifact_or_table,304
850,revision/artifacts/encoder_competitive/bert-base-uncased/training_dynamics_val.csv,artifact_or_table,298
1200,revision/artifacts/encoder_competitive/bert-base-uncased/training_dynamics_val.csv,artifact_or_table,33
2050,revision/artifacts/encoder_competitive/bert-base-uncased/training_dynamics_val.csv,artifact_or_table,44
5000,revision/artifacts/encoder_competitive/bert-base-uncased/val_predictions.csv,artifact_or_table,2
1640,revision/artifacts/encoder_competitive/bert-base-uncased/val_predictions.csv,artifact_or_table,7
1800,revision/artifacts/encoder_competitive/bert-base-uncased/val_predictions.csv,artifact_or_table,1
1300,revision/artifacts/encoder_competitive/bert-base-uncased/val_predictions.csv,artifact_or_table,1
750,revision/artifacts/encoder_competitive/bert-base-uncased/val_predictions.csv,artifact_or_table,33
1150,revision/artifacts/encoder_competitive/bert-base-uncased/val_predictions.csv,artifact_or_table,8
1530,revision/artifacts/encoder_competitive/bert-base-uncased/val_predictions.csv,artifact_or_table,5
780,revision/artifacts/encoder_competitive/bert-base-uncased/val_predictions.csv,artifact_or_table,49
300,revision/artifacts/encoder_competitive/bert-base-uncased/val_predictions.csv,artifact_or_table,40
270,revision/artifacts/encoder_competitive/bert-base-uncased/val_predictions.csv,artifact_or_table,23
520,revision/artifacts/encoder_competitive/bert-base-uncased/val_predictions.csv,artifact_or_table,44
450,revision/artifacts/encoder_competitive/bert-base-uncased/val_predictions.csv,artifact_or_table,37
400,revision/artifacts/encoder_competitive/bert-base-uncased/val_predictions.csv,artifact_or_table,30
850,revision/artifacts/encoder_competitive/bert-base-uncased/val_predictions.csv,artifact_or_table,35
1200,revision/artifacts/encoder_competitive/bert-base-uncased/val_predictions.csv,artifact_or_table,4
2050,revision/artifacts/encoder_competitive/bert-base-uncased/val_predictions.csv,artifact_or_table,4
5000,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/training_dynamics_train.csv,artifact_or_table,6
3360,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/training_dynamics_train.csv,artifact_or_table,6
1640,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/training_dynamics_train.csv,artifact_or_table,9
1800,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/training_dynamics_train.csv,artifact_or_table,6
1300,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/training_dynamics_train.csv,artifact_or_table,6
750,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/training_dynamics_train.csv,artifact_or_table,62
1150,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/training_dynamics_train.csv,artifact_or_table,7
1530,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/training_dynamics_train.csv,artifact_or_table,9
780,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/training_dynamics_train.csv,artifact_or_table,58
300,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/training_dynamics_train.csv,artifact_or_table,72
270,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/training_dynamics_train.csv,artifact_or_table,76
520,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/training_dynamics_train.csv,artifact_or_table,81
450,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/training_dynamics_train.csv,artifact_or_table,75
400,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/training_dynamics_train.csv,artifact_or_table,81
850,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/training_dynamics_train.csv,artifact_or_table,75
1200,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/training_dynamics_train.csv,artifact_or_table,3
2050,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/training_dynamics_train.csv,artifact_or_table,19
5000,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/training_dynamics_train_epoch.csv,artifact_or_table,6
3360,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/training_dynamics_train_epoch.csv,artifact_or_table,6
1640,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/training_dynamics_train_epoch.csv,artifact_or_table,9
1800,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/training_dynamics_train_epoch.csv,artifact_or_table,6
1300,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/training_dynamics_train_epoch.csv,artifact_or_table,6
750,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/training_dynamics_train_epoch.csv,artifact_or_table,62
1150,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/training_dynamics_train_epoch.csv,artifact_or_table,7
1530,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/training_dynamics_train_epoch.csv,artifact_or_table,9
780,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/training_dynamics_train_epoch.csv,artifact_or_table,58
300,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/training_dynamics_train_epoch.csv,artifact_or_table,72
270,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/training_dynamics_train_epoch.csv,artifact_or_table,76
520,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/training_dynamics_train_epoch.csv,artifact_or_table,81
450,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/training_dynamics_train_epoch.csv,artifact_or_table,75
400,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/training_dynamics_train_epoch.csv,artifact_or_table,81
850,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/training_dynamics_train_epoch.csv,artifact_or_table,75
1200,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/training_dynamics_train_epoch.csv,artifact_or_table,3
2050,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/training_dynamics_train_epoch.csv,artifact_or_table,19
5000,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/training_dynamics_val.csv,artifact_or_table,24
3360,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/training_dynamics_val.csv,artifact_or_table,34
1640,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/training_dynamics_val.csv,artifact_or_table,53
1800,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/training_dynamics_val.csv,artifact_or_table,24
1300,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/training_dynamics_val.csv,artifact_or_table,26
750,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/training_dynamics_val.csv,artifact_or_table,267
1150,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/training_dynamics_val.csv,artifact_or_table,42
1530,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/training_dynamics_val.csv,artifact_or_table,25
780,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/training_dynamics_val.csv,artifact_or_table,331
300,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/training_dynamics_val.csv,artifact_or_table,317
270,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/training_dynamics_val.csv,artifact_or_table,281
520,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/training_dynamics_val.csv,artifact_or_table,358
450,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/training_dynamics_val.csv,artifact_or_table,317
400,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/training_dynamics_val.csv,artifact_or_table,323
850,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/training_dynamics_val.csv,artifact_or_table,294
1200,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/training_dynamics_val.csv,artifact_or_table,31
2050,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/training_dynamics_val.csv,artifact_or_table,42
1640,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/val_predictions.csv,artifact_or_table,6
1300,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/val_predictions.csv,artifact_or_table,1
750,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/val_predictions.csv,artifact_or_table,25
1150,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/val_predictions.csv,artifact_or_table,8
1530,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/val_predictions.csv,artifact_or_table,4
780,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/val_predictions.csv,artifact_or_table,42
300,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/val_predictions.csv,artifact_or_table,25
270,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/val_predictions.csv,artifact_or_table,28
520,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/val_predictions.csv,artifact_or_table,51
450,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/val_predictions.csv,artifact_or_table,34
400,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/val_predictions.csv,artifact_or_table,30
850,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/val_predictions.csv,artifact_or_table,31
1200,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/val_predictions.csv,artifact_or_table,3
2050,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/val_predictions.csv,artifact_or_table,5
5000,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/hf_model/tokenizer.json,documentation,17
3360,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/hf_model/tokenizer.json,documentation,15
1640,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/hf_model/tokenizer.json,documentation,15
1800,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/hf_model/tokenizer.json,documentation,17
1300,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/hf_model/tokenizer.json,documentation,16
750,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/hf_model/tokenizer.json,documentation,102
1150,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/hf_model/tokenizer.json,documentation,15
1530,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/hf_model/tokenizer.json,documentation,15
780,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/hf_model/tokenizer.json,documentation,102
300,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/hf_model/tokenizer.json,documentation,205
270,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/hf_model/tokenizer.json,documentation,202
520,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/hf_model/tokenizer.json,documentation,102
450,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/hf_model/tokenizer.json,documentation,202
400,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/hf_model/tokenizer.json,documentation,206
850,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/hf_model/tokenizer.json,documentation,103
1200,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/hf_model/tokenizer.json,documentation,17
2050,revision/artifacts/encoder_competitive/allenai_longformer-base-4096/hf_model/tokenizer.json,documentation,16
5000,revision/artifacts/encoder_competitive/bert-base-uncased/hf_model/tokenizer.json,documentation,4
3360,revision/artifacts/encoder_competitive/bert-base-uncased/hf_model/tokenizer.json,documentation,3
1640,revision/artifacts/encoder_competitive/bert-base-uncased/hf_model/tokenizer.json,documentation,14
1800,revision/artifacts/encoder_competitive/bert-base-uncased/hf_model/tokenizer.json,documentation,15
1300,revision/artifacts/encoder_competitive/bert-base-uncased/hf_model/tokenizer.json,documentation,14
750,revision/artifacts/encoder_competitive/bert-base-uncased/hf_model/tokenizer.json,documentation,63
1150,revision/artifacts/encoder_competitive/bert-base-uncased/hf_model/tokenizer.json,documentation,13
1530,revision/artifacts/encoder_competitive/bert-base-uncased/hf_model/tokenizer.json,documentation,13
780,revision/artifacts/encoder_competitive/bert-base-uncased/hf_model/tokenizer.json,documentation,63
300,revision/artifacts/encoder_competitive/bert-base-uncased/hf_model/tokenizer.json,documentation,165
270,revision/artifacts/encoder_competitive/bert-base-uncased/hf_model/tokenizer.json,documentation,163
520,revision/artifacts/encoder_competitive/bert-base-uncased/hf_model/tokenizer.json,documentation,63
450,revision/artifacts/encoder_competitive/bert-base-uncased/hf_model/tokenizer.json,documentation,63
400,revision/artifacts/encoder_competitive/bert-base-uncased/hf_model/tokenizer.json,documentation,66
850,revision/artifacts/encoder_competitive/bert-base-uncased/hf_model/tokenizer.json,documentation,64
1200,revision/artifacts/encoder_competitive/bert-base-uncased/hf_model/tokenizer.json,documentation,14
2050,revision/artifacts/encoder_competitive/bert-base-uncased/hf_model/tokenizer.json,documentation,13
5000,revision/artifacts/encoder_competitive/google_bigbird-roberta-base/hf_model/tokenizer.json,documentation,2
