question_id,content_asset_path,content_asset_sha256,correct_option,n_attempts,n_students,n_correct,empirical_correctness
162,data/eedi_public_download/extracted/data/images/162.jpg,7b675db9419bd4fe8adaf26b0459ee27f3623ee97bfb31ae67da359825a8a56f,3,1572,1572,610,0.3880407124681934
163,data/eedi_public_download/extracted/data/images/163.jpg,875c69ab5216067dc547429820f4756560feb1841baf531cd2960056b8005477,4,630,630,476,0.7555555555555555
164,data/eedi_public_download/extracted/data/images/164.jpg,6ec90bc45674b9728fa80d1f41c1833ea90f1d4d74373aa177dffa38f6e3d6b3,2,115,115,82,0.7130434782608696
165,data/eedi_public_download/extracted/data/images/165.jpg,a9107ed9e19205a0a03954ab7346e4201a630da24216e39583c176e6cb7e6b00,2,2294,2294,1284,0.5597210113339146
166,data/eedi_public_download/extracted/data/images/166.jpg,6201da145938544ba5c44f9b1b2f1d335af7cbb8241e25243edac53d3d7fffa3,1,104,104,36,0.34615384615384615
167,data/eedi_public_download/extracted/data/images/167.jpg,50d5dace9ccbdeee9e6b684baa67f91762dd59349f48b7ace655f5bb7e30ad78,3,1601,1601,674,0.42098688319800126
168,data/eedi_public_download/extracted/data/images/168.jpg,592504bfe329d9ebcb2ba09ae912fff06cb28a52f84ecaa9a046febc8e338d6a,4,206,206,144,0.6990291262135923
169,data/eedi_public_download/extracted/data/images/169.jpg,fdc3a4d74b8b53ce4d74c2d1e90b5d7d95cfb5b9ffb54ef9cd2c73798635cae6,4,2302,2302,603,0.2619461337966985
170,data/eedi_public_download/extracted/data/images/170.jpg,bf57fc629eae6b0bcf34b4c44c20d156a689eb026caa1ae6c0f31cd53db37aed,1,1541,1541,972,0.6307592472420506
171,data/eedi_public_download/extracted/data/images/171.jpg,65ebc8a551a834423ec562beb49a4d3fced6698f0c6c92632019726228adfcbf,3,2116,2116,1079,0.5099243856332704
172,data/eedi_public_download/extracted/data/images/172.jpg,7cd909793b96563f054ed694b648ecb3b45e5680bb820d27153ccfa3250a28d1,2,616,616,186,0.30194805194805197
173,data/eedi_public_download/extracted/data/images/173.jpg,c48db751d32675a86f79360cbf84e6a92ac8426c66f84a2c9628c1285cf58a83,4,137,137,49,0.35766423357664234
174,data/eedi_public_download/extracted/data/images/174.jpg,d7091670bf6dcdbe1b46c961b8f71824059d5d2b1be0c256777539041d8963bb,3,1018,1018,386,0.3791748526522593
175,data/eedi_public_download/extracted/data/images/175.jpg,30fb8c3436d5937804608a78dd3c5497137a92b1482e23bafa278cc92c218bab,2,10,10,3,0.3
176,data/eedi_public_download/extracted/data/images/176.jpg,50195cfea2e51887107cb0a20b51b96f3855a4a055c408287ef139db747914a9,2,1199,1199,693,0.5779816513761468
177,data/eedi_public_download/extracted/data/images/177.jpg,ed659685b12720a9bd40ce76a8d04407bcf6b0864a233254392fb5885972b92c,2,2545,2545,1220,0.4793713163064833
178,data/eedi_public_download/extracted/data/images/178.jpg,7ce4a55e3c74ff13ba7fb38e550e2ebe01846814ce22c1d73da6cc42a9f1f870,4,2903,2903,2491,0.8580778504994833
179,data/eedi_public_download/extracted/data/images/179.jpg,ae899fff32b080b46977c1225a210b0d63d46e5b099caefa202a868e7850d3ac,2,78,78,22,0.28205128205128205
180,data/eedi_public_download/extracted/data/images/180.jpg,827d0b0a8d0f1216f12e4ee859c3b10a7183d895a20a76974f37b223a84c65ab,4,80,80,20,0.25
181,data/eedi_public_download/extracted/data/images/181.jpg,fe98328dcc5a0a083451ad9952715d01dd678f5689766993a963fb50d43a3198,3,574,574,183,0.31881533101045295
182,data/eedi_public_download/extracted/data/images/182.jpg,d3f480d21e34de0274df0c8a40e7498e092f25557f900aa78799f4143c0eb827,3,2245,2245,585,0.26057906458797325
183,data/eedi_public_download/extracted/data/images/183.jpg,beb16d75a289ac5799d75d44392e32f5794b53af938f07319f3ef4695cfcb72a,3,2596,2596,1196,0.46070878274268107
184,data/eedi_public_download/extracted/data/images/184.jpg,b40563ebd4526ab9b7a25805cdce971c4facac36b7eee3c770f30f8b5751f558,1,2472,2472,1531,0.6193365695792881
185,data/eedi_public_download/extracted/data/images/185.jpg,2f123063334b31e8ed9fbb6633cdb3335830b7ac7b1eb4508b37e220e81b1907,4,2715,2715,1826,0.6725598526703499
186,data/eedi_public_download/extracted/data/images/186.jpg,0f9fabcbbe52392bc6bd98fe9be46426a8abb5bab65941d6c14aa16cd3694af9,2,2318,2318,866,0.37359792924935287
187,data/eedi_public_download/extracted/data/images/187.jpg,1216885c19568662b3953b4045dfce5b9bf948876b472569a2ed35f1cfe5413e,1,2184,2184,1075,0.49221611721611724
188,data/eedi_public_download/extracted/data/images/188.jpg,088ffda3d2384d2a24d7d7bc7f5fae52845fae0c487ba19d1379c390614d7229,3,189,189,75,0.3968253968253968
189,data/eedi_public_download/extracted/data/images/189.jpg,824f17492e08d9248c39d8bb0e07e8ab12c03e8b49005eff91cbe58fba4defbc,2,178,178,64,0.3595505617977528
190,data/eedi_public_download/extracted/data/images/190.jpg,83944022616cc4816989a6b4e567d922fad49e387cfc1cef036f8dab2787be3a,2,2582,2582,1673,0.6479473276529821
191,data/eedi_public_download/extracted/data/images/191.jpg,0f3ef265f8d77ab3eb27da1c720080e257fe5c0b068ace896eba18aae89c3308,4,869,869,300,0.34522439585730724
192,data/eedi_public_download/extracted/data/images/192.jpg,82a7a2187e370564d7cc790fa7fc13d3bf35f5defe4aea24cabd36d36bdf652d,4,80,80,22,0.275
193,data/eedi_public_download/extracted/data/images/193.jpg,021a9f00ed28f76bb2c55271798904d0ce1b9d85e0c6916515dafd680e2c9c10,3,2315,2315,1249,0.5395248380129589
194,data/eedi_public_download/extracted/data/images/194.jpg,4c1398d54250f977a51ea8db08047508294b3389a09195369723f88e22a67f04,2,1324,1324,608,0.459214501510574
195,data/eedi_public_download/extracted/data/images/195.jpg,571b6a80205c4a3ea0a0f7a20873cd9cff6558ee1d41bb6964fb0d942fed676c,4,2554,2554,1912,0.7486296006264683
196,data/eedi_public_download/extracted/data/images/196.jpg,018890cbea754600f1f2f93f1a26dfcf0ec0998ef213151f67e2495e356c46ad,1,1509,1509,856,0.5672630881378397
197,data/eedi_public_download/extracted/data/images/197.jpg,2076ab0da5babab4186d60595939f6d96a1de1696ecbe459f91faa6e9ead93cf,3,2166,2166,753,0.3476454293628809
198,data/eedi_public_download/extracted/data/images/198.jpg,63fe1da82faafd98abf6e375c84d244e4f9fd3f5658f12dc32140418f4ad32f9,3,326,326,159,0.48773006134969327
199,data/eedi_public_download/extracted/data/images/199.jpg,3a1a18085aba8c30d6b2f3927a8ded9f52cea7ce41b3d664cdb7e267c33a152f,1,2966,2966,2300,0.7754551584625758
200,data/eedi_public_download/extracted/data/images/200.jpg,3a48cd42ee0254c8a844b3e990b202d0e5ae08632160e68162c35662f242ba29,1,1245,1245,801,0.6433734939759036
201,data/eedi_public_download/extracted/data/images/201.jpg,f130fcd0f3406da171d930ebe1cf1a2193cdaa4599e1ddf8ebf19958ff5e0d2c,2,2128,2128,852,0.40037593984962405
202,data/eedi_public_download/extracted/data/images/202.jpg,a36798681c9042e65a38583341fe476b175706bde17cadbbe5f4c59c7b75fe69,1,2231,2231,1735,0.7776781712236666
203,data/eedi_public_download/extracted/data/images/203.jpg,bb8803cb06324b3153793448e85f94cb942e9e810e1d527a288b85bf00645344,1,855,855,403,0.47134502923976607
204,data/eedi_public_download/extracted/data/images/204.jpg,b9c0908dbab6b05e29e6fb91c461644aea026f9b5e00f840f5e35a8274113341,2,1908,1908,818,0.42872117400419285
205,data/eedi_public_download/extracted/data/images/205.jpg,dd8b5361380ab58db88c788e0e0e792de45007c8b532bcf79dc000eb710799f5,4,425,425,192,0.45176470588235296
207,data/eedi_public_download/extracted/data/images/207.jpg,502c8bc7c3c2ca2b07e0f5bd0eb326727ed5db4665e452eb3a67465eb83c08d2,3,2155,2155,1173,0.5443155452436195
208,data/eedi_public_download/extracted/data/images/208.jpg,bdfbe2204e78e68e82025828ca566b50cbd8bf1601bde14ddcc20426ac0ac19b,3,78,78,19,0.24358974358974358
209,data/eedi_public_download/extracted/data/images/209.jpg,c548f64677460fc1454a20ac14de96b5e99e43dcef5f811bc61248e431f117fe,2,2723,2723,1947,0.7150201983106867
210,data/eedi_public_download/extracted/data/images/210.jpg,8ca1f18cec669966a024579dd182c1860517f0324c4d1463ecc1f466fc271e5f,1,2460,2460,923,0.3752032520325203
211,data/eedi_public_download/extracted/data/images/211.jpg,9df6bc56d670fdf69956cd1f83d7aae897c6ad11b381981930c4fd6abc3c0acb,4,2259,2259,1557,0.6892430278884463
212,data/eedi_public_download/extracted/data/images/212.jpg,9c3ca44b63a61c0e66ea767ab70045e95177a00112dd3154f0cab856b7b42964,4,2352,2352,869,0.36947278911564624
213,data/eedi_public_download/extracted/data/images/213.jpg,cd82ab12d6ede46467b17d585a8c1c6defe005e52c6ee3c1a496377ddf58a530,2,2361,2361,1416,0.5997458703939009
214,data/eedi_public_download/extracted/data/images/214.jpg,4622b2b2f41ae11536fd7eacb35a1c824bd7a2ac27911b8c01694c1052209b0c,3,2895,2895,1241,0.4286701208981002
215,data/eedi_public_download/extracted/data/images/215.jpg,fe6b92a635d82d5e4bfd8805606deb1bb06233d2dc57e81af6871c4b3f9ac747,2,830,830,321,0.38674698795180723
216,data/eedi_public_download/extracted/data/images/216.jpg,706c4a559a4c01b0becb9c04f49286f644ef0a287620f264ed23afda6fde0c4f,4,2217,2217,1289,0.5814163283716735
217,data/eedi_public_download/extracted/data/images/217.jpg,b39bbe1f8553e56a3db9961ccd817ce704d084e512ee393b5fe7ac3ab91dab09,1,2139,2139,864,0.40392706872370265
218,data/eedi_public_download/extracted/data/images/218.jpg,72b0f191007a7ec9e2503742e547f1ad121fe589e3775aaed7ed8bf33da4d1fa,1,1607,1607,454,0.28251400124455506
219,data/eedi_public_download/extracted/data/images/219.jpg,5c63da1cc12b311fe3b70e1f5a58f2c4e168e6697d8987b9218eedfd905d6cc6,3,2211,2211,1013,0.45816372682044326
220,data/eedi_public_download/extracted/data/images/220.jpg,82174ba6b371fcfa11cadd5571aeac3bfef8d0ad33a8e2518a3ff03c5817b822,4,136,136,67,0.49264705882352944
221,data/eedi_public_download/extracted/data/images/221.jpg,06bed53d3a45838c875be2ad0f8252e77bc27d8aa443b6bb29a34a0a8721f7c6,3,617,617,340,0.5510534846029174
222,data/eedi_public_download/extracted/data/images/222.jpg,f023794872442898075c68a08854766792b505bc73d122ce3217ad038f28415a,4,1520,1520,914,0.6013157894736842
223,data/eedi_public_download/extracted/data/images/223.jpg,c3954cc3a3f5b60de9cd4da2926f11f1de8ee6ad104b40bfa014767ba1d15d42,4,100,100,27,0.27
224,data/eedi_public_download/extracted/data/images/224.jpg,80f023703359c000dd6942894f5e9a1d1ec20ad8455ba5678c6246e399a36e24,4,574,574,278,0.4843205574912892
225,data/eedi_public_download/extracted/data/images/225.jpg,6b7650518454b80bd4e3785a771818fa79c73c7a021b90c697f9c85fe679a8e7,1,90,90,31,0.34444444444444444
226,data/eedi_public_download/extracted/data/images/226.jpg,290b4035ffe73fd894c4107a49ec829cf27d42caad9039938af0cf57a91d642b,1,2105,2105,807,0.3833729216152019
227,data/eedi_public_download/extracted/data/images/227.jpg,ddf28de426ca3e518fa9900d8130a9ae7fbe20b96edeacc231b4c8a2be82a6ef,4,1704,1704,1147,0.6731220657276995
228,data/eedi_public_download/extracted/data/images/228.jpg,47e4b1ac83f4e408503a946bcb0431fc927a2b9b10c118bc41221a5a61de3197,1,588,588,231,0.39285714285714285
229,data/eedi_public_download/extracted/data/images/229.jpg,0a0b0838e592049e299da124369c2a313622beed42f95559468af2808a634f09,1,583,583,214,0.3670668953687822
230,data/eedi_public_download/extracted/data/images/230.jpg,0757479a77e88cde6a22ad8c5e2b843b0cc2809f351a1efa4106b7c4486b2cea,1,1500,1500,450,0.3
231,data/eedi_public_download/extracted/data/images/231.jpg,696ad0eeb0e38ed39b193a0f375d5a146ccdcf28c8806ae1b05d128a458c33d2,3,2173,2173,1601,0.7367694431661298
232,data/eedi_public_download/extracted/data/images/232.jpg,3246b275ed16d57d763140820e5e594dd9d8942506f1db07c9ed1afdb44b45ef,2,593,593,302,0.5092748735244519
233,data/eedi_public_download/extracted/data/images/233.jpg,832b6fb9dd5009f67214d6ceed8460629450cd53b21b600e88fd554b284ebaed,3,2606,2606,1277,0.49002302379125096
234,data/eedi_public_download/extracted/data/images/234.jpg,04af07a89aaa5202a9aa91cb62e55abc9ccb2c93de7c3cf8ae678f91e4f85846,2,2617,2617,1103,0.4214749713412304
235,data/eedi_public_download/extracted/data/images/235.jpg,587295a6a00a2ca4fe6ca4883966fa10dc7a6870adc98f685ca56fe7d7bc29e3,3,1902,1902,807,0.4242902208201893
236,data/eedi_public_download/extracted/data/images/236.jpg,75128b9ac819099d3553e19aea707e59fc6ef7271fc2a8e42dddae34772be9d5,2,2706,2706,1553,0.5739098300073909
237,data/eedi_public_download/extracted/data/images/237.jpg,e329461cbc932e25b11ad6ea8c0d1fc4fa9d063dbd5912ca2468974986c0c706,3,1885,1885,617,0.3273209549071618
238,data/eedi_public_download/extracted/data/images/238.jpg,90c099e1e9345b712158186f7019bb8e73ea52409f2f1d529539065ed2fea41c,4,2595,2595,1456,0.5610789980732177
239,data/eedi_public_download/extracted/data/images/239.jpg,719dfbeee33cc5e61c833d26e8055d4778d1c6ca5903708e0445cb1577eac8ff,3,9,9,5,0.5555555555555556
240,data/eedi_public_download/extracted/data/images/240.jpg,da2990fc8dc70111b8eb112d170e29b919e1fa06b6231e3c2007246257c9eae2,2,111,111,40,0.36036036036036034
241,data/eedi_public_download/extracted/data/images/241.jpg,1ad361a53133ac27f1fe64316306e21e4112f92f1b97974835e4ec6df83400f1,4,2118,2118,613,0.28942398489140697
242,data/eedi_public_download/extracted/data/images/242.jpg,ceb3482a65f594294879c0d291c5592e1097e5e3e41f5384094fbdc34debb3ec,3,2565,2565,960,0.3742690058479532
243,data/eedi_public_download/extracted/data/images/243.jpg,f69c424d369a8d9a81f00fff8eb4afc1ab054c3f43e79c036a64f08482c86df1,3,1730,1730,1132,0.6543352601156069
244,data/eedi_public_download/extracted/data/images/244.jpg,ac527b0d48ec277394c5c9e3d13b6fd3de27bc956452f44b71000058f7ba1aef,3,13,13,4,0.3076923076923077
245,data/eedi_public_download/extracted/data/images/245.jpg,e209ce4b3cce4cbe7f781e611094f39a20d238f5740a0b52a84ecbf21fb2e0d2,4,456,456,103,0.22587719298245615
246,data/eedi_public_download/extracted/data/images/246.jpg,b30c73f14db939ebba47bc3d03adbbda35fc0b6c7ce49ae3caca27c2b4163555,4,1265,1265,391,0.3090909090909091
247,data/eedi_public_download/extracted/data/images/247.jpg,91e2d35125180d35bafd8e879c4704605b769460890659ce91d96574c2f8d5cc,4,945,945,517,0.5470899470899471
248,data/eedi_public_download/extracted/data/images/248.jpg,a2617783a1545fb66f9a733c0d5837b517365321eddf4fa86ce54a543597f533,3,2355,2355,1754,0.7447983014861995
249,data/eedi_public_download/extracted/data/images/249.jpg,61ce2ea67f834840f53f14bef8c06786eefb66deb3d1232a043fe7343a1e7d4c,3,2500,2500,1456,0.5824
250,data/eedi_public_download/extracted/data/images/250.jpg,5a7d532dfdb9d9aa53075333c242fa9c9167a5170a6f69f599534a9009f473e8,3,2355,2355,1648,0.6997876857749469
251,data/eedi_public_download/extracted/data/images/251.jpg,bc0960b0b23624f979b1e56c94e98cb18cf0a188d66732c184e7a3d522896680,4,1723,1723,381,0.2211259431224608
252,data/eedi_public_download/extracted/data/images/252.jpg,f4571eed61810c2ff4e2f8ff7b06a850c1ea92a8a2c8e66b9eaa79220c8c53ac,3,2928,2928,2034,0.694672131147541
253,data/eedi_public_download/extracted/data/images/253.jpg,a0c3509a6fcce079b3b7b4acf0f7fc06d63d66aa590f5db68166b3f0a838a90f,2,113,113,52,0.46017699115044247
254,data/eedi_public_download/extracted/data/images/254.jpg,aad0a3a16d14195bb964935991ebf4f92bd7dccf50ea6285dfa4347694d08ba4,1,136,136,84,0.6176470588235294
255,data/eedi_public_download/extracted/data/images/255.jpg,e24ca6a28b5977967c8a8b3b0c6491df783306ddc8ac354fd3bb30d4000f8475,2,2867,2867,1524,0.5315660969654691
256,data/eedi_public_download/extracted/data/images/256.jpg,fecc398d25b2f353202c0a684f62f9f56a4e7279c83ccd944845fcd9fc28db6d,4,1480,1480,989,0.6682432432432432
257,data/eedi_public_download/extracted/data/images/257.jpg,f287f8916d6e6d0b701ca21de4eb52b63f356ea5344ca4aec90d8ca0c15201b3,1,322,322,244,0.7577639751552795
258,data/eedi_public_download/extracted/data/images/258.jpg,65fcbb436d92fa4492c41ff517f54db87837e52f53201e85f4dc096325f0b159,2,459,459,141,0.30718954248366015
259,data/eedi_public_download/extracted/data/images/259.jpg,1efbad26424cedc04ffec192b53e5cb1a887fb06a2c972e54f874f44c324dcf9,3,1731,1731,1014,0.58578856152513
260,data/eedi_public_download/extracted/data/images/260.jpg,a2dd560cc9a09432962a0352f186611dd280b511404789f3bd33db99bd5240c1,3,2293,2293,1561,0.6807675534234627
261,data/eedi_public_download/extracted/data/images/261.jpg,036911a57ce14cadf2927e70e87b4244c53510ef553cc01d66aa14f0b8b4a5df,4,2149,2149,994,0.46254071661237783
262,data/eedi_public_download/extracted/data/images/262.jpg,7feb1af25ade9e968a39462d728a6f31acb9e780c0ef0a99578381b26a47dd32,3,1707,1707,645,0.37785588752196836
263,data/eedi_public_download/extracted/data/images/263.jpg,58a67e83597ebdf2eff31824d9c401e8212eb4d25da281ae6b143d9d38d46c3f,1,2551,2551,1120,0.4390435123480988
264,data/eedi_public_download/extracted/data/images/264.jpg,afd7698aad919774c80155feb099f71ef42d6f7cf601c8f166543b4254f0b2d1,3,1730,1730,976,0.5641618497109827
265,data/eedi_public_download/extracted/data/images/265.jpg,8aec8eb041c68d119a5e2ff8a62f8360635dc5060d1fdace7498a1344061dc80,4,2604,2604,1146,0.4400921658986175
266,data/eedi_public_download/extracted/data/images/266.jpg,8ebd800a84f27ef1aba974c078498ddfac9d783952bd74da1c6e57bbf0e7e7b2,1,112,112,49,0.4375
267,data/eedi_public_download/extracted/data/images/267.jpg,210dd50eac7394c53a942642fadde5182597452f2bce96bb1efd29b478eca49b,1,1891,1891,834,0.44103648863035433
268,data/eedi_public_download/extracted/data/images/268.jpg,efc41186652d6942059e09e15d760947d24abc7ba6f55f132119b6449ae6b361,2,565,565,181,0.32035398230088497
269,data/eedi_public_download/extracted/data/images/269.jpg,ce0e02360e5c280f5a66d4ac47fd625f4d72c022c9329e67241a5bc057b64ece,1,68,68,23,0.3382352941176471
270,data/eedi_public_download/extracted/data/images/270.jpg,d3e02ac1d02069644594b9c934055dd857ca3680b21733cf2db4327889d6c542,4,70,70,32,0.45714285714285713
271,data/eedi_public_download/extracted/data/images/271.jpg,d8d586a1a7eb28a0c8f70e953de9a982961e70d85fa9ce8820b5ec16524d77ac,3,911,911,353,0.38748627881448955
272,data/eedi_public_download/extracted/data/images/272.jpg,659aa169575a23269f3515266d8d7f35301d472c0a018687bf4cb232699a6e82,2,322,322,238,0.7391304347826086
273,data/eedi_public_download/extracted/data/images/273.jpg,2ba6aed141a28027f9483fbe2d262182eed2efb1060958c2ddba2e8ecc372713,2,861,861,252,0.2926829268292683
274,data/eedi_public_download/extracted/data/images/274.jpg,61a5711ed5ce90267d01dd9cb6ec7667694ca28b37ed366dcc996cfbfbe4c166,2,2639,2639,1521,0.5763546798029556
275,data/eedi_public_download/extracted/data/images/275.jpg,cfc69963cd143bf16695a5936dec3fde6e7ff88dbb4563fb77feeeaa388132e6,2,1021,1021,440,0.4309500489715965
276,data/eedi_public_download/extracted/data/images/276.jpg,329d98edb3d12da34a425c4d28fdc22fce1d55d53d8fc8fbe26cde222ccd3f7e,4,2575,2575,682,0.26485436893203884
277,data/eedi_public_download/extracted/data/images/277.jpg,9086b92fe277f92c7b4d8e48a84fde71dc3d195462bf10270a6a151f36e3d39d,3,1700,1700,865,0.5088235294117647
278,data/eedi_public_download/extracted/data/images/278.jpg,bf5952c067a2b946e248b095e3f11bd1efdf0f442e0970237f5b8610634111e2,3,2658,2658,1439,0.5413844996237773
279,data/eedi_public_download/extracted/data/images/279.jpg,d22685fffbacf2ec69a197b5760c801f58e6fb4a2e92a8639cb6082623d4070b,3,2160,2160,838,0.38796296296296295
280,data/eedi_public_download/extracted/data/images/280.jpg,facfbb5572e2d40e95fbce16a57dea6bb52509402f699363c6f1918ed95f68d8,2,1246,1246,490,0.39325842696629215
281,data/eedi_public_download/extracted/data/images/281.jpg,ac12355fcbaacf4c11671c9998a83940681271ef20a70b78e71fe941b387e648,2,2385,2385,1639,0.6872117400419288
282,data/eedi_public_download/extracted/data/images/282.jpg,ffac7efbd5cc38e734ff8eaca229a20f2d3eed4f9e27421ce8ae9ee64abc0d68,2,2555,2555,701,0.27436399217221136
283,data/eedi_public_download/extracted/data/images/283.jpg,87bd3fbe43ea9e70273e275faee233a7b584424bbb4af87b047bf98ff69308cd,2,2650,2650,1468,0.5539622641509434
284,data/eedi_public_download/extracted/data/images/284.jpg,196335e7d570375829240ae80bf099212224ec641aac7c4e256ab9583a2f0141,2,2578,2578,1667,0.6466252909231963
285,data/eedi_public_download/extracted/data/images/285.jpg,c83a10d9ecad19a457e1847ca165af3f06c2503568d77ddd9a4ab7642baab3e0,2,2361,2361,1538,0.6514188903007201
286,data/eedi_public_download/extracted/data/images/286.jpg,d37b0f9127f9c77c8a4adecc0b868b2b11b0b24432fb9b76edad645dbfd1ca41,4,570,570,190,0.3333333333333333
287,data/eedi_public_download/extracted/data/images/287.jpg,3a53054a832da2c64ad14aed4e4f19cf9b17384596b7b3513558d743e2ec75a0,1,6,6,4,0.6666666666666666
288,data/eedi_public_download/extracted/data/images/288.jpg,32150a909b7112379e61d9c7ccf8f4443d610851365f0c6ad0ad617f655d41d5,3,838,838,415,0.49522673031026254
289,data/eedi_public_download/extracted/data/images/289.jpg,3de4b160947e479738ee093d62b3de96f3d9bdcf341ab9d991a310e06ca0718a,2,2137,2137,1035,0.4843238184370613
290,data/eedi_public_download/extracted/data/images/290.jpg,61160b99d18367a3d5eba8c0f498d5213a49394b349a6cf7aa718b00780b3c6c,2,2686,2686,1754,0.6530156366344005
291,data/eedi_public_download/extracted/data/images/291.jpg,033bcf73c74b32869116fb66a85b1351f78d959f89a3b8d3182e3eb0d248a0c2,3,1526,1526,559,0.36631716906946266
292,data/eedi_public_download/extracted/data/images/292.jpg,5ded66e43c3cbf61a32ebefc3642d68843ec72fe11c0c0cc4702fb46c9dcd65c,3,2377,2377,1346,0.5662599915860328
293,data/eedi_public_download/extracted/data/images/293.jpg,a2b25539c2654549cf45734a4be715d9fb08fce7c02e55a38660a7dc83b5de89,2,2634,2634,1491,0.5660592255125285
294,data/eedi_public_download/extracted/data/images/294.jpg,bc27e3963bacdbb89a8af2aa907fb6d6655d111d3777fe94c0c4b4d25db974c2,3,4,4,2,0.5
295,data/eedi_public_download/extracted/data/images/295.jpg,52a62a08de57c8aad9ce0ca7a9f19157e71b9007b77a37443606cef806942fe9,2,2622,2622,2079,0.7929061784897025
296,data/eedi_public_download/extracted/data/images/296.jpg,7febc4922763bc5f4fcf91b73cc7ba355c06bc6e3e36297f074cbeb23f2122b4,2,68,68,28,0.4117647058823529
297,data/eedi_public_download/extracted/data/images/297.jpg,09c3b9785852ae92561130e0f034e03363512452a97e3aeac15c5eddb0a26cfc,3,2458,2458,1148,0.467046379170057
298,data/eedi_public_download/extracted/data/images/298.jpg,5d1a26505d05e943c96f6e0579f410316dbe94a226313d26440bb64084850f06,3,2201,2201,1167,0.530213539300318
299,data/eedi_public_download/extracted/data/images/299.jpg,419274d147568794103e932862371ad5406b066ea3308937e7d055e744e5ec05,4,10,10,5,0.5
300,data/eedi_public_download/extracted/data/images/300.jpg,47d435ee17a4879af4ab1bbbea91f227cc5b8444da865c96f768533a2d8e1450,4,2289,2289,1154,0.5041502839667977
301,data/eedi_public_download/extracted/data/images/301.jpg,3b7d8036a851f64e98f2bd018abafd77a477193f63a341a6760163d8673c362e,1,836,836,236,0.2822966507177033
302,data/eedi_public_download/extracted/data/images/302.jpg,4d6101dfb07611e752fc928b42219b15f43e4717f87a7c0d6c4f575df493dc9b,3,1002,1002,405,0.4041916167664671
303,data/eedi_public_download/extracted/data/images/303.jpg,e7e9aed21620325f9e56775d0e28a08cd9c59eec2896824580e2b8309708567e,1,89,89,26,0.29213483146067415
304,data/eedi_public_download/extracted/data/images/304.jpg,3a966081cb820e5a96462519b5beff3965253a2bf2776d5c91905d15bae71d60,1,2297,2297,1290,0.5616020896821942
305,data/eedi_public_download/extracted/data/images/305.jpg,510a9cd9ff6f819193b87684a4450e933042f8730975d6fe347082d2dd24980a,2,876,876,686,0.7831050228310502
306,data/eedi_public_download/extracted/data/images/306.jpg,56eb40d24d41c4627118890a13b0ffa208968fbc40cdb854575b5505c2caa438,3,1205,1205,814,0.6755186721991702
307,data/eedi_public_download/extracted/data/images/307.jpg,cbac3fc1f5124ef0ae63bb6ab87dabe7197d9bf441c8044a57c3ea8802a86464,1,2153,2153,576,0.2675336739433349
308,data/eedi_public_download/extracted/data/images/308.jpg,e679fff6faf2b14c863915e069ff456dded836dfe0e1bafea8a5f4d98a2b323d,3,688,688,187,0.27180232558139533
309,data/eedi_public_download/extracted/data/images/309.jpg,ff8a734653dc8ded3512a4ec9371d248f9c7c97db4b32ad46e394a509eeb5366,3,136,136,84,0.6176470588235294
310,data/eedi_public_download/extracted/data/images/310.jpg,fd4d2cb0a6540309c4786403c7dc0f269cf5c01d00a5b8373410604450220f82,3,2183,2183,805,0.36875858909757214
311,data/eedi_public_download/extracted/data/images/311.jpg,ad49f171f68443e1f301cb152e229d00dd654b361c410cde04996e6fc4a463f5,4,2652,2652,1352,0.5098039215686274
312,data/eedi_public_download/extracted/data/images/312.jpg,471f4da53d5fcba036200fd48cc309853018dc9a2e1f210649a1e91b4b4ce8a2,1,2796,2796,2403,0.8594420600858369
313,data/eedi_public_download/extracted/data/images/313.jpg,ba9b8b1ca5e514037abb9b58a3d23b9d4a92aa72d3d7473a9377fbf94a37a91b,3,9,9,4,0.4444444444444444
314,data/eedi_public_download/extracted/data/images/314.jpg,3e0e6b7d80219c4c92c70d273565ae1c40ab39f7dd7854be639d68e868488711,1,2625,2625,1708,0.6506666666666666
315,data/eedi_public_download/extracted/data/images/315.jpg,71d2f6443deaaead04e19e25aa76e1a40a3e50eada9ca40fcaa2606629999ade,1,9,9,7,0.7777777777777778
316,data/eedi_public_download/extracted/data/images/316.jpg,d0ce2fbd13275a1a0be0e3dda4f2f6b831eb44426f8dbd71f2d4ce4a666a2e04,1,672,672,203,0.3020833333333333
317,data/eedi_public_download/extracted/data/images/317.jpg,9a42987fe74249765144aad71e098beffce34ba7cd58871f2d6044fcabb1dd74,3,1485,1485,882,0.593939393939394
318,data/eedi_public_download/extracted/data/images/318.jpg,8a27a3eb27602fcb66ae11775cb63508d62d6bec585924e029f137cd217e8771,2,78,78,40,0.5128205128205128
319,data/eedi_public_download/extracted/data/images/319.jpg,e866ceeaf09128cb163a6d3e74c25336674300fb8fa75d2eec2a7ce91dc41a8f,2,2849,2849,1469,0.5156195156195156
320,data/eedi_public_download/extracted/data/images/320.jpg,f41c1034ea231385b258cba609f4a6fc28143b45a836cb47c5f369edb818d38a,2,319,319,238,0.7460815047021944
321,data/eedi_public_download/extracted/data/images/321.jpg,831c0266a0e8e0005fe147ff3158f0b92a3dc935c230e597adfc223e8b128335,2,590,590,444,0.752542372881356
322,data/eedi_public_download/extracted/data/images/322.jpg,3d77bb91c5eed8e228331e28dd877a971433c02a02c8c9e06afded4f7f0a3738,4,78,78,28,0.358974358974359
