question_id,split,grade_band,source_file,question_index,gold_option,passage_length_tokens,truncated,raw_data_sha256,region_seed0,region_seed1,region_seed2,region_majority,encoder_correct_mean,encoder_correct_majority,last_correct_seed0,last_correct_seed1,last_correct_seed2,pred_correct_seed0,pred_correct_seed1,pred_correct_seed2,backend_vote_1,backend_vote_2,backend_vote_3,consensus_option,consensus_status,llm_correct,vote_source,designer_difficulty_str,datamap_region,passage_approx_tokens,likely_truncated_2048,legacy_datamap_region,region_label,enc_correct,encoder_correct
middle956.txt_q3,dev,MIDDLE,dev_mid.jsonl,3,C,268,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,easy,easy,easy,1.0,1,1,1,1,1,1,1,C,C,C,C,consensus,1,frozen_v1_two_of_three,MIDDLE,easy,268,0,middle,easy,1.0,1.0
middle3551.txt_q0,dev,MIDDLE,dev_mid.jsonl,0,B,261,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,easy,easy,easy,1.0,1,1,1,1,1,1,1,B,B,B,B,consensus,1,frozen_v1_two_of_three,MIDDLE,easy,261,0,easy,easy,1.0,1.0
middle3551.txt_q1,dev,MIDDLE,dev_mid.jsonl,1,A,261,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,middle,ambiguous,ambiguous,ambiguous,1.0,1,1,1,1,1,1,1,A,A,A,A,consensus,1,frozen_v1_two_of_three,MIDDLE,ambiguous,261,0,middle,ambiguous,1.0,1.0
middle3551.txt_q2,dev,MIDDLE,dev_mid.jsonl,2,A,261,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,ambiguous,ambiguous,ambiguous,ambiguous,0.0,0,0,0,0,0,0,0,A,A,A,A,consensus,1,frozen_v1_two_of_three,MIDDLE,ambiguous,261,0,middle,ambiguous,0.0,0.0
middle3551.txt_q3,dev,MIDDLE,dev_mid.jsonl,3,C,261,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,easy,easy,easy,1.0,1,1,1,1,1,1,1,C,C,C,C,consensus,1,frozen_v1_two_of_three,MIDDLE,easy,261,0,easy,easy,1.0,1.0
middle6373.txt_q0,dev,MIDDLE,dev_mid.jsonl,0,D,276,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,easy,middle,easy,1.0,1,1,1,1,1,1,1,D,D,D,D,consensus,1,frozen_v1_two_of_three,MIDDLE,easy,276,0,middle,easy,1.0,1.0
middle6373.txt_q1,dev,MIDDLE,dev_mid.jsonl,1,C,276,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,ambiguous,easy,easy,1.0,1,1,1,1,1,1,1,C,C,C,C,consensus,1,frozen_v1_two_of_three,MIDDLE,easy,276,0,ambiguous,easy,1.0,1.0
middle6373.txt_q2,dev,MIDDLE,dev_mid.jsonl,2,D,276,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,ambiguous,ambiguous,ambiguous,ambiguous,1.0,1,1,1,1,1,1,1,D,D,D,D,consensus,1,frozen_v1_two_of_three,MIDDLE,ambiguous,276,0,middle,ambiguous,1.0,1.0
middle6373.txt_q3,dev,MIDDLE,dev_mid.jsonl,3,C,276,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,easy,easy,easy,1.0,1,1,1,1,1,1,1,C,C,C,C,consensus,1,frozen_v1_two_of_three,MIDDLE,easy,276,0,middle,easy,1.0,1.0
middle6373.txt_q4,dev,MIDDLE,dev_mid.jsonl,4,B,276,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,ambiguous,ambiguous,ambiguous,ambiguous,1.0,1,1,1,1,1,1,1,B,B,B,B,consensus,1,frozen_v1_two_of_three,MIDDLE,ambiguous,276,0,middle,ambiguous,1.0,1.0
middle7079.txt_q0,dev,MIDDLE,dev_mid.jsonl,0,B,340,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,ambiguous,middle,middle,middle,1.0,1,1,1,1,1,1,1,B,B,B,B,consensus,1,frozen_v1_two_of_three,MIDDLE,middle,340,0,ambiguous,middle,1.0,1.0
middle7079.txt_q1,dev,MIDDLE,dev_mid.jsonl,1,C,340,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,easy,easy,easy,1.0,1,1,1,1,1,1,1,C,C,C,C,consensus,1,frozen_v1_two_of_three,MIDDLE,easy,340,0,easy,easy,1.0,1.0
middle7079.txt_q2,dev,MIDDLE,dev_mid.jsonl,2,D,340,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,easy,easy,easy,1.0,1,1,1,1,1,1,1,D,D,D,D,consensus,1,frozen_v1_two_of_three,MIDDLE,easy,340,0,easy,easy,1.0,1.0
middle7079.txt_q3,dev,MIDDLE,dev_mid.jsonl,3,D,340,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,easy,easy,easy,1.0,1,1,1,1,1,1,1,D,D,D,D,consensus,1,frozen_v1_two_of_three,MIDDLE,easy,340,0,middle,easy,1.0,1.0
middle611.txt_q0,dev,MIDDLE,dev_mid.jsonl,0,B,357,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,middle,middle,ambiguous,middle,0.6666666666666666,1,1,0,1,1,0,1,B,B,B,B,consensus,1,frozen_v1_two_of_three,MIDDLE,middle,357,0,hard,middle,0.6666666666666666,0.6666666666666666
middle611.txt_q1,dev,MIDDLE,dev_mid.jsonl,1,C,357,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,easy,easy,easy,1.0,1,1,1,1,1,1,1,C,C,C,C,consensus,1,frozen_v1_two_of_three,MIDDLE,easy,357,0,easy,easy,1.0,1.0
middle611.txt_q2,dev,MIDDLE,dev_mid.jsonl,2,D,357,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,easy,easy,easy,1.0,1,1,1,1,1,1,1,D,D,D,D,consensus,1,frozen_v1_two_of_three,MIDDLE,easy,357,0,easy,easy,1.0,1.0
middle163.txt_q0,dev,MIDDLE,dev_mid.jsonl,0,D,251,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,middle,middle,ambiguous,middle,1.0,1,1,1,1,1,1,1,D,D,D,D,consensus,1,frozen_v1_two_of_three,MIDDLE,middle,251,0,middle,middle,1.0,1.0
middle163.txt_q1,dev,MIDDLE,dev_mid.jsonl,1,C,251,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,ambiguous,hard,ambiguous,ambiguous,0.3333333333333333,0,0,0,1,0,0,1,C,C,C,C,consensus,1,frozen_v1_two_of_three,MIDDLE,ambiguous,251,0,ambiguous,ambiguous,0.3333333333333333,0.3333333333333333
middle163.txt_q2,dev,MIDDLE,dev_mid.jsonl,2,A,251,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,middle,ambiguous,ambiguous,ambiguous,1.0,1,1,1,1,1,1,1,A,A,A,A,consensus,1,frozen_v1_two_of_three,MIDDLE,ambiguous,251,0,hard,ambiguous,1.0,1.0
middle163.txt_q3,dev,MIDDLE,dev_mid.jsonl,3,B,251,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,middle,hard,hard,hard,0.0,0,0,0,0,0,0,0,B,A,B,B,consensus,1,frozen_v1_two_of_three,MIDDLE,hard,251,0,hard,hard,0.0,0.0
middle163.txt_q4,dev,MIDDLE,dev_mid.jsonl,4,A,251,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,hard,hard,hard,hard,0.0,0,0,0,0,0,0,0,C,C,C,C,consensus,0,frozen_v1_two_of_three,MIDDLE,hard,251,0,hard,hard,0.0,0.0
middle8160.txt_q0,dev,MIDDLE,dev_mid.jsonl,0,C,409,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,hard,ambiguous,hard,hard,0.3333333333333333,0,0,1,0,0,1,0,C,C,C,C,consensus,1,frozen_v1_two_of_three,MIDDLE,hard,409,0,hard,hard,0.3333333333333333,0.3333333333333333
middle8160.txt_q1,dev,MIDDLE,dev_mid.jsonl,1,A,409,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,ambiguous,middle,ambiguous,ambiguous,1.0,1,1,1,1,1,1,1,A,A,A,A,consensus,1,frozen_v1_two_of_three,MIDDLE,ambiguous,409,0,middle,ambiguous,1.0,1.0
middle8160.txt_q2,dev,MIDDLE,dev_mid.jsonl,2,C,409,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,hard,ambiguous,hard,hard,0.0,0,0,0,0,0,0,0,C,C,C,C,consensus,1,frozen_v1_two_of_three,MIDDLE,hard,409,0,hard,hard,0.0,0.0
middle8160.txt_q3,dev,MIDDLE,dev_mid.jsonl,3,B,409,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,middle,middle,middle,middle,1.0,1,1,1,1,1,1,1,B,B,B,B,consensus,1,frozen_v1_two_of_three,MIDDLE,middle,409,0,ambiguous,middle,1.0,1.0
middle3753.txt_q0,dev,MIDDLE,dev_mid.jsonl,0,B,230,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,easy,easy,easy,1.0,1,1,1,1,1,1,1,B,B,B,B,consensus,1,frozen_v1_two_of_three,MIDDLE,easy,230,0,easy,easy,1.0,1.0
middle3753.txt_q1,dev,MIDDLE,dev_mid.jsonl,1,A,230,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,easy,easy,easy,1.0,1,1,1,1,1,1,1,A,A,A,A,consensus,1,frozen_v1_two_of_three,MIDDLE,easy,230,0,easy,easy,1.0,1.0
middle3753.txt_q2,dev,MIDDLE,dev_mid.jsonl,2,A,230,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,easy,easy,easy,1.0,1,1,1,1,1,1,1,A,A,A,A,consensus,1,frozen_v1_two_of_three,MIDDLE,easy,230,0,easy,easy,1.0,1.0
middle3753.txt_q3,dev,MIDDLE,dev_mid.jsonl,3,B,230,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,middle,easy,easy,easy,1.0,1,1,1,1,1,1,1,B,B,B,B,consensus,1,frozen_v1_two_of_three,MIDDLE,easy,230,0,middle,easy,1.0,1.0
middle5450.txt_q0,dev,MIDDLE,dev_mid.jsonl,0,C,313,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,easy,middle,easy,1.0,1,1,1,1,1,1,1,C,C,C,C,consensus,1,frozen_v1_two_of_three,MIDDLE,easy,313,0,middle,easy,1.0,1.0
middle5450.txt_q1,dev,MIDDLE,dev_mid.jsonl,1,B,313,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,easy,easy,easy,1.0,1,1,1,1,1,1,1,B,B,B,B,consensus,1,frozen_v1_two_of_three,MIDDLE,easy,313,0,easy,easy,1.0,1.0
middle5450.txt_q2,dev,MIDDLE,dev_mid.jsonl,2,A,313,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,middle,middle,easy,middle,1.0,1,1,1,1,1,1,1,A,A,A,A,consensus,1,frozen_v1_two_of_three,MIDDLE,middle,313,0,middle,middle,1.0,1.0
middle5450.txt_q3,dev,MIDDLE,dev_mid.jsonl,3,D,313,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,easy,easy,easy,1.0,1,1,1,1,1,1,1,D,D,D,D,consensus,1,frozen_v1_two_of_three,MIDDLE,easy,313,0,middle,easy,1.0,1.0
middle5450.txt_q4,dev,MIDDLE,dev_mid.jsonl,4,D,313,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,ambiguous,middle,middle,middle,1.0,1,1,1,1,1,1,1,D,D,D,D,consensus,1,frozen_v1_two_of_three,MIDDLE,middle,313,0,middle,middle,1.0,1.0
middle1839.txt_q0,dev,MIDDLE,dev_mid.jsonl,0,D,210,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,easy,middle,easy,1.0,1,1,1,1,1,1,1,D,D,D,D,consensus,1,frozen_v1_two_of_three,MIDDLE,easy,210,0,middle,easy,1.0,1.0
middle1839.txt_q1,dev,MIDDLE,dev_mid.jsonl,1,B,210,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,ambiguous,middle,middle,1.0,1,1,1,1,1,1,1,B,B,B,B,consensus,1,frozen_v1_two_of_three,MIDDLE,middle,210,0,easy,middle,1.0,1.0
middle1839.txt_q2,dev,MIDDLE,dev_mid.jsonl,2,D,210,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,middle,middle,ambiguous,middle,0.6666666666666666,1,1,1,0,1,1,0,D,D,D,D,consensus,1,frozen_v1_two_of_three,MIDDLE,middle,210,0,hard,middle,0.6666666666666666,0.6666666666666666
middle1839.txt_q3,dev,MIDDLE,dev_mid.jsonl,3,D,210,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,middle,easy,easy,easy,1.0,1,1,1,1,1,1,1,D,D,D,D,consensus,1,frozen_v1_two_of_three,MIDDLE,easy,210,0,easy,easy,1.0,1.0
middle1839.txt_q4,dev,MIDDLE,dev_mid.jsonl,4,A,210,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,easy,easy,easy,1.0,1,1,1,1,1,1,1,A,A,A,A,consensus,1,frozen_v1_two_of_three,MIDDLE,easy,210,0,easy,easy,1.0,1.0
middle1187.txt_q0,dev,MIDDLE,dev_mid.jsonl,0,B,180,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,hard,hard,hard,hard,0.0,0,0,0,0,0,0,0,B,B,B,B,consensus,1,frozen_v1_two_of_three,MIDDLE,hard,180,0,hard,hard,0.0,0.0
middle1187.txt_q1,dev,MIDDLE,dev_mid.jsonl,1,B,180,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,ambiguous,ambiguous,hard,ambiguous,0.6666666666666666,1,1,1,0,1,1,0,B,B,B,B,consensus,1,frozen_v1_two_of_three,MIDDLE,ambiguous,180,0,ambiguous,ambiguous,0.6666666666666666,0.6666666666666666
middle1187.txt_q2,dev,MIDDLE,dev_mid.jsonl,2,C,180,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,middle,hard,ambiguous,middle,0.0,0,0,0,0,0,0,0,C,C,C,C,consensus,1,frozen_v1_two_of_three,MIDDLE,middle,180,0,middle,middle,0.0,0.0
middle1187.txt_q3,dev,MIDDLE,dev_mid.jsonl,3,D,180,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,hard,hard,hard,hard,0.0,0,0,0,0,0,0,0,B,B,D,B,consensus,0,frozen_v1_two_of_three,MIDDLE,hard,180,0,hard,hard,0.0,0.0
middle1187.txt_q4,dev,MIDDLE,dev_mid.jsonl,4,C,180,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,hard,middle,ambiguous,middle,0.3333333333333333,0,0,1,0,0,1,1,C,C,C,C,consensus,1,frozen_v1_two_of_three,MIDDLE,middle,180,0,ambiguous,middle,0.3333333333333333,0.3333333333333333
middle7284.txt_q0,dev,MIDDLE,dev_mid.jsonl,0,A,135,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,easy,easy,easy,1.0,1,1,1,1,1,1,1,A,A,A,A,consensus,1,frozen_v1_two_of_three,MIDDLE,easy,135,0,easy,easy,1.0,1.0
middle7284.txt_q1,dev,MIDDLE,dev_mid.jsonl,1,C,135,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,easy,middle,easy,1.0,1,1,1,1,1,1,1,C,C,C,C,consensus,1,frozen_v1_two_of_three,MIDDLE,easy,135,0,middle,easy,1.0,1.0
middle7284.txt_q2,dev,MIDDLE,dev_mid.jsonl,2,B,135,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,middle,middle,middle,1.0,1,1,1,1,1,1,1,B,B,B,B,consensus,1,frozen_v1_two_of_three,MIDDLE,middle,135,0,easy,middle,1.0,1.0
middle7284.txt_q3,dev,MIDDLE,dev_mid.jsonl,3,B,135,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,middle,ambiguous,ambiguous,ambiguous,1.0,1,1,1,1,1,1,1,B,B,B,B,consensus,1,frozen_v1_two_of_three,MIDDLE,ambiguous,135,0,hard,ambiguous,1.0,1.0
middle7284.txt_q4,dev,MIDDLE,dev_mid.jsonl,4,D,135,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,hard,ambiguous,hard,hard,0.0,0,0,0,0,0,0,0,D,D,D,D,consensus,1,frozen_v1_two_of_three,MIDDLE,hard,135,0,ambiguous,hard,0.0,0.0
middle8161.txt_q0,dev,MIDDLE,dev_mid.jsonl,0,A,346,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,easy,middle,easy,1.0,1,1,1,1,1,1,1,A,A,A,A,consensus,1,frozen_v1_two_of_three,MIDDLE,easy,346,0,easy,easy,1.0,1.0
middle8161.txt_q1,dev,MIDDLE,dev_mid.jsonl,1,D,346,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,easy,easy,easy,1.0,1,1,1,1,1,1,1,D,D,D,D,consensus,1,frozen_v1_two_of_three,MIDDLE,easy,346,0,easy,easy,1.0,1.0
middle8161.txt_q2,dev,MIDDLE,dev_mid.jsonl,2,C,346,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,ambiguous,ambiguous,ambiguous,1.0,1,1,1,1,1,1,1,C,C,C,C,consensus,1,frozen_v1_two_of_three,MIDDLE,ambiguous,346,0,ambiguous,ambiguous,1.0,1.0
middle8161.txt_q3,dev,MIDDLE,dev_mid.jsonl,3,B,346,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,middle,ambiguous,middle,middle,1.0,1,1,1,1,1,1,1,B,B,B,B,consensus,1,frozen_v1_two_of_three,MIDDLE,middle,346,0,ambiguous,middle,1.0,1.0
middle8161.txt_q4,dev,MIDDLE,dev_mid.jsonl,4,A,346,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,easy,easy,easy,1.0,1,1,1,1,1,1,1,A,A,A,A,consensus,1,frozen_v1_two_of_three,MIDDLE,easy,346,0,easy,easy,1.0,1.0
middle1390.txt_q0,dev,MIDDLE,dev_mid.jsonl,0,A,78,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,hard,hard,hard,hard,0.0,0,0,0,0,0,0,0,A,A,A,A,consensus,1,frozen_v1_two_of_three,MIDDLE,hard,78,0,hard,hard,0.0,0.0
middle1390.txt_q1,dev,MIDDLE,dev_mid.jsonl,1,A,78,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,easy,easy,easy,1.0,1,1,1,1,1,1,1,A,A,A,A,consensus,1,frozen_v1_two_of_three,MIDDLE,easy,78,0,easy,easy,1.0,1.0
middle1390.txt_q2,dev,MIDDLE,dev_mid.jsonl,2,D,78,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,ambiguous,ambiguous,middle,ambiguous,1.0,1,1,1,1,1,1,1,D,D,D,D,consensus,1,frozen_v1_two_of_three,MIDDLE,ambiguous,78,0,easy,ambiguous,1.0,1.0
middle1390.txt_q3,dev,MIDDLE,dev_mid.jsonl,3,C,78,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,hard,hard,hard,hard,0.0,0,0,0,0,0,0,0,C,C,C,C,consensus,1,frozen_v1_two_of_three,MIDDLE,hard,78,0,hard,hard,0.0,0.0
middle2841.txt_q0,dev,MIDDLE,dev_mid.jsonl,0,A,149,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,middle,ambiguous,hard,middle,0.6666666666666666,1,1,1,0,1,1,0,A,A,A,A,consensus,1,frozen_v1_two_of_three,MIDDLE,middle,149,0,ambiguous,middle,0.6666666666666666,0.6666666666666666
middle2841.txt_q1,dev,MIDDLE,dev_mid.jsonl,1,A,149,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,middle,middle,middle,1.0,1,1,1,1,1,1,1,A,A,A,A,consensus,1,frozen_v1_two_of_three,MIDDLE,middle,149,0,ambiguous,middle,1.0,1.0
middle2841.txt_q2,dev,MIDDLE,dev_mid.jsonl,2,B,149,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,hard,hard,hard,hard,0.0,0,0,0,0,0,0,0,B,B,B,B,consensus,1,frozen_v1_two_of_three,MIDDLE,hard,149,0,hard,hard,0.0,0.0
middle2841.txt_q3,dev,MIDDLE,dev_mid.jsonl,3,B,149,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,easy,easy,easy,1.0,1,1,1,1,1,1,1,B,B,B,B,consensus,1,frozen_v1_two_of_three,MIDDLE,easy,149,0,easy,easy,1.0,1.0
middle7093.txt_q0,dev,MIDDLE,dev_mid.jsonl,0,C,388,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,easy,easy,easy,1.0,1,1,1,1,1,1,1,C,C,C,C,consensus,1,frozen_v1_two_of_three,MIDDLE,easy,388,0,easy,easy,1.0,1.0
middle7093.txt_q1,dev,MIDDLE,dev_mid.jsonl,1,D,388,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,ambiguous,middle,middle,middle,1.0,1,1,1,1,1,1,1,D,D,D,D,consensus,1,frozen_v1_two_of_three,MIDDLE,middle,388,0,middle,middle,1.0,1.0
middle7093.txt_q2,dev,MIDDLE,dev_mid.jsonl,2,B,388,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,easy,easy,easy,1.0,1,1,1,1,1,1,1,B,B,B,B,consensus,1,frozen_v1_two_of_three,MIDDLE,easy,388,0,easy,easy,1.0,1.0
middle3578.txt_q0,dev,MIDDLE,dev_mid.jsonl,0,B,79,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,ambiguous,hard,ambiguous,ambiguous,0.3333333333333333,0,0,0,1,0,0,1,B,B,B,B,consensus,1,frozen_v1_two_of_three,MIDDLE,ambiguous,79,0,ambiguous,ambiguous,0.3333333333333333,0.3333333333333333
middle3578.txt_q1,dev,MIDDLE,dev_mid.jsonl,1,D,79,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,middle,ambiguous,ambiguous,ambiguous,1.0,1,1,1,1,1,1,1,D,D,D,D,consensus,1,frozen_v1_two_of_three,MIDDLE,ambiguous,79,0,ambiguous,ambiguous,1.0,1.0
middle3578.txt_q2,dev,MIDDLE,dev_mid.jsonl,2,B,79,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,middle,easy,easy,1.0,1,1,1,1,1,1,1,B,B,B,B,consensus,1,frozen_v1_two_of_three,MIDDLE,easy,79,0,easy,easy,1.0,1.0
middle3578.txt_q3,dev,MIDDLE,dev_mid.jsonl,3,A,79,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,middle,middle,middle,middle,1.0,1,1,1,1,1,1,1,A,A,A,A,consensus,1,frozen_v1_two_of_three,MIDDLE,middle,79,0,easy,middle,1.0,1.0
middle3578.txt_q4,dev,MIDDLE,dev_mid.jsonl,4,C,79,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,easy,easy,easy,1.0,1,1,1,1,1,1,1,C,C,C,C,consensus,1,frozen_v1_two_of_three,MIDDLE,easy,79,0,easy,easy,1.0,1.0
middle7722.txt_q0,dev,MIDDLE,dev_mid.jsonl,0,B,114,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,easy,easy,easy,1.0,1,1,1,1,1,1,1,B,B,B,B,consensus,1,frozen_v1_two_of_three,MIDDLE,easy,114,0,easy,easy,1.0,1.0
middle7722.txt_q1,dev,MIDDLE,dev_mid.jsonl,1,C,114,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,middle,middle,middle,1.0,1,1,1,1,1,1,1,C,C,C,C,consensus,1,frozen_v1_two_of_three,MIDDLE,middle,114,0,easy,middle,1.0,1.0
middle7722.txt_q2,dev,MIDDLE,dev_mid.jsonl,2,B,114,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,easy,easy,easy,easy,1.0,1,1,1,1,1,1,1,B,B,B,B,consensus,1,frozen_v1_two_of_three,MIDDLE,easy,114,0,easy,easy,1.0,1.0
middle7722.txt_q3,dev,MIDDLE,dev_mid.jsonl,3,C,114,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,hard,hard,hard,hard,0.0,0,0,0,0,0,0,0,C,C,C,C,consensus,1,frozen_v1_two_of_three,MIDDLE,hard,114,0,hard,hard,0.0,0.0
middle7722.txt_q4,dev,MIDDLE,dev_mid.jsonl,4,B,114,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,middle,middle,ambiguous,middle,1.0,1,1,1,1,1,1,1,B,B,B,B,consensus,1,frozen_v1_two_of_three,MIDDLE,middle,114,0,middle,middle,1.0,1.0
middle758.txt_q0,dev,MIDDLE,dev_mid.jsonl,0,A,294,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,ambiguous,ambiguous,ambiguous,ambiguous,1.0,1,1,1,1,1,1,1,A,A,A,A,consensus,1,frozen_v1_two_of_three,MIDDLE,ambiguous,294,0,ambiguous,ambiguous,1.0,1.0
middle758.txt_q1,dev,MIDDLE,dev_mid.jsonl,1,A,294,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,middle,ambiguous,ambiguous,ambiguous,1.0,1,1,1,1,1,1,1,B,A,A,A,consensus,1,frozen_v1_two_of_three,MIDDLE,ambiguous,294,0,hard,ambiguous,1.0,1.0
middle758.txt_q2,dev,MIDDLE,dev_mid.jsonl,2,D,294,0,8198d7efbbe79a228e60b216b011931cddf45148f2408d1efcdd39462f7ccf72,ambiguous,ambiguous,ambiguous,ambiguous,1.0,1,1,1,1,1,1,1,D,D,D,D,consensus,1,frozen_v1_two_of_three,MIDDLE,ambiguous,294,0,ambiguous,ambiguous,1.0,1.0
