question_id,n_attempts,n_students,n_correct,empirical_correctness,empirical_difficulty,eb_correctness,eb_difficulty,posterior_lower_95,posterior_upper_95,irt_item_difficulty,irt_se,irt_ci_lower,irt_ci_upper
159,2136,2136,787,0.3684456928838951,0.6315543071161049,0.36903880254483945,0.6309611974551605,0.6104326363201729,0.6512584629196129,0.6738838,0.05393027,0.56818044,0.77958715
160,2237,2237,1350,0.6034868126955745,0.39651318730442553,0.6030931637588494,0.39690683624115064,0.376767204085239,0.417220358621462,-0.47887918,0.046362445,-0.5697496,-0.38800877
161,2547,2547,844,0.331370239497448,0.668629760502552,0.33200106306732446,0.6679989369326755,0.6496236277362654,0.6861252459106515,0.85389113,0.05103759,0.75385743,0.95392483
162,1572,1572,610,0.3880407124681934,0.6119592875318066,0.3887316780555583,0.6112683219444417,0.5871191160106952,0.6351509135234077,0.6075388,0.0609172,0.48814112,0.7269365
163,630,630,476,0.7555555555555555,0.24444444444444446,0.7519893150934087,0.24801068490659128,0.21532137356523284,0.2821935278937151,-1.1255041,0.09084162,-1.3035537,-0.9474546
164,115,115,82,0.7130434782608696,0.28695652173913044,0.6978278761786335,0.3021721238213665,0.22492676997609018,0.3854531008220492,-1.1148211,0.20648171,-1.5195253,-0.7101169
165,2294,2294,1284,0.5597210113339146,0.4402789886660854,0.5595114535256615,0.44048854647433855,0.42026899979969234,0.4608059889185775,-0.31812677,0.045914784,-0.40811974,-0.2281338
166,104,104,36,0.34615384615384615,0.6538461538461539,0.3592031309718378,0.6407968690281622,0.5506276108693378,0.7262517911495397,0.92106175,0.24983057,0.43139383,1.4107296
167,1601,1601,674,0.42098688319800126,0.5790131168019987,0.42147767006187475,0.5785223299381252,0.5543217449451703,0.6025381524004941,0.45264572,0.058728587,0.33753768,0.56775373
168,206,206,144,0.6990291262135923,0.30097087378640774,0.6908459500608328,0.3091540499391672,0.2493060006649903,0.37236242107037376,-0.86494875,0.15186699,-1.162608,-0.5672895
169,2302,2302,603,0.2619461337966985,0.7380538662033015,0.2629194349637331,0.7370805650362668,0.7189451983916477,0.7548272997595382,1.2160097,0.05892746,1.1005119,1.3315076
170,1541,1541,972,0.6307592472420506,0.36924075275794943,0.6300274382554002,0.3699725617445998,0.34610907924884593,0.3941538375794482,-0.5516045,0.055508655,-0.66040146,-0.44280756
171,2116,2116,1079,0.5099243856332704,0.49007561436672964,0.5099122648789062,0.4900877351210938,0.4688499358588911,0.5113432057515142,0.09878178,0.04876372,0.0032048896,0.19435868
172,616,616,186,0.30194805194805197,0.698051948051948,0.3049591240958333,0.6950408759041666,0.6584056501205301,0.7304941279037845,1.109535,0.10864284,0.896595,1.322475
173,137,137,49,0.35766423357664234,0.6423357664233577,0.3670450724940585,0.6329549275059415,0.5534881962832536,0.708974973126193,0.69987535,0.21573134,0.2770419,1.1227088
174,1018,1018,386,0.3791748526522593,0.6208251473477406,0.3803176790608349,0.6196823209391651,0.58979455619894,0.6491286345003162,0.73334515,0.07651861,0.58336866,0.88332164
175,10,10,3,0.3,0.7,0.3991035145240064,0.6008964854759936,0.37999570138898764,0.8018641063957292,0.9672705,0.8442868,-0.6875317,2.6220727
176,1199,1199,693,0.5779816513761468,0.42201834862385323,0.577443491192101,0.42255650880789897,0.39484098035922566,0.4505148958351364,-0.2537118,0.06306536,-0.3773199,-0.13010368
177,2545,2545,1220,0.4793713163064833,0.5206286836935168,0.47947098413938716,0.5205290158606128,0.5011448663613204,0.5398827139496643,0.1023529,0.04511526,0.01392699,0.19077882
178,2903,2903,2491,0.8580778504994833,0.14192214950051674,0.8569721114797706,0.1430278885202294,0.13054927609958122,0.15597086751671663,-1.9853796,0.04823026,-2.079911,-1.8908483
179,78,78,22,0.28205128205128205,0.717948717948718,0.30573926377371485,0.6942607362262851,0.5941810089270879,0.7858983595779283,0.79776883,0.30900455,0.1921199,1.4034178
180,80,80,20,0.25,0.75,0.27645442770386564,0.7235455722961344,0.6267999196444185,0.8107966216229232,1.0091763,0.32034215,0.38130563,1.6370468
181,574,574,183,0.31881533101045295,0.6811846689895471,0.32177788575987126,0.6782221142401288,0.639777537130639,0.715508836831553,1.0061446,0.10964609,0.7912383,1.221051
182,2245,2245,585,0.26057906458797325,0.7394209354120267,0.2615825413961349,0.7384174586038651,0.7200806317778088,0.7563535798278284,1.2036109,0.05986844,1.0862688,1.320953
183,2596,2596,1196,0.46070878274268107,0.539291217257319,0.4608722266226409,0.5391277733773592,0.5199635071102942,0.5582351363047324,0.19571018,0.045200307,0.10711758,0.28430277
184,2472,2472,1531,0.6193365695792881,0.38066343042071193,0.6189215937360527,0.3810784062639473,0.3620655518639393,0.4002728501099453,-0.5249108,0.044131547,-0.61140865,-0.43841296
185,2715,2715,1826,0.6725598526703499,0.3274401473296501,0.6720026354434186,0.32799736455658135,0.31049191576596336,0.3457420255516177,-0.8113723,0.0421834,-0.89405173,-0.7286928
186,2318,2318,866,0.37359792924935287,0.6264020707506471,0.37412434074837014,0.6258756592516299,0.6061193039485824,0.6454270871448078,0.63685596,0.05139351,0.5361247,0.7375872
187,2184,2184,1075,0.49221611721611724,0.5077838827838828,0.4922784545162458,0.5077215454837543,0.4867983795495968,0.5286313724396057,0.057528883,0.048598748,-0.037724666,0.15278244
188,189,189,75,0.3968253968253968,0.6031746031746033,0.40193167440444955,0.5980683255955505,0.5291187937030188,0.6651426325274887,0.5653318,0.17434253,0.22362044,0.9070432
189,178,178,64,0.3595505617977528,0.6404494382022472,0.3667840977746441,0.6332159022253558,0.5630985384755904,0.7006363847158741,0.6558449,0.18732572,0.2886865,1.0230033
190,2582,2582,1673,0.6479473276529821,0.35205267234701787,0.6474486602223595,0.3525513397776405,0.3342688318980842,0.3710494380282503,-0.7001418,0.043091718,-0.78460157,-0.615682
191,869,869,300,0.34522439585730724,0.6547756041426928,0.3469158376407748,0.6530841623592252,0.621299288766046,0.6842085812563803,0.8406794,0.08586133,0.6723912,1.0089676
192,80,80,22,0.275,0.725,0.29888221009681687,0.7011177899031831,0.6026622690755805,0.7910296398620367,0.8539674,0.30773827,0.25080037,1.4571345
193,2315,2315,1249,0.5395248380129589,0.4604751619870411,0.5393969017912565,0.46060309820874346,0.4403771353191237,0.4808932831085371,-0.15546721,0.046342544,-0.24629861,-0.06463582
194,1324,1324,608,0.459214501510574,0.540785498489426,0.45954417322555374,0.5404558267744463,0.5136611358809899,0.5671355456140239,0.23272738,0.06260285,0.11002579,0.35542896
195,2554,2554,1912,0.7486296006264683,0.25137039937353167,0.7477650846885842,0.25223491531141584,0.23561047210513397,0.2692255733587009,-1.2629656,0.04478872,-1.3507514,-1.1751797
196,1509,1509,856,0.5672630881378397,0.43273691186216034,0.5668995940183015,0.4331004059816985,0.4082706872193099,0.4580970787535217,-0.24334049,0.056535877,-0.35415083,-0.13253017
197,2166,2166,753,0.3476454293628809,0.6523545706371191,0.34831809650421686,0.6516819034957831,0.631534700513126,0.6715649109488419,0.76804054,0.054653447,0.6609198,0.8751613
198,326,326,159,0.48773006134969327,0.5122699386503067,0.4882607591032464,0.5117392408967536,0.4582729369827542,0.5650728295233107,0.066831514,0.12593481,-0.18000072,0.31366375
199,2966,2966,2300,0.7754551584625758,0.22454484153742416,0.774627632978297,0.22537236702170305,0.2105378370796639,0.24055660223079367,-1.3708214,0.042584147,-1.4542863,-1.2873564
200,1245,1245,801,0.6433734939759036,0.3566265060240964,0.6423766880365139,0.35762331196348607,0.3313277340403522,0.3843489925171002,-0.6138333,0.061377324,-0.7341329,-0.49353376
201,2128,2128,852,0.40037593984962405,0.599624060150376,0.4008341898523458,0.5991658101476542,0.5783079051178106,0.6198479181956285,0.62907994,0.05202749,0.52710605,0.7310538
202,2231,2231,1735,0.7776781712236666,0.22232182877633344,0.7765700303455066,0.22342996965449335,0.20642132411511538,0.24090633949947837,-1.5033036,0.048928358,-1.5992032,-1.4074041
203,855,855,403,0.47134502923976607,0.5286549707602339,0.4717248263134657,0.5282751736865343,0.4949576517011469,0.561468726933325,0.21521077,0.07735345,0.06359801,0.36682352
204,1908,1908,818,0.42872117400419285,0.5712788259958071,0.42909635611819336,0.5709036438818067,0.5486866586979802,0.5929805095142182,0.394136,0.053574283,0.28913042,0.4991416
205,425,425,192,0.45176470588235296,0.548235294117647,0.45293442477863644,0.5470655752213636,0.5001148197433445,0.5936055852695429,0.3200178,0.11221609,0.10007426,0.53996134
207,2155,2155,1173,0.5443155452436195,0.45568445475638053,0.5441578401418151,0.4558421598581849,0.4349045331567467,0.47685709141618693,-0.08180937,0.04756192,-0.17503074,0.011411995
208,78,78,19,0.24358974358974358,0.7564102564102564,0.2713257718766388,0.7286742281233611,0.6312245719519618,0.81618923043528,1.5150207,0.33696702,0.8545654,2.175476
209,2723,2723,1947,0.7150201983106867,0.28497980168931325,0.7143220235461273,0.2856779764538727,0.2688927990294414,0.30276034604198065,-1.0423106,0.042667843,-1.1259396,-0.95868164
210,2460,2460,923,0.3752032520325203,0.6247967479674796,0.3756934249317391,0.6243065750682609,0.6051144837930199,0.6433079318484954,0.6740865,0.049871244,0.5763389,0.77183414
211,2259,2259,1557,0.6892430278884463,0.31075697211155373,0.6885063002482924,0.3114936997517076,0.2925991059056501,0.330703163700254,-0.9329413,0.04647703,-1.0240363,-0.84184635
212,2352,2352,869,0.36947278911564624,0.6305272108843538,0.3700076500644421,0.629992349935558,0.6104200459649822,0.6493560720175532,0.60294616,0.050752603,0.5034711,0.70242125
213,2361,2361,1416,0.5997458703939009,0.4002541296060991,0.5993872973598854,0.4006127026401146,0.38097058124758243,0.4204136930004636,-0.48942742,0.045162342,-0.5779456,-0.40090922
214,2895,2895,1241,0.4286701208981002,0.5713298791018998,0.4289179565834786,0.5710820434165214,0.5530401026497662,0.589031253158885,0.48576596,0.04365391,0.4002043,0.5713276
215,830,830,321,0.38674698795180723,0.6132530120481927,0.3880630513589904,0.6119369486410096,0.5787423342740341,0.6446261773033877,0.62219787,0.08366517,0.45821413,0.78618157
216,2217,2217,1289,0.5814163283716735,0.41858367162832655,0.5811101057021428,0.41888989429785717,0.3984705574391323,0.4394472713662134,-0.26065424,0.046439677,-0.35167602,-0.16963246
217,2139,2139,864,0.40392706872370265,0.5960729312762973,0.4043678049055566,0.5956321950944434,0.5748013891164276,0.616294336399885,0.4896602,0.05214585,0.38745433,0.5918661
218,1607,1607,454,0.28251400124455506,0.7174859987554449,0.28378908396135044,0.7162109160386496,0.6939885330529585,0.7379264634055738,1.1750599,0.06833738,1.0411186,1.3090012
219,2211,2211,1013,0.45816372682044326,0.5418362731795567,0.4583660311784306,0.5416339688215694,0.520879187810861,0.562317701857234,0.22302456,0.04912276,0.12674396,0.31930518
220,136,136,67,0.49264705882352944,0.5073529411764706,0.49356155908626786,0.5064384409137321,0.4254251366624169,0.5872836610713132,0.021884203,0.19543548,-0.36116934,0.40493774
221,617,617,340,0.5510534846029174,0.44894651539708263,0.5504096985516846,0.44959030144831535,0.41082430120993574,0.488661327174299,-0.048588246,0.08927176,-0.2235609,0.1263844
222,1520,1520,914,0.6013157894736842,0.39868421052631575,0.600750592553299,0.399249407446701,0.3748394076554262,0.42390902963342203,-0.5284691,0.055963773,-0.6381581,-0.4187801
223,100,100,27,0.27,0.73,0.28992738342668145,0.7100726165733185,0.6219287254804238,0.7909273945991724,0.982268,0.27514228,0.4429891,1.5215468
224,574,574,278,0.4843205574912892,0.5156794425087108,0.4846792134993395,0.5153207865006605,0.4747588885104451,0.5557831428885639,0.1629553,0.094567135,-0.022396296,0.3483069
225,90,90,31,0.34444444444444444,0.6555555555555556,0.3594939683917537,0.6405060316082463,0.5440863483496823,0.7315568812722737,0.9387063,0.2658695,0.41760206,1.4598105
226,2105,2105,807,0.3833729216152019,0.616627078384798,0.38390994671116097,0.616090053288839,0.5952624752779816,0.6367095932536107,0.494876,0.05309952,0.39080095,0.59895104
227,1704,1704,1147,0.6731220657276995,0.3268779342723005,0.672233005608501,0.32776699439149903,0.30573981320417776,0.35017506564968603,-0.7239145,0.052972917,-0.82774144,-0.62008756
228,588,588,231,0.39285714285714285,0.6071428571428572,0.39461265189033734,0.6053873481096627,0.5658995165096296,0.6442065298283144,0.70789975,0.10008778,0.5117277,0.9040718
229,583,583,214,0.3670668953687822,0.6329331046312179,0.3692368188913889,0.6307631811086112,0.5915236935728782,0.6691660223960882,0.8443831,0.1030263,0.6424516,1.0463147
230,1500,1500,450,0.3,0.7,0.3012591785709969,0.6987408214290032,0.6753556395061205,0.7216270858734546,1.1023617,0.06949904,0.96614355,1.2385798
231,2173,2173,1601,0.7367694431661298,0.2632305568338702,0.7358038527078221,0.2641961472921779,0.24590874338014124,0.2828929406200602,-1.0520762,0.048219007,-1.1465855,-0.957567
232,593,593,302,0.5092748735244519,0.4907251264755481,0.5092419937541356,0.4907580062458644,0.45090573861453487,0.5306684258208925,0.13783392,0.09256764,-0.043598652,0.3192665
233,2606,2606,1277,0.49002302379125096,0.509976976208749,0.4900829962541294,0.5099170037458707,0.49075560946147245,0.5290640309180151,0.024863556,0.044410687,-0.06218139,0.1119085
234,2617,2617,1103,0.4214749713412304,0.5785250286587695,0.421774180075113,0.578225819924887,0.5592870433072433,0.5970517430488376,0.39056256,0.046234418,0.2999431,0.48118204
235,1902,1902,807,0.4242902208201893,0.5757097791798107,0.42468785277816656,0.5753121472218334,0.5530850746242256,0.5973899209994896,0.41555429,0.0538321,0.31004336,0.5210652
236,2706,2706,1553,0.5739098300073909,0.42609016999260907,0.5736841236350972,0.42631587636490276,0.40777056044965865,0.44496400917927115,-0.20786458,0.042126797,-0.2904331,-0.12529606
237,1885,1885,617,0.3273209549071618,0.6726790450928382,0.3281918607370456,0.6718081392629545,0.6504989500311416,0.6927736849203534,0.91265,0.059370816,0.7962832,1.0290167
238,2595,2595,1456,0.5610789980732177,0.4389210019267823,0.5608888772145159,0.43911112278548414,0.42009996233531777,0.45821086756480023,-0.28196773,0.043267287,-0.3667716,-0.19716385
239,9,9,5,0.5555555555555556,0.4444444444444444,0.5311028966771163,0.4688971033228837,0.25168563504109964,0.6925950917899097,-0.35487136,0.7517885,-1.8283769,1.1186341
240,111,111,40,0.36036036036036034,0.6396396396396397,0.3715649092321056,0.6284350907678944,0.5405432349262751,0.7122768978829819,0.61662567,0.2381734,0.14980581,1.0834455
241,2118,2118,613,0.28942398489140697,0.710576015108593,0.29036295652071686,0.7096370434792831,0.6901673436398684,0.7287333691674083,1.0100814,0.059037205,0.89436847,1.1257943
242,2565,2565,960,0.3742690058479532,0.6257309941520468,0.37474251463557856,0.6252574853644215,0.6064713550500926,0.6438592617900698,0.62538224,0.04856628,0.5301923,0.7205722
243,1730,1730,1132,0.6543352601156069,0.34566473988439306,0.6535586019056232,0.3464413980943768,0.32425507825525723,0.3689622347752888,-0.6535413,0.05224746,-0.75594634,-0.5511363
244,13,13,4,0.3076923076923077,0.6923076923076923,0.3902056768819231,0.6097943231180769,0.404028270235432,0.7968002221108132,1.0556608,0.7245174,-0.36439335,2.4757152
245,456,456,103,0.22587719298245615,0.7741228070175439,0.23142436420744944,0.7685756357925506,0.7292267676628581,0.8057373793036201,1.5859,0.1433339,1.3049655,1.8668344
246,1265,1265,391,0.3090909090909091,0.6909090909090909,0.31051685976089005,0.68948314023911,0.663810673416289,0.7145921966599138,1.0208113,0.07395395,0.8758616,1.1657611
247,945,945,517,0.5470899470899471,0.45291005291005293,0.546705576444928,0.453294423555072,0.42182430773337143,0.48494999752612045,-0.12429741,0.0716944,-0.26481843,0.01622361
248,2355,2355,1754,0.7447983014861995,0.2552016985138005,0.7438758854065678,0.2561241145934322,0.2387308436097222,0.2739081936472001,-1.2207309,0.04673279,-1.3123271,-1.1291347
249,2500,2500,1456,0.5824,0.41759999999999997,0.5821247180639608,0.4178752819360392,0.39864474756975754,0.43722981917515114,-0.3491048,0.043997437,-0.43533978,-0.2628698
250,2355,2355,1648,0.6997876857749469,0.3002123142250531,0.6990399510988387,0.30096004890116135,0.2826365909657865,0.3196024706944096,-0.98681223,0.045706995,-1.0763979,-0.8972265
251,1723,1723,381,0.2211259431224608,0.7788740568775392,0.22264080107454215,0.7773591989254578,0.7574742884875143,0.7966374940673775,1.5952935,0.073541604,1.451152,1.7394351
252,2928,2928,2034,0.694672131147541,0.305327868852459,0.6940862485015054,0.30591375149849465,0.2893789204843994,0.32269893165931185,-0.8940954,0.040937174,-0.9743323,-0.81385857
253,113,113,52,0.46017699115044247,0.5398230088495575,0.46370208860693524,0.5362979113930648,0.4478244665569612,0.6236453070637332,0.12021983,0.21708564,-0.30526805,0.5457077
254,136,136,84,0.6176470588235294,0.38235294117647056,0.6106615206521325,0.38933847934786747,0.311863682410668,0.4697019420863605,-0.31792936,0.18438202,-0.67931813,0.043459415
255,2867,2867,1524,0.5315660969654691,0.4684339030345309,0.5314881031592584,0.46851189684074157,0.45030039601345884,0.4867648758705654,-0.07478267,0.04164239,-0.15640175,0.0068364143
256,1480,1480,989,0.6682432432432432,0.33175675675675675,0.6672505111487043,0.33274948885129574,0.30904240323457055,0.35688208288402157,-0.7880503,0.056605298,-0.8989967,-0.6771039
257,322,322,244,0.7577639751552795,0.2422360248447205,0.7508198704777008,0.24918012952229918,0.20414625760349336,0.29708299562667917,-1.3197662,0.12673435,-1.5681655,-1.0713668
258,459,459,141,0.30718954248366015,0.6928104575163399,0.31110764077501735,0.6888923592249827,0.6462620548202225,0.7299940624163264,1.065246,0.12458919,0.8210512,1.3094409
259,1731,1731,1014,0.58578856152513,0.41421143847486996,0.5853737636072416,0.4146262363927584,0.3915816612014351,0.43785668785508647,-0.3924549,0.05280611,-0.49595487,-0.2889549
260,2293,2293,1561,0.6807675534234627,0.31923244657653727,0.6800754844906945,0.31992451550930545,0.30102521643637004,0.33912016070520645,-0.8893509,0.04600482,-0.9795203,-0.79918146
261,2149,2149,994,0.46254071661237783,0.5374592833876222,0.4627302247427138,0.5372697752572861,0.5162079208637831,0.5582662019572349,0.10464169,0.049501494,0.0076187626,0.20166463
262,1707,1707,645,0.37785588752196836,0.6221441124780316,0.3785469501578205,0.6214530498421795,0.5983814936164774,0.6442564812028289,0.6760029,0.058927443,0.56050515,0.7915007
263,2551,2551,1120,0.4390435123480988,0.5609564876519012,0.43928747269330554,0.5607125273066944,0.5414483566665591,0.5798868521183772,0.30077267,0.046259556,0.21010393,0.3914414
264,1730,1730,976,0.5641618497109827,0.4358381502890173,0.5638609061699634,0.4361390938300366,0.41291186443525685,0.4595054418305874,-0.18867978,0.052674178,-0.29192117,-0.08543839
265,2604,2604,1146,0.4400921658986175,0.5599078341013826,0.44032749635459406,0.559672503645406,0.5406009538571093,0.5786575377461964,0.4384624,0.04556015,0.34916452,0.5277603
266,112,112,49,0.4375,0.5625,0.4427712400532978,0.5572287599467022,0.46841572112423924,0.6442518022956241,0.22401184,0.22153313,-0.21019313,0.65821683
267,1891,1891,834,0.44103648863035433,0.5589635113696456,0.4413555620780112,0.5586444379219888,0.5362682534838831,0.5809036924255788,0.33208764,0.053350136,0.22752136,0.4366539
268,565,565,181,0.32035398230088497,0.679646017699115,0.32333838699649087,0.6766616130035091,0.6378698240055747,0.7142876933924982,0.9827436,0.10987457,0.7673895,1.1980978
269,68,68,23,0.3382352941176471,0.6617647058823529,0.3583131123699365,0.6416868876300634,0.5322539002735492,0.744162383939967,0.78054607,0.3051393,0.182473,1.3786192
270,70,70,32,0.45714285714285713,0.5428571428571429,0.4629340418230575,0.5370659581769426,0.42733502078847296,0.6450222143097935,0.21250698,0.2737328,-0.32400933,0.7490233
271,911,911,353,0.38748627881448955,0.6125137211855105,0.38867912196633003,0.61132087803367,0.5796215311473183,0.642561865229454,0.6418991,0.08042248,0.48427105,0.79952717
272,322,322,238,0.7391304347826086,0.26086956521739135,0.7327025670086662,0.2672974329913338,0.22108156820579572,0.31617519781617043,-1.2089338,0.12526053,-1.4544445,-0.9634232
273,861,861,252,0.2926829268292683,0.7073170731707317,0.29494391533344216,0.7050560846665579,0.674338029301079,0.7348813573030493,1.1429769,0.09235386,0.9619633,1.3239905
274,2639,2639,1521,0.5763546798029556,0.4236453201970444,0.576114792307694,0.423885207692306,0.40512330019544485,0.44275601093844486,-0.21772775,0.04267921,-0.301379,-0.1340765
275,1021,1021,440,0.4309500489715965,0.5690499510284035,0.43162841872310476,0.5683715812768952,0.538021195758694,0.5984705080380515,0.47878456,0.07324542,0.33522353,0.62234557
276,2575,2575,682,0.26485436893203884,0.7351456310679612,0.2657145219615947,0.7342854780384054,0.7170885766141708,0.7511389008265283,1.2477086,0.055704523,1.1385276,1.3568895
277,1700,1700,865,0.5088235294117647,0.4911764705882353,0.5088143681230191,0.49118563187698094,0.4675047633821058,0.5148860392443819,0.011691585,0.054234583,-0.0946082,0.11799137
278,2658,2658,1439,0.5413844996237773,0.4586155003762227,0.541266618805235,0.45873338119476503,0.4398570218062783,0.4776683593460056,-0.18824798,0.042990036,-0.27250844,-0.10398751
279,2160,2160,838,0.38796296296296295,0.612037037037037,0.38846695682877863,0.6115330431712214,0.5909314866241502,0.6319397957942461,0.5725107,0.052616883,0.46938163,0.6756398
280,1246,1246,490,0.39325842696629215,0.6067415730337078,0.39409071280969676,0.6059092871903032,0.5787318738059339,0.6327670133908918,0.5815852,0.06794406,0.44841486,0.7147556
281,2385,2385,1639,0.6872117400419288,0.31278825995807125,0.6865215691364911,0.3134784308635089,0.29504959533485076,0.3322024249589999,-0.8947114,0.045289613,-0.983479,-0.8059437
282,2555,2555,701,0.27436399217221136,0.7256360078277886,0.27519682694471403,0.724803173055286,0.7073560289559645,0.7419181685826144,1.1909561,0.055206586,1.0827512,1.2991611
283,2650,2650,1468,0.5539622641509434,0.4460377358490566,0.5538006308768115,0.44619936912318847,0.4273491239728021,0.4651262673379575,-0.27686432,0.04294938,-0.3610451,-0.19268355
284,2578,2578,1667,0.6466252909231963,0.3533747090768037,0.6461305409564106,0.35386945904358935,0.33555635106384296,0.3723965605113735,-0.6945065,0.043093413,-0.77896965,-0.6100434
285,2361,2361,1538,0.6514188903007201,0.3485811096992799,0.6508602874347273,0.34913971256527265,0.3300751545607816,0.3684454165400948,-0.76066136,0.045065932,-0.84899056,-0.67233217
286,570,570,190,0.3333333333333333,0.6666666666666667,0.33608635892399386,0.6639136410760061,0.6249572926427893,0.701797724545381,0.9044838,0.107588865,0.6936096,1.115358
287,6,6,4,0.6666666666666666,0.33333333333333337,0.5702003808927746,0.4297996191072254,0.20121462411732138,0.6759024630408479,-0.72797203,0.88492036,-2.462416,1.0064719
288,838,838,415,0.49522673031026254,0.5047732696897375,0.49535550404576534,0.5046444959542347,0.47099469499770596,0.5382735250654161,0.099912465,0.07722413,-0.051446825,0.25127175
289,2137,2137,1035,0.4843238184370613,0.5156761815629387,0.4844212612491012,0.5155787387508988,0.4944285999767415,0.536701375859935,0.00052812696,0.04904473,-0.09559954,0.09665579
290,2686,2686,1754,0.6530156366344005,0.34698436336559946,0.6525189576132671,0.34748104238673294,0.32961624026180947,0.3655602429387208,-0.76233184,0.042237014,-0.8451164,-0.6795473
291,1526,1526,559,0.36631716906946266,0.6336828309305373,0.3671586714603419,0.6328413285396581,0.6085764158978475,0.6567783983778421,0.7342293,0.06352623,0.6097179,0.85874075
292,2377,2377,1346,0.5662599915860328,0.4337400084139672,0.5660325798592213,0.4339674201407787,0.4141398702758654,0.4538998145289481,-0.30488428,0.04496019,-0.39300627,-0.2167623
293,2634,2634,1491,0.5660592255125285,0.4339407744874715,0.5658546222877617,0.43414537771223827,0.4153023386980219,0.4530828117698411,-0.33573768,0.042942137,-0.41990426,-0.2515711
294,4,4,2,0.5,0.5,0.5049562100648483,0.49504378993515175,0.24029939752014506,0.7512123539887281,0.14193271,1.120422,-2.0540946,2.33796
295,2622,2622,2079,0.7929061784897025,0.20709382151029754,0.7919096092110428,0.2080903907889572,0.1927948979030082,0.22380618793869833,-1.402322,0.04594984,-1.4923837,-1.3122604
296,68,68,28,0.4117647058823529,0.5882352941176471,0.4231008384914375,0.5768991615085626,0.4658115813762137,0.684209702457854,0.40489,0.28546473,-0.15462089,0.9644009
297,2458,2458,1148,0.467046379170057,0.532953620829943,0.46719539646979297,0.532804603530207,0.5130980133085441,0.5524608176013217,0.20144457,0.046377454,0.110544756,0.2923444
298,2201,2201,1167,0.530213539300318,0.469786460699682,0.5301176582203465,0.4698823417796535,0.4491075689539159,0.4907087426737895,-0.015504986,0.04724247,-0.10810023,0.077090256
299,10,10,5,0.5,0.5,0.5034053841369734,0.49659461586302656,0.2814220399237315,0.7124404708303178,-0.080910444,0.7195313,-1.4911919,1.329371
300,2289,2289,1154,0.5041502839667977,0.49584971603320227,0.5041621278433107,0.4958378721566893,0.4754061814567424,0.5162764244254807,0.011697084,0.047250915,-0.08091471,0.10430888
301,836,836,236,0.2822966507177033,0.7177033492822966,0.28473727058340137,0.7152627294165986,0.6843837616690653,0.7451767620041354,1.1909376,0.094426684,1.0058613,1.376014
302,1002,1002,405,0.4041916167664671,0.5958083832335329,0.40512553140490876,0.5948744685950913,0.5644602229377603,0.6249332275833224,0.609948,0.075406365,0.4621515,0.75774443
303,89,89,26,0.29213483146067415,0.7078651685393258,0.31222632640580905,0.687773673594191,0.5932008287118868,0.7751001915196629,1.2390487,0.286027,0.67843574,1.7996616
304,2297,2297,1290,0.5616020896821942,0.43839791031780584,0.5613853206129893,0.4386146793870107,0.41841910191832943,0.45891110374572475,-0.32695726,0.045857754,-0.41683847,-0.23707606
305,876,876,686,0.7831050228310502,0.2168949771689498,0.7802443215396271,0.21975567846037292,0.19310379243994624,0.24760692883978241,-1.3339719,0.078616984,-1.4880612,-1.1798825
306,1205,1205,814,0.6755186721991702,0.32448132780082983,0.6742461170411891,0.3257538829588109,0.2996812382751699,0.3523702389653529,-0.7385483,0.06297521,-0.8619797,-0.61511683
307,2153,2153,576,0.2675336739433349,0.7324663260566651,0.2685503368013009,0.7314496631986991,0.7125725255498746,0.7499212533490573,1.3634636,0.060620453,1.2446475,1.4822798
308,688,688,187,0.27180232558139533,0.7281976744186047,0.27489916271267634,0.7251008372873237,0.6913864127946794,0.7575920395335899,1.2921301,0.10765279,1.0811306,1.5031296
309,136,136,84,0.6176470588235294,0.38235294117647056,0.6106615206521325,0.38933847934786747,0.311863682410668,0.4697019420863605,-0.5840069,0.18826076,-0.95299804,-0.2150158
310,2183,2183,805,0.36875858909757214,0.6312414109024278,0.36933767295756187,0.6306623270424381,0.6103529747204072,0.6507458592501851,0.66823506,0.05312006,0.56411976,0.7723504
311,2652,2652,1352,0.5098039215686274,0.4901960784313726,0.5097946574453638,0.4902053425546362,0.471224190897811,0.5092004387907141,-0.0054349303,0.043638,-0.09096541,0.08009555
312,2796,2796,2403,0.8594420600858369,0.1405579399141631,0.8582896819633116,0.14171031803668843,0.12905139113532837,0.15485310123055662,-2.0355604,0.049134564,-2.131864,-1.9392567
313,9,9,4,0.4444444444444444,0.5555555555555556,0.4760826020737385,0.5239173979262615,0.3007876515600246,0.7420590119843693,0.20047909,0.7905634,-1.3490252,1.7499833
314,2625,2625,1708,0.6506666666666666,0.3493333333333334,0.6501666676845995,0.3498333323154005,0.3317340098382555,0.36814863498587935,-0.72322774,0.04270561,-0.8069307,-0.63952476
315,9,9,7,0.7777777777777778,0.2222222222222222,0.6411434858838719,0.35885651411612807,0.1619513001115347,0.585150835347705,-1.183965,0.76203626,-2.677556,0.3096261
316,672,672,203,0.3020833333333333,0.6979166666666667,0.304845040436533,0.695154959563467,0.6600815049833717,0.7291429776040526,1.099229,0.10376167,0.8958561,1.3026018
317,1485,1485,882,0.593939393939394,0.406060606060606,0.5934062530747933,0.40659374692520667,0.38181823610952415,0.43160610503599794,-0.42207447,0.056423403,-0.53266436,-0.3114846
