question_id,human_irt_difficulty,human_eb_difficulty,empirical_correctness,correct,error,solver_id
716,-0.072544396,0.4692318565401523,0.5309139784946236,False,1,solver_1_qwen2vl7b
717,-0.3810136,0.4171184843542902,0.583284968078932,True,0,solver_1_qwen2vl7b
718,1.910498,0.8116643557791183,0.1838905775075988,False,1,solver_1_qwen2vl7b
719,0.76437914,0.6142892742484849,0.375,True,0,solver_1_qwen2vl7b
720,0.52746993,0.5702217834558785,0.42857142857142855,False,1,solver_1_qwen2vl7b
721,-0.44654557,0.396002910240308,0.604526503871352,False,1,solver_1_qwen2vl7b
722,0.06970388,0.4956969923845197,0.5,False,1,solver_1_qwen2vl7b
723,-0.54495513,0.37021608185677646,0.631578947368421,False,1,solver_1_qwen2vl7b
724,0.14375809,0.5244357265477009,0.4714285714285714,False,1,solver_1_qwen2vl7b
725,0.6853364,0.6097086944640717,0.38922155688622756,False,1,solver_1_qwen2vl7b
726,1.173545,0.7159413727565618,0.277602523659306,False,1,solver_1_qwen2vl7b
727,-1.1757166,0.24502717469275592,0.7557540364136036,True,0,solver_1_qwen2vl7b
728,-0.51238596,0.42874696809540624,0.5773195876288659,True,0,solver_1_qwen2vl7b
729,1.4832225,0.7491276753678473,0.24976437323279924,False,1,solver_1_qwen2vl7b
730,-1.1586304,0.4191431051422584,0.75,True,0,solver_1_qwen2vl7b
731,-1.3043845,0.23658269229846018,0.7648104265402843,False,1,solver_1_qwen2vl7b
732,0.3482759,0.5694233409259921,0.4302771855010661,False,1,solver_1_qwen2vl7b
733,-1.8339313,0.18606038168105077,0.8470588235294118,True,0,solver_1_qwen2vl7b
734,1.1530043,0.7188067562628361,0.27978216473791695,False,1,solver_1_qwen2vl7b
735,-0.3913087,0.4251621602261424,0.5751091703056769,True,0,solver_1_qwen2vl7b
736,0.058805242,0.4965113734066292,0.5034770514603616,False,1,solver_1_qwen2vl7b
737,-0.019547403,0.48826301407414985,0.5117691723614275,True,0,solver_1_qwen2vl7b
738,-0.4173675,0.4110670732404458,0.5892179195140471,False,1,solver_1_qwen2vl7b
739,-0.67317593,0.37408060839950874,0.632183908045977,True,0,solver_1_qwen2vl7b
740,-0.017009228,0.4852450706777689,0.5147833130822195,False,1,solver_1_qwen2vl7b
741,-0.94120526,0.2917510343784875,0.7111459968602826,True,0,solver_1_qwen2vl7b
742,-1.5591831,0.2043899129376513,0.7966432474629196,True,0,solver_1_qwen2vl7b
743,1.2018231,0.7234730526415067,0.26436781609195403,False,1,solver_1_qwen2vl7b
744,-0.24773613,0.4481155516074311,0.552073732718894,False,1,solver_1_qwen2vl7b
745,0.47236282,0.6006959281286792,0.398923904688701,False,1,solver_1_qwen2vl7b
746,0.6311033,0.606048390158545,0.39236641221374047,False,1,solver_1_qwen2vl7b
747,-0.37694582,0.4104271771395318,0.5929203539823009,False,1,solver_1_qwen2vl7b
748,0.47990674,0.5883006998920168,0.4112394957983193,False,1,solver_1_qwen2vl7b
749,0.3076698,0.5666876718551763,0.4330590875093493,False,1,solver_1_qwen2vl7b
750,-0.07856986,0.47199034522789973,0.5281231497927767,True,0,solver_1_qwen2vl7b
751,-1.1122717,0.2764645646915639,0.7243697478991596,False,1,solver_1_qwen2vl7b
752,1.6317817,0.7468272481468712,0.23076923076923078,False,1,solver_1_qwen2vl7b
753,-1.1170365,0.2823025426855521,0.718544498027181,False,1,solver_1_qwen2vl7b
754,0.014145926,0.5009145534296773,0.49905767056162836,False,1,solver_1_qwen2vl7b
755,0.27608562,0.553921014713503,0.445821854912764,False,1,solver_1_qwen2vl7b
756,-0.42655727,0.3955750561680066,0.6057838660578386,False,1,solver_1_qwen2vl7b
757,1.4462377,0.570944474728045,0.25,False,1,solver_1_qwen2vl7b
758,-0.63916445,0.3634441100541129,0.6369789811186319,True,0,solver_1_qwen2vl7b
759,0.65171456,0.6218596077288348,0.3695652173913043,False,1,solver_1_qwen2vl7b
760,-0.72854865,0.4297996191072254,0.6666666666666666,False,1,solver_1_qwen2vl7b
761,0.6047014,0.5950944480209848,0.40458015267175573,False,1,solver_1_qwen2vl7b
762,1.1447667,0.7123071969917185,0.28662420382165604,False,1,solver_1_qwen2vl7b
763,-0.013588756,0.47291543542353964,0.5288461538461539,False,1,solver_1_qwen2vl7b
764,-0.6699852,0.34829195499388577,0.6521591295477729,False,1,solver_1_qwen2vl7b
765,0.116688564,0.49929918386994676,0.5,False,1,solver_1_qwen2vl7b
766,0.5638258,0.5914729142699335,0.4079952968841858,True,0,solver_1_qwen2vl7b
767,-0.11843163,0.48292832105617356,0.5171102661596958,True,0,solver_1_qwen2vl7b
768,-0.3486158,0.3971465830681099,0.6031866464339909,True,0,solver_1_qwen2vl7b
769,0.6476409,0.6286537937091243,0.3708609271523179,False,1,solver_1_qwen2vl7b
770,0.07982676,0.4982334355763095,0.5017381228273464,False,1,solver_1_qwen2vl7b
771,1.0143124,0.6716622384318242,0.3055555555555556,False,1,solver_1_qwen2vl7b
772,-1.0854756,0.2604955451469736,0.7404718693284936,False,1,solver_1_qwen2vl7b
773,0.1041401,0.48405605459321677,0.5168539325842697,True,0,solver_1_qwen2vl7b
774,0.9120846,0.6378950482549041,0.345679012345679,True,0,solver_1_qwen2vl7b
775,0.56884545,0.6562622251172807,0.325,False,1,solver_1_qwen2vl7b
776,0.11385092,0.5082717074544807,0.491640866873065,False,1,solver_1_qwen2vl7b
777,1.161464,0.7026928803242904,0.2942122186495177,True,0,solver_1_qwen2vl7b
778,-0.67323816,0.3338664290922744,0.667828106852497,False,1,solver_1_qwen2vl7b
779,-0.677745,0.3597088670437081,0.6439169139465876,False,1,solver_1_qwen2vl7b
780,0.5205673,0.6025053726658844,0.3943217665615142,False,1,solver_1_qwen2vl7b
781,-0.39912614,0.4061592993028086,0.5941470927993839,False,1,solver_1_qwen2vl7b
782,-0.38938996,0.4036568963703949,0.5969912905779889,False,1,solver_1_qwen2vl7b
783,0.44177386,0.5680320197000284,0.42857142857142855,True,0,solver_1_qwen2vl7b
784,1.9090279,0.8094204693235189,0.18421052631578946,True,0,solver_1_qwen2vl7b
785,0.086202994,0.5198085463611952,0.48008565310492507,True,0,solver_1_qwen2vl7b
786,-0.95728576,0.30047128477752794,0.7001862197392924,True,0,solver_1_qwen2vl7b
787,-0.5621432,0.3903763556249634,0.6100302637267618,True,0,solver_1_qwen2vl7b
788,-0.782518,0.33824933761495624,0.6622976098689283,False,1,solver_1_qwen2vl7b
789,0.6724113,0.6315968728139008,0.36787349146899706,False,1,solver_1_qwen2vl7b
790,-0.21188134,0.4537598358169357,0.5463875205254516,True,0,solver_1_qwen2vl7b
791,-1.9982508,0.14920952186441938,0.8521777386713595,True,0,solver_1_qwen2vl7b
792,1.143533,0.7109466435193579,0.2878228782287823,False,1,solver_1_qwen2vl7b
793,0.85065067,0.6614883959318412,0.32941176470588235,True,0,solver_1_qwen2vl7b
794,0.10550332,0.5119156675043265,0.48801571709233793,False,1,solver_1_qwen2vl7b
795,-0.036803007,0.48821201519349766,0.5118074477747502,False,1,solver_1_qwen2vl7b
796,-0.139873,0.46999970251182355,0.5314685314685315,False,1,solver_1_qwen2vl7b
797,0.7537005,0.6508875344806102,0.336283185840708,False,1,solver_1_qwen2vl7b
798,-0.9936147,0.3085037604001478,0.6926121372031663,False,1,solver_1_qwen2vl7b
799,0.5635259,0.5833622157962801,0.4090909090909091,True,0,solver_1_qwen2vl7b
800,0.71681017,0.6391974557292192,0.360198108959928,False,1,solver_1_qwen2vl7b
801,0.9030013,0.6495301308832518,0.3490838958534233,True,0,solver_1_qwen2vl7b
802,-1.3469594,0.21806680591351713,0.7828038674033149,False,1,solver_1_qwen2vl7b
803,-1.0144991,0.30161156114362175,0.6991416309012876,False,1,solver_1_qwen2vl7b
804,-0.90740323,0.3132120274202319,0.6874739908447773,False,1,solver_1_qwen2vl7b
805,-0.36043593,0.42472455763459915,0.5755627009646302,False,1,solver_1_qwen2vl7b
806,0.2626355,0.5250498413907128,0.47480988593155893,False,1,solver_1_qwen2vl7b
807,-1.2663138,0.26454857305659185,0.75,False,1,solver_1_qwen2vl7b
808,0.07989745,0.5046417302829787,0.4953161592505855,False,1,solver_1_qwen2vl7b
809,-1.6227301,0.19307050338060705,0.8079301564205166,False,1,solver_1_qwen2vl7b
810,0.14193282,0.49504378993515175,0.5,False,1,solver_1_qwen2vl7b
811,-1.0982256,0.27854058315399244,0.7225661226786719,False,1,solver_1_qwen2vl7b
812,-0.017325222,0.47630862087813697,0.5256410256410257,False,1,solver_1_qwen2vl7b
813,-1.0317414,0.2870541107097019,0.7136481963555225,True,0,solver_1_qwen2vl7b
814,-0.86366117,0.31850308788637993,0.6826056826056826,False,1,solver_1_qwen2vl7b
815,-1.2930071,0.22655389873492782,0.774281805745554,False,1,solver_1_qwen2vl7b
816,-0.09848297,0.48347268584664627,0.516564952048823,True,0,solver_1_qwen2vl7b
817,-0.2369633,0.4543934310573109,0.5507246376811594,False,1,solver_1_qwen2vl7b
818,1.6646111,0.7812589773557349,0.21645021645021645,False,1,solver_1_qwen2vl7b
819,-0.07898259,0.47057657578320944,0.5295013323182337,True,0,solver_1_qwen2vl7b
820,0.7079474,0.6202876675997913,0.37902753368482717,False,1,solver_1_qwen2vl7b
821,0.17022714,0.5895640177839242,0.4,False,1,solver_1_qwen2vl7b
822,0.97612953,0.6775883897497861,0.3204225352112676,False,1,solver_1_qwen2vl7b
823,-0.6391082,0.3563751313105058,0.6443538998835856,True,0,solver_1_qwen2vl7b
824,1.1169369,0.6932722843968496,0.3058769088385007,False,1,solver_1_qwen2vl7b
825,-2.3224623,0.1130570262024132,0.8883836295990079,False,1,solver_1_qwen2vl7b
826,0.34134385,0.5743077584303286,0.42536327608982827,True,0,solver_1_qwen2vl7b
827,0.5202741,0.5898706863780319,0.408207343412527,False,1,solver_1_qwen2vl7b
828,-2.1715386,0.12725662764713563,0.8739346590909091,True,0,solver_1_qwen2vl7b
829,-0.56017697,0.37904797431984305,0.6215316315205327,True,0,solver_1_qwen2vl7b
830,-0.08535212,0.4868924404758268,0.5131304710295956,True,0,solver_1_qwen2vl7b
831,-0.744593,0.34578872220938206,0.6547256097560976,True,0,solver_1_qwen2vl7b
832,0.14193279,0.49504378993515175,0.5,False,1,solver_1_qwen2vl7b
833,0.3717062,0.5745968766143028,0.4251152073732719,True,0,solver_1_qwen2vl7b
834,0.13001387,0.5193557993897733,0.4805414551607445,True,0,solver_1_qwen2vl7b
835,-0.8859129,0.3053632659692971,0.6959511077158136,False,1,solver_1_qwen2vl7b
836,0.004821092,0.48417317227785817,0.515854074326628,False,1,solver_1_qwen2vl7b
837,-0.54121697,0.37574920737958417,0.6248062015503876,True,0,solver_1_qwen2vl7b
838,0.38342857,0.5524147518219416,0.44733178654292344,False,1,solver_1_qwen2vl7b
839,0.33896413,0.5679478876027888,0.42990654205607476,False,1,solver_1_qwen2vl7b
840,-0.005298525,0.49421260196658556,0.5057803468208093,False,1,solver_1_qwen2vl7b
841,-5.3703866,0.34324242034936503,1.0,False,1,solver_1_qwen2vl7b
842,0.8539802,0.6470241448314913,0.3333333333333333,False,1,solver_1_qwen2vl7b
843,0.79776883,0.6942607362262851,0.28205128205128205,False,1,solver_1_qwen2vl7b
844,-0.10851073,0.46155858106264025,0.5385435168738899,True,0,solver_1_qwen2vl7b
845,-0.7966744,0.31551849264584886,0.6858594411515665,False,1,solver_1_qwen2vl7b
846,1.3597108,0.7460284940111108,0.25251256281407036,False,1,solver_1_qwen2vl7b
847,-5.3703866,0.34324242034936503,1.0,True,0,solver_1_qwen2vl7b
848,-0.52096725,0.3628099713799784,0.6385681293302541,False,1,solver_1_qwen2vl7b
849,0.6634947,0.6293958337828971,0.3700319780721791,False,1,solver_1_qwen2vl7b
850,0.1063412,0.5122311425712438,0.4876984126984127,True,0,solver_1_qwen2vl7b
851,0.528648,0.65327511822122,0.32941176470588235,True,0,solver_1_qwen2vl7b
852,0.07764271,0.5145444296952604,0.4853700516351119,False,1,solver_1_qwen2vl7b
853,-0.32930627,0.4002921916364972,0.6007025761124122,False,1,solver_1_qwen2vl7b
854,0.53008324,0.5883242235020131,0.4,True,0,solver_1_qwen2vl7b
855,-1.2008328,0.2415301159372848,0.7592529711375212,False,1,solver_1_qwen2vl7b
856,1.2818174,0.7275334677233487,0.2717241379310345,True,0,solver_1_qwen2vl7b
857,1.4627544,0.7494495951361914,0.23809523809523808,False,1,solver_1_qwen2vl7b
858,0.19465575,0.5317171946792958,0.4681372549019608,True,0,solver_1_qwen2vl7b
859,0.0020325482,0.48907082284122083,0.5109430959013131,True,0,solver_1_qwen2vl7b
861,-0.23233965,0.5098208592786573,0.4883720930232558,True,0,solver_1_qwen2vl7b
862,0.27404845,0.5406248100033217,0.4592198581560284,True,0,solver_1_qwen2vl7b
863,-1.5254444,0.19252618230800578,0.8087112707678491,False,1,solver_1_qwen2vl7b
864,-0.1400381,0.4759942372034558,0.5248618784530387,True,0,solver_1_qwen2vl7b
865,1.2322574,0.6993262576088266,0.29743589743589743,False,1,solver_1_qwen2vl7b
866,-0.47006354,0.36901628067589576,0.6329331046312179,False,1,solver_1_qwen2vl7b
867,-1.3628222,0.22610647234878822,0.7747404844290657,False,1,solver_1_qwen2vl7b
868,0.31202468,0.5543569602379002,0.4454183266932271,False,1,solver_1_qwen2vl7b
869,0.65391517,0.6124840321231474,0.3857374392220421,False,1,solver_1_qwen2vl7b
870,0.3538818,0.5653375715153527,0.43427230046948356,False,1,solver_1_qwen2vl7b
871,-0.18023735,0.43900891127195896,0.5614186851211073,True,0,solver_1_qwen2vl7b
872,-0.17762664,0.4317451043317866,0.5687984496124031,False,1,solver_1_qwen2vl7b
873,0.770085,0.6263304172414815,0.3732075471698113,False,1,solver_1_qwen2vl7b
874,0.6109809,0.5857477652077422,0.41278065630397237,False,1,solver_1_qwen2vl7b
875,0.9211376,0.6722646046616698,0.3267504488330341,True,0,solver_1_qwen2vl7b
876,0.28109556,0.6069995965671109,0.379746835443038,True,0,solver_1_qwen2vl7b
877,0.0028959215,0.4858095511272843,0.5142314990512334,True,0,solver_1_qwen2vl7b
878,0.9887222,0.6921041661022642,0.3066104078762307,False,1,solver_1_qwen2vl7b
879,1.376676,0.7488374778148021,0.24968553459119497,False,1,solver_1_qwen2vl7b
880,-0.01157397,0.5066003625103825,0.49331550802139035,True,0,solver_1_qwen2vl7b
881,-1.6991864,0.17866084290308304,0.8224125093075205,True,0,solver_1_qwen2vl7b
882,0.8034767,0.6571830349441465,0.3421623968736431,False,1,solver_1_qwen2vl7b
883,0.977327,0.6841049003258093,0.30538922155688625,False,1,solver_1_qwen2vl7b
884,-0.32378325,0.4133069013455092,0.5878594249201278,True,0,solver_1_qwen2vl7b
885,-0.120863944,0.4634343018021094,0.5366705471478463,False,1,solver_1_qwen2vl7b
886,0.95225716,0.6634886902057978,0.3150684931506849,True,0,solver_1_qwen2vl7b
887,0.2260904,0.5337467139375354,0.46611132146914047,False,1,solver_1_qwen2vl7b
888,0.8112856,0.6164725069438499,0.3707865168539326,False,1,solver_1_qwen2vl7b
889,-0.7251631,0.3561330640952167,0.6443974630021142,False,1,solver_1_qwen2vl7b
890,0.106539905,0.5186721588100482,0.4812353401094605,False,1,solver_1_qwen2vl7b
891,0.538127,0.5954932719108295,0.4039287906691222,False,1,solver_1_qwen2vl7b
892,0.0029531717,0.5553372043490002,0.4375,False,1,solver_1_qwen2vl7b
893,0.06253956,0.5665510955454758,0.425,False,1,solver_1_qwen2vl7b
894,-1.1311358,0.2603180143654814,0.7421602787456446,True,0,solver_1_qwen2vl7b
895,0.36608952,0.576257657789568,0.41916167664670656,False,1,solver_1_qwen2vl7b
896,-0.9319154,0.31119749265730223,0.6895213454075032,True,0,solver_1_qwen2vl7b
897,0.20047915,0.5239173979262615,0.4444444444444444,False,1,solver_1_qwen2vl7b
898,-0.10876864,0.473716860370326,0.5263644773358002,True,0,solver_1_qwen2vl7b
899,-0.9913801,0.29858664362358955,0.7228915662650602,True,0,solver_1_qwen2vl7b
900,-1.0454047,0.29592158863702656,0.7097791798107256,False,1,solver_1_qwen2vl7b
901,-0.34080347,0.43081845360972404,0.5709779179810726,False,1,solver_1_qwen2vl7b
902,0.40028805,0.5666848531445712,0.4327764518695306,False,1,solver_1_qwen2vl7b
903,0.6090962,0.6135291236914328,0.385793018983466,True,0,solver_1_qwen2vl7b
904,0.99372053,0.6890405788778519,0.3101409731696226,False,1,solver_1_qwen2vl7b
905,0.68673575,0.5306665222896011,0.4,True,0,solver_1_qwen2vl7b
906,0.7289609,0.6182316808203714,0.3806193806193806,True,0,solver_1_qwen2vl7b
907,-1.8010758,0.15753912072476173,0.8442622950819673,False,1,solver_1_qwen2vl7b
908,-0.8630142,0.32089372076896505,0.6798051372896369,False,1,solver_1_qwen2vl7b
909,-0.01914829,0.47155203278454816,0.5308641975308642,False,1,solver_1_qwen2vl7b
910,-0.30779466,0.4010921629781544,0.6003401360544217,True,0,solver_1_qwen2vl7b
911,-0.76068354,0.3311282971623505,0.6693739424703892,True,0,solver_1_qwen2vl7b
912,-0.4681565,0.3900312926521534,0.6103216155572176,False,1,solver_1_qwen2vl7b
913,0.8399608,0.6455867485094532,0.35359438924605496,False,1,solver_1_qwen2vl7b
914,-0.6373222,0.3395108406387577,0.6610299769408148,False,1,solver_1_qwen2vl7b
915,0.5403274,0.6067767691669415,0.389937106918239,False,1,solver_1_qwen2vl7b
916,0.13740483,0.5129722495234845,0.48690396239086636,True,0,solver_1_qwen2vl7b
917,0.28187796,0.543052094047616,0.45614035087719296,True,0,solver_1_qwen2vl7b
918,0.61810845,0.6081604102315932,0.3862433862433862,False,1,solver_1_qwen2vl7b
919,0.50425076,0.586576294255643,0.4121212121212121,False,1,solver_1_qwen2vl7b
920,-0.32353792,0.4030007846864989,0.5973843998131714,True,0,solver_1_qwen2vl7b
921,-0.6166017,0.3684339571339409,0.6319689484827099,True,0,solver_1_qwen2vl7b
922,-0.9539858,0.29534353915917166,0.7052775873886223,False,1,solver_1_qwen2vl7b
923,-0.738551,0.3412449192074618,0.6593227254181967,False,1,solver_1_qwen2vl7b
924,-2.802521,0.07810242067828266,0.9234972677595629,True,0,solver_1_qwen2vl7b
925,1.3457246,0.7393873249038778,0.2469879518072289,True,0,solver_1_qwen2vl7b
926,-0.5118556,0.3927156817061922,0.6076388888888888,False,1,solver_1_qwen2vl7b
927,-0.40527627,0.3908078354956175,0.6097417840375586,False,1,solver_1_qwen2vl7b
928,-1.7359681,0.36390224582993114,0.8333333333333334,False,1,solver_1_qwen2vl7b
929,0.57062507,0.6137987079655596,0.3795180722891566,True,0,solver_1_qwen2vl7b
930,-0.14594442,0.4401989707117179,0.5882352941176471,False,1,solver_1_qwen2vl7b
931,2.0790637,0.8377414137386373,0.16039952996474735,False,1,solver_1_qwen2vl7b
932,0.70298004,0.6403719684936213,0.35906040268456374,False,1,solver_1_qwen2vl7b
933,-1.1935544,0.2589743484022098,0.7425191370911621,True,0,solver_1_qwen2vl7b
934,0.06328373,0.5046517033405773,0.495304205798285,False,1,solver_1_qwen2vl7b
935,0.15299919,0.5138577155360301,0.4860302677532014,False,1,solver_1_qwen2vl7b
936,1.2390487,0.687773673594191,0.29213483146067415,False,1,solver_1_qwen2vl7b
937,0.17663456,0.5081154805498704,0.49056603773584906,False,1,solver_1_qwen2vl7b
938,-1.0068071,0.291282231054353,0.709411323584552,False,1,solver_1_qwen2vl7b
939,-0.53940904,0.39214313142462764,0.6082047421904403,False,1,solver_1_qwen2vl7b
940,-0.10766062,0.47455748962916067,0.5277777777777778,True,0,solver_1_qwen2vl7b
941,-0.75444543,0.3393307236606141,0.6611842105263158,True,0,solver_1_qwen2vl7b
942,0.31264544,0.5375265258067743,0.45871559633027525,True,0,solver_1_qwen2vl7b
943,-0.25465384,0.4336763018159737,0.5665284583490389,False,1,solver_1_qwen2vl7b
944,2.2506933,0.840278356860576,0.14285714285714285,False,1,solver_1_qwen2vl7b
945,0.3883947,0.5773321226000034,0.42233632862644416,False,1,solver_1_qwen2vl7b
946,0.11547032,0.5369019950653093,0.4594594594594595,True,0,solver_1_qwen2vl7b
947,-0.45703307,0.3844823723989933,0.617124394184168,True,0,solver_1_qwen2vl7b
0,0.29564267,0.5563363474744464,0.44345661450924606,True,0,solver_2_internvl3_8b
1,0.23829542,0.45403264350395045,0.5714285714285714,False,1,solver_2_internvl3_8b
2,0.5755465,0.6143043433898776,0.3852140077821012,False,1,solver_2_internvl3_8b
3,-1.62354,0.19227474362944952,0.8087574850299402,False,1,solver_2_internvl3_8b
4,0.55871004,0.5980254150508215,0.4014084507042254,False,1,solver_2_internvl3_8b
5,1.8047155,0.8056783533535783,0.1908763505402161,False,1,solver_2_internvl3_8b
6,-0.11786091,0.4715921690343269,0.5285215366705471,False,1,solver_2_internvl3_8b
7,0.92814016,0.6368442688439473,0.34831460674157305,False,1,solver_2_internvl3_8b
8,0.52302426,0.6076266501256392,0.3919209282337774,False,1,solver_2_internvl3_8b
9,0.74300456,0.6351257879867206,0.36330935251798563,False,1,solver_2_internvl3_8b
10,0.53735054,0.5973546195105645,0.4020356234096692,False,1,solver_2_internvl3_8b
11,0.21357839,0.5414804759918688,0.45831414094887146,True,0,solver_2_internvl3_8b
12,0.6077826,0.6002439459013778,0.3991769547325103,True,0,solver_2_internvl3_8b
13,-0.89076626,0.30478618738229024,0.6965845909451946,False,1,solver_2_internvl3_8b
14,-0.78308773,0.3326283763820571,0.6682380671773719,False,1,solver_2_internvl3_8b
15,0.14193279,0.49504378993515175,0.5,False,1,solver_2_internvl3_8b
16,-0.41838428,0.4168251477991739,0.5834782608695652,True,0,solver_2_internvl3_8b
17,0.4098505,0.5699211871191294,0.42924528301886794,False,1,solver_2_internvl3_8b
18,0.94441855,0.681669518295702,0.3175333640128854,False,1,solver_2_internvl3_8b
19,-0.5949048,0.36484945124794566,0.6355869242199108,False,1,solver_2_internvl3_8b
20,-0.5247685,0.3668170298803429,0.6338605741066198,False,1,solver_2_internvl3_8b
21,0.43232507,0.5850671583860803,0.40875912408759124,False,1,solver_2_internvl3_8b
22,-0.5468787,0.38184440192660485,0.618519842688595,False,1,solver_2_internvl3_8b
23,0.4302758,0.5500441123628901,0.44905008635578586,False,1,solver_2_internvl3_8b
24,-0.56742465,0.38102313984110425,0.6194061062317022,True,0,solver_2_internvl3_8b
25,-1.6600989,0.1895366131249412,0.8116182572614108,True,0,solver_2_internvl3_8b
26,-0.17939693,0.4718887873057819,0.5282392026578073,True,0,solver_2_internvl3_8b
27,0.2711981,0.5480865187625817,0.45169600686990125,False,1,solver_2_internvl3_8b
28,0.22615924,0.509424757510355,0.4888888888888889,True,0,solver_2_internvl3_8b
29,-0.54120755,0.38439042321330974,0.6161849710982659,True,0,solver_2_internvl3_8b
30,0.0403205,0.49235862490182913,0.507643085673658,False,1,solver_2_internvl3_8b
31,-0.82177067,0.3286819872700586,0.6719858156028369,True,0,solver_2_internvl3_8b
32,0.5646679,0.6002171163231507,0.38571428571428573,False,1,solver_2_internvl3_8b
33,1.4462377,0.570944474728045,0.25,False,1,solver_2_internvl3_8b
34,0.05152847,0.5089419630655616,0.49099485420240135,True,0,solver_2_internvl3_8b
35,-0.06775877,0.48429462345608665,0.5161290322580645,True,0,solver_2_internvl3_8b
36,0.51700157,0.5914099215697908,0.407496977025393,True,0,solver_2_internvl3_8b
37,-0.4827958,0.3948546270536386,0.6055408970976254,True,0,solver_2_internvl3_8b
38,0.0752486,0.5039879578646068,0.4959709911361805,False,1,solver_2_internvl3_8b
39,0.35999912,0.5437412239215857,0.45607978519370923,False,1,solver_2_internvl3_8b
40,0.7260916,0.6493130962075122,0.3501346671796845,False,1,solver_2_internvl3_8b
41,0.9313601,0.6631179552855515,0.3343949044585987,False,1,solver_2_internvl3_8b
42,0.66621864,0.6309244284571485,0.3614457831325301,False,1,solver_2_internvl3_8b
44,1.0053674,0.6732802378247744,0.3259566620562471,False,1,solver_2_internvl3_8b
45,0.3960534,0.5730953266234979,0.4266263237518911,False,1,solver_2_internvl3_8b
46,1.2505826,0.7352296176048997,0.2638997650743931,False,1,solver_2_internvl3_8b
47,-0.31801215,0.40527179032019456,0.59500693481276,False,1,solver_2_internvl3_8b
48,0.6472683,0.6167607618647547,0.381903642773208,True,0,solver_2_internvl3_8b
49,0.37486684,0.5467991232052509,0.45301112389719983,False,1,solver_2_internvl3_8b
50,-0.35339496,0.4116770122657889,0.5885792913656691,False,1,solver_2_internvl3_8b
51,-0.11966276,0.47104225213010575,0.5290731145653426,True,0,solver_2_internvl3_8b
52,0.47844228,0.5884343111975545,0.411199331383201,False,1,solver_2_internvl3_8b
53,0.09956439,0.5260274001181584,0.47384219554030876,False,1,solver_2_internvl3_8b
54,0.3919805,0.5760907897845002,0.4235565819861432,False,1,solver_2_internvl3_8b
55,0.27476126,0.5651225251757543,0.4344317417619368,False,1,solver_2_internvl3_8b
56,0.07059334,0.48358275876087364,0.5164498852333589,False,1,solver_2_internvl3_8b
57,0.71331537,0.6054534093219259,0.38461538461538464,True,0,solver_2_internvl3_8b
58,0.48536673,0.568077932603673,0.4230769230769231,False,1,solver_2_internvl3_8b
59,-1.6714716,0.1885683450484783,0.8125244618395303,False,1,solver_2_internvl3_8b
60,0.52132803,0.5891497026026031,0.40625,True,0,solver_2_internvl3_8b
61,1.1232506,0.7401453920890533,0.23076923076923078,True,0,solver_2_internvl3_8b
62,0.33319497,0.5505989076517483,0.4487917146144994,False,1,solver_2_internvl3_8b
63,1.0962808,0.6894705331695632,0.3089983022071307,False,1,solver_2_internvl3_8b
64,-1.2479839,0.2320697001398372,0.7690205011389522,True,0,solver_2_internvl3_8b
65,-1.804932,0.1698647038863953,0.8311733800350263,True,0,solver_2_internvl3_8b
66,0.0017014444,0.48221060332377075,0.5178466939730837,True,0,solver_2_internvl3_8b
67,0.7153538,0.6287557307030434,0.3678474114441417,False,1,solver_2_internvl3_8b
68,0.7915201,0.6957491851794173,0.2823529411764706,False,1,solver_2_internvl3_8b
69,-0.14031583,0.4747492879642755,0.525314046440807,False,1,solver_2_internvl3_8b
70,1.1237884,0.6988660743799422,0.29896907216494845,False,1,solver_2_internvl3_8b
71,0.5043369,0.6018048765262494,0.39780306002353866,True,0,solver_2_internvl3_8b
72,-0.2413652,0.4653349536446211,0.5347846663511595,False,1,solver_2_internvl3_8b
73,-0.44028708,0.4159185755290552,0.5882352941176471,True,0,solver_2_internvl3_8b
74,0.14318228,0.5135775816929176,0.48619447779111646,False,1,solver_2_internvl3_8b
75,-0.41732118,0.4089335802567903,0.5913608562691132,False,1,solver_2_internvl3_8b
76,0.017138138,0.49611127513514053,0.5038759689922481,True,0,solver_2_internvl3_8b
77,1.0011542,0.6588552448424395,0.3385146804835924,True,0,solver_2_internvl3_8b
78,-0.7515005,0.32251359096615584,0.6784037558685446,True,0,solver_2_internvl3_8b
79,0.8440403,0.6619220832441577,0.3371824480369515,False,1,solver_2_internvl3_8b
80,-1.0035397,0.29673981662802384,0.703942380591357,True,0,solver_2_internvl3_8b
81,-0.077703506,0.4954475690541159,0.5043478260869565,False,1,solver_2_internvl3_8b
82,-0.5829421,0.37155531997768154,0.6288951841359773,True,0,solver_2_internvl3_8b
83,-0.02509278,0.4658341400893963,0.5342512908777969,False,1,solver_2_internvl3_8b
85,0.36769694,0.5655315431275253,0.4340557275541796,True,0,solver_2_internvl3_8b
86,-1.3222138,0.24406541409224158,0.7569794050343249,True,0,solver_2_internvl3_8b
87,1.0522958,0.7125224702687569,0.28617571059431524,False,1,solver_2_internvl3_8b
88,-0.13689882,0.475572539831285,0.5244969378827646,True,0,solver_2_internvl3_8b
89,-0.88631773,0.29572893866450267,0.7048846675712347,False,1,solver_2_internvl3_8b
